ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Ананич Елена Николаевна,05-002-03-01,судья,назначен,,бессрочно,
Ананич Елена Николаевна,07-006-03-01,судья и заместитель,освобожден,,,
Тимошенко Петр Прохорович,01-012-03-01,заместитель председателя,назначен,,бессрочно,
Жукова Татьяна Юрьевна,01-003-03-01,судья,назначен,,бессрочно,
Кмита Николай Алексеевич,01-003-03-01,судья,назначен,,бессрочно,
Апанович Ольга Викторовна,01-003-03-01,судья,назначен,,лет,5
Апанович Ольга Викторовна,01-003-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Романюк Ольги Вячеславовны,,
Бреган Евгений Анатольевич,01-003-03-01,судья,назначен,на время нахождения в социальном отпуске Павловской Инны Леонидовны,на период,
Бреган Евгений Анатольевич,01-003-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Копач Оксаны Александровны,,
Исаева Татьяна Васильевна,01-000-03-01,судья,назначен,,лет,5
Исаева Татьяна Васильевна,01-002-03-02,судья и заместитель председателя,освобожден,,,
Ласкович Татьяна Георгиевна,01-002-03-02,заместитель председателя,освобожден,,,
Мохор Михаил Николаевич,01-002-03-02,судья и председатель,назначен,,бессрочно,
Мохор Михаил Николаевич,01-000-03-01,судья,освобожден,,,
Панасюк Татьяна Сергеевна,01-000-03-01,судья,назначен,,лет,5
Болоболова Зинаида Васильевна,02-003-03-01,судья,назначен,,лет,5
Васильева Жанна Александровна,02-000-03-01,судья,назначен,,лет,5
Григорьева Наталья Евгеньевна,02-013-03-01,председатель,назначен,,бессрочно,
Еловая Елена Михайловна,02-015-03-01,судья и заместитель председателя,назначен,,лет,5
Иванова Ольга Анатольевна,02-002-03-02,судья,назначен,,лет,5
Иванова Ольга Анатольевна,02-002-03-03,судья,освобожден,,,
Протас Елена Сергеевна,02-002-03-03,судья,назначен,,лет,5
Протас Елена Сергеевна,02-002-03-02,судья,освобожден,,,
Новикова Валентина Петровна,03-009-03-01,судья,назначен,на время нахождения в социальном отпуске Качаловой Натальи Сергеевны,на период,
Рослик Марина Валерьевна,03-000-03-02,судья,назначен,,лет,5
Шайн Елена Анатольевна,03-002-03-03,судья,назначен,,лет,5
Бальцевич Елена Викторовна,04-010-03-01,судья,назначен,,лет,5
Король Эдуард Леонтьевич,04-000-03-02,судья,назначен,,лет,5
Слащев Сергей Александрович,04-002-03-02,судья,назначен,,лет,5
Соболева Наталья Васильевна,04-002-03-01,председатель,назначен,,бессрочно,
Страшкевич Вита Станиславовна,04-017-03-01,судья,назначен,,лет,5
Тодорова Ирина Владиславовна,04-018-03-01,судья,назначен,,лет,5
Крупец Сергей Николаевич,05-008-03-01,судья,назначен,,лет,5
Рябой Валерий Александрович,05-020-03-01,судья,назначен,,лет,5
Буглак Марина Николаевна,06-003-03-01,судья,назначен,,лет,5
Дворяченко Сергей Владимирович,06-013-03-01,судья,назначен,,лет,5
Лопатина Ольга Александровна,06-017-03-01,судья,назначен,,лет,5
Мазуров Валерий Владимирович,06-002-03-02,председатель,назначен,,бессрочно,
Бушева Алена Войтеховна,07-008-03-01,судья,назначен,,лет,5
Дроздовская Кэтрин Дениза Мигель Анхель,05-002-03-02,судья,назначен,,лет,5
Запасник Марина Святославовна,07-002-03-01,судья и заместитель председателя,назначен,,лет,5
Кособуцкая Инна Анатольевна,07-003-03-01,судья,назначен,,лет,5
Кузьмич Александр Николаевич,07-008-03-01,судья и заместитель председателя,назначен,,лет,5
Кузьмич Александр Николаевич,07-003-03-01,судья,освобожден,,,
Пигуль Анна Михайловна,05-002-03-02,судья,назначен,,лет,5
Рак Татьяна Владимировна,07-009-03-01,судья,назначен,,лет,5
Руденко Александр Анатольевич,07-004-03-01,судья и заместитель председателя,назначен,,лет,5
Руденко Александр Анатольевич,07-001-03-01,судья,освобожден,,,
Супрун Дмитрий Игоревич,07-005-03-01,судья,назначен,,лет,5
Цыкала Дмитрий Юрьевич,07-006-03-01,судья,назначен,,лет,5
Черепович Светлана Иосифовна,07-006-03-01,судья,назначен,,лет,5
Ярошевич Оксана Юрьевна,07-002-03-01,судья,назначен,,лет,5
Баженова Валентина Викторовна,07-000-00-02,судья,освобожден,выход в отставку,,
Близнева Людмила Васильевна,02-015-03-01,заместитель председателя,освобожден,истечение срока полномочий,,
Близнева Людмила Васильевна,02-015-03-01,судья,оставлен в должности,,,
Борисовец Людмила Викторовна,05-018-03-01,судья,освобожден,выход в отставку,,
Босько Ирина Вацлавовна,07-004-03-01,судья,освобожден,выход в отставку,,
Васьковский Сергей Альбертович,05-000-03-02,судья,освобожден,по собственному желанию,,
Гурко Леонид Николаевич,02-000-03-01,судья,освобожден,выход в отставку,,
Дегтерева Валентина Николаевна,02-010-03-01,судья,освобожден,выход в отставку,,
Литвинович Сергей Георгиевич,05-014-03-01,судья,освобожден,по собственному желанию,,
Масальская Татьяна Владимировна,07-006-03-01,судья,освобожден,истечение срока полномочий,,
Новик Николай Николаевич,05-022-03-01,судья,освобожден,истечение срока полномочий,,
Прокопович София Васильевна,07-004-03-01,судья,освобожден,выход в отставку,,
Семенюк Николай Сергеевич,06-003-03-01,судья,освобожден,выход в отставку,,
Семуков Михаил Андреевич,07-000-00-02,судья,освобожден,выход в отставку,,
Стаховец Федор Владимирович,01-018-03-01,судья,освобожден,выход в отставку,,
Терехова Елена Михайловна,02-001-03-01,судья,освобожден,выход в отставку,,
Анискевич Руслан Геннадьевич,07-000-00-02,заместитель председателя,включить,состав президиума,,бессрочно,
