ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Лобачевская Раиса Ивановна,01-015-03-01,судья,назначен,,бессрочно,
Лобачевская Раиса Ивановна,01-015-03-01,судья по административным делам,освобожден,,,
Миронюк Олег Степанович,01-002-03-01,судья,назначен,,бессрочно,
Миронюк Олег Степанович,01-002-03-01,судья по административным делам,освобожден,,,
Аношко Александр Александрович,03-008-03-01,судья,назначен,,бессрочно,
Бабенко Анна Ивановна,03-008-03-01,судья,назначен,,бессрочно,
Бабенко Анна Ивановна,03-008-03-01,судья по административным делам,освобожден,,,
Белодедов Александр Михайлович,суд Мозырьского района и г.Мозыря,судья,назначен,,бессрочно,
Белодедов Александр Михайлович,суд Мозырьского района и г.Мозыря,судья по административным делам,освобожден,,,
Веленто Валерий Иванович,суд Лидского района и г.Лиды,судья,назначен,,бессрочно,
Лихач Андрей Андреевич,04-016-03-01,судья,назначен,,бессрочно,
Лихач Андрей Андреевич,04-016-03-01,судья по административным делам,освобожден,,,
Мишуров Александр Сергеевич,суд Лидского района и г.Лиды,судья,назначен,,бессрочно,
Мишуров Александр Сергеевич,суд Лидского района и г.Лиды,судья по административным делам,освобожден,,,
Радионик Наталья Федоровна,04-016-03-01,судья,назначен,,бессрочно,
Романовский Валерий Яцентович,04-012-03-01,судья,назначен,,бессрочно,
Романовский Валерий Яцентович,04-012-03-01,судья по административным делам,освобожден,,,
Якимович Юрий Юрьевич,04-004-03-01,судья,назначен,,бессрочно,
Якимович Юрий Юрьевич,04-004-03-01,судья по административным делам,освобожден,,,
Янковский Владимир Николаевич,04-002-03-02,судья,назначен,,бессрочно,
Янковский Владимир Николаевич,04-002-03-02,судья по административным делам,освобожден,,,
Емельянчик Владимир Иванович,05-006-03-01,судья,назначен,,бессрочно,
Емельянчик Владимир Иванович,05-006-03-01,судья по административным делам,освобожден,,,
Солодкая Людмила Анатольевна,05-019-03-01,судья,назначен,,бессрочно,
Солодкая Людмила Анатольевна,05-019-03-01,судья по административным делам,освобожден,,,
Дедкова Виктория Владимировна,06-002-03-02,судья,назначен,,бессрочно,
Дедкова Виктория Владимировна,06-002-03-02,судья по административным делам,освобожден,,,
Дыбленко Елену Николаевна,06-002-03-01,судья,назначен,,бессрочно,
Дыбленко Елену Николаевна,06-002-03-01,судья по административным делам,освобожден,,,
Русак Александр Михайлович,06-017-03-01,судья,назначен,,бессрочно,
Русак Александр Михайлович,06-017-03-01,судья по административным делам,освобожден,,,
Шитина Галина Николаевна,06-017-03-01,судья,назначен,,бессрочно,
Шитина Галина Николаевна,06-017-03-01,судья по административным делам,освобожден,,,
Терешкова Елену Владимировна,07-002-03-01,судья,назначен,,бессрочно,
Терешкова Елену Владимировна,07-002-03-01,судья по административным делам,освобожден,,,












