id,name,url,location,latitude,longitude,description,postal_code,phone,email,type
1613,ОАО «Дом быта «Визит»,,"Гомельская обл., г. Мозырь, ул. Малинина, 2а",52.036,29.2034,,,,,0
1614,ОАО «Дом торговли «Берёзка»,,"Гомельская обл., г. Калинковичи, ул. Кирова, 10",52.1277,29.3324,,,,,0
1615,ОАО «Ельский агросервис»,,"Гомельская обл., г. Ельск, ул. Гагарина, 17",51.8154,29.1465,,,,,0
1616,ОАО «Калининский»,,"Гомельская обл., Добрушский р-н, а.г. Перерост, пер. Центральный, 1",52.3016,31.4672,,,,,0
1617,ОАО «Комплекс-партнер»,http://kpartner.by/,"г.Гомель ул. Сухого, 16,",52.4666,30.9676,,,,,0
1618,ОАО «Коралл»,https://gomelkorall.by/,"г. Гомель, ул. Лепешинского, 7",52.4755,30.9951,,,,,0
1619,ОАО «Красная Буда»,,"Гомельская обл., Добрушский р-н, а.г. Красная Буда, ул. Ленинская, 74а",52.1846,31.503,,,,,0
1620,ОАО «Медпласт»,http://medplast.by/,"г. Гомель, ул. Объездная, 12",52.4162,30.9017,,,,,0
1621,ОАО «Милкавита»,http://gomelmilk.com/ru/,"г. Гомель, ул. Братьев Лизюковых, 1",52.4041,30.9608,,,,,0
1622,ОАО «Мозырская швейная фабрика «Надэкс»,http://www.nadex.by/,"Гомельская обл., г. Мозырь, ул. Пролетарская, 51",52.0505,29.2438,,,,,0
1623,ОАО «Мозырский авторемонтный завод»,http://www.marz.by/,"Гомельская обл., г. Мозырь, ул. Октябрьская, 9",52.0533,29.2423,,,,,0
1624,ОАО «Мозырский гостиничный комплекс «Припять»,http://hotel-pripyat.by/,"Гомельская обл., г.Мозырь, ул.Пролетарская, 8",52.0525,29.2536,,,,,0
1625,ОАО «Мозырский деревообрабатывающий комбинат»,https://www.moz-dok.by/,"Гомельская обл., г. Мозырь, ул. Социалистическая, 120а",52.2101,27.8653,,,,,0
1626,ОАО «Мозырский завод железобетонных изделий №5»,http://jbi5.by/,"Гомельская обл., Мозырь, ул. Чапаева, 32",52.0542,29.2325,,,,,0
1627,ОАО «Мозырский машиностроительный завод»,http://www.mozyrmash.by/,"Гомельская обл., г.Мозырь, ул.Портовая, 17",52.0817,29.2375,,,,,0
1628,ОАО «Мозырский нефтеперерабатывающий завод»,https://mnpz.by/,"Гомельская обл., г.Мозырь-11,",52.0311,29.2205,,,,,0
1629,ОАО «Мозырьпромстрой»,https://mozyrpromstroy.by/,"Гомельская обл., г. Мозырь, ул. Интернациональная, 109",52.0352,29.2626,,,,,0
1630,ОАО «Мозырьсоль»,https://mozyrsalt.by/by/,"Мозырь, Мозырь-11",52.0367,29.2195,,,,,0
1631,ОАО «Мозырьтехсервис»,http://xn--b1afagitorcief4b6eq.xn--90ais/,"Гомельская обл., Мозырьский р-н, д.Козенки, ул.Спортивная,103",52.0158,29.1937,,,,,0
1632,ОАО «Мозырьхимсервис»;,,"Гомельская обл., г. Мозырь, ул. Гагарина, 50/а",52.0245,29.2142,,,,,0
1633,ОАО «Новобелицкая торговая компания «Алеся»,http://www.ntkalesya.by/,"г. Гомель, ул. Республиканская, 5",52.3969,31.025,,,,,0
1634,ОАО «Полеспечать»,http://www.polespechat.by/,"г. Гомель, ул. Лепешинского, 1",52.4744,31.0013,,,,,0
1635,ОАО «Полесьестрой»,http://mozyrpolesiestroy.by/,"Гомельская обл., г. Мозырь, ул. Пушкина, 32",52.0478,29.2589,,,,,0
1636,ОАО «Прибудский»,,"Гомельская обл., Жлобинский р-н, д. Прибудок, ул. Михайловская, 2",52.6211,30.0721,,,,,0
1637,ОАО «Ратон»,https://raton.by/,"г. Гомель, ул. Федюнинского, 19",52.4801,30.9906,,,,,0
1638,ОАО «Рогачевгазстрой»,,"Гомельская обл., г. Рогачев, ул. Кирова, 51/а",53.0747,30.0497,,,,,0
1639,ОАО «Рогачевский лен»,http://www.lnobaza.by/,"Гомельская обл., г.Рогачев, ул. Могилевская, 3",53.099,30.0375,,,,,0
1640,ОАО «САЛЕО-Гомель»,http://www.gidroprivod.by/,"г. Гомель, ул. Федюнинского, 3",52.4757,30.9828,,,,,0
1641,ОАО «САТУРН-1»,http://saturn-1.by/,"Гомельская обл., г. Житковичи, ул. Майская, 1",52.1991,27.8637,,,,,0
1642,ОАО «Светлогорский целлюлозно-картонный комбинат»,http://www.sckk.by/,"Гомельская обл., г. Светлогорск, ул. Заводская, 1",52.6178,29.787,,,,,0
1643,ОАО «СветлогорскХимволокно»,http://www.sohim.by/,"Гомельская обл., г. Светлогорск, ул.Заводская, 5",52.6095,29.7718,,,,,0
1644,ОАО «Спецпромавтоматика»,http://www.spagomel.by/,"г. Гомель ул. Химзаводская, 8",52.433,30.8741,,,,,0
1645,ОАО «Строительно-монтажный трест№40»,,"Гомельская обл. Жлобинский р-н, г. Жлобин, ул. Барташова, 1",52.9073,30.033,,,,,0
1646,ОАО «Строительный трест №20»,http://trest20.by/,"Гомельская обл., г. Светлогорск, ул. Интернациональная, 40",52.6331,29.7519,,,,,0
1647,ОАО «Торговый дом «Дружба»,,"Гомельская обл., г.Рогачев, ул. Октябрьская, 29",53.0876,30.0521,,,,,0
1648,ОАО «Труд»,https://oaotrud.by/,"г. Гомель, ул. Советская, 39",52.4363,31.0085,,,,,0
1649,ОАО «Универмаг «Гомель»,http://univermaggomel.by/kontakty/,"г. Гомель, ул. Советская, 60",52.4396,31.0044,,,,,0
1650,ОАО «Утевское»,,"Гомельская обл., Добрушский р-н, а.г. Уть, ул. Кооперативная, 1",52.2245,31.3809,,,,,0
1651,ОАО «Электроаппаратура»,https://www.gomelapparat.org/,"г. Гомель, ул. Советская, 157",52.4724,30.9794,,,,,0
1652,Огородня-Гомельская больница сестринского ухода,,"Гомельская обл., Добрушский р-н, д. Огородня-Гомельская, ул. Советская, 5",52.3172,31.5488,,,,,0
1653,ОПС №3 г.Ельска Мозырского регионального УПС Гомельского филиала РУППС «Белпочта»,,"Гомельская обл., г. Мозырь, ул. Ленинская, 34",52.0457,29.2591,,,,,0
1654,"отдел идеологической работы, культуры и по делам молодежи Калинковичского районного исполнительного комитета",,"Гомельская обл., г.Калинковичи, пл. Ленина,1",52.1293,29.3332,,,,,0
1655,отдел образования Мозырского районного исполнительного комитета,http://mozyrroo.by/,"Гомельская обл., г.Мозырь, ул. Ленинская, 4",52.0467,29.2643,,,,,0
1656,"отдел образования, спорта и туризма администрации Новобелицкого района г.Гомеля",http://nov.gomel.by/,"г.Гомель, ул.Ильича, 55а",52.389,31.0291,,,,,0
1657,"отдел образования, спорта и туризма Калинковичского районного исполнительного комитета",http://www.kalinroo.guo.by/,"Гомельская область, г.Калинковичи, пл.им. В.И.Ленина, 2",52.1293,29.3332,,,,,0
1658,"отдела образования, спорта и туризма Жлобинского районного исполнительного комитета",http://zhlobinedu.by/,"Гомельская обл., г.Жлобин, ул.Шоссейная, 141",52.8834,30.0213,,,,,0
1659,ПК «Институт Мозырьсельстройпроект»,,"Гомельская обл., г.Мозырь, ул. Советская, 198",52.0428,29.282,,,,,0
1660,Поречское лесничество ГЛХУ «Октябрьский лесхоз»,,"Гомельская обл., Октябрьский район, а/г Поречье, ул. Советская, 36",52.6315,28.749,,,,,0
1661,РУСП «Белгосстрах»,,"Гомельская обл., г. Калинковичи, ул. Интернациональная, 11",53.9018,27.554,,,,,0
1662,ПТУП «Гомельский комбинат противопожарных работ»,https://gbdpo.deal.by/,"Гомельская обл., г. Гомель, ул. проспект Октября, 28",52.4079,30.9592,,,,,0
1663,ПУ «Мозырьгаз» РПУП «Гомельоблгаз»,,"г.Мозырь, ул.Иваненко, 11",52.0792,29.2803,,,,,0
1664,ПУП «Гомельвторчермет»,,"Гомель, ул.Советская, 123а",52.4635,30.9875,,,,,0
1665,ПУП «Полеслифт»,,"Гомельская обл., г. Мозырь, ул. Крупской, 12",52.045,29.2492,,,,,0
1666,РДочУП по СЭМВХС«Речицкая передвижная механизированная колонна 73»,,"Гомельская обл., Речицкий р-н, д. Озерщина, ул. Чапаева, 19",52.4038,30.3366,,,,,0
1667,РПУП «Гомельоблгаз»,https://www.gomeloblgaz.by/,"г. Гомель, ул. Гагарина, 17",52.42,31.0093,,,,,0
1668,РТУП «Белорусское речное пароходство «Речной порт Речица»,,"Гомельская обл., Речицкий р-н, д. Озерщина, ул. Судостроительная, 10",52.4038,30.3366,,,,,0
1669,РТУП «Белорусское речное пароходство» речной порт Мозырь»,,"Гомельская обл., г. Мозырь, ул. Портовая, 23",52.0367,29.2195,,,,,0
1670,РУП «Гомельское агентство по государственной регистрации и земельному кадастру»,https://gagrzk.by/o-nas/,"г. Гомель, ул. Полесская, 19б",52.4383,30.9973,,,,,0
1671,РУП «Гомельское отделение Белорусской железной дороги»,https://gomel.rw.by/,"г. Гомель, ул. Ветковская, 5",52.4357,30.9992,,,,,0
1672,РУП «Калинковичиводстрой»,http://belvodhoz.by/partnery/rup-kalinkovichivodstroy,"Гомельская обл., г. Калинковичи, ул. 50 лет Октября, 50",52.1254,29.331,,,,,0
1673,"РУП «Калинковичский центр стандартизации, метрологии и сертификации»",http://kalinkovichi-csms.of.by/ru/,"Гомельская обл., г. Калинковичи, ул. 50 лет Октября, 50",52.1254,29.331,,,,,0
1674,РУСП «Белгосстрах»,,"Гомельская обл., г. Светлогорск, ул. Социалистическая, д.43",52.6379,29.7405,,,,,0
1675,рынок «Давыдовский» ОАО «Кирмаш»,,"г. Гомель, пр. Речицкий, 40",52.4073,30.9346,,,,,0
1676,Скороднянской больницы сестринского ухода с врачебной амбулаторией УЗ «Ельская ЦРБ»,http://elsk-crb.by/index.php?url=sbsu,"Гомельская обл., г. Ельск, ул. 50 лет СССР, 30",51.805,29.1761,,,,,0
1677,Слободская участковая больница УЗ «Мозырская центральная городская поликлиника»,http://www.mcgp.by/index.php/units?id=50,"Гомелская обл. Мозырский район, а/г Слобода, ул. Ленина, 105",52.042321,29.002042,,,,,0
1678,СОАО «Гомелькабель»,http://gomelcable.com/,"г. Гомель, Советская, 151",52.4711,30.9804,,,,,0
1679,СП ОАО «Спартак»,https://spartak.by/,"г. Гомель, ул. Советская, 63",52.4415,31.004,,,,,0
1680,спасательная станция г.Рогачева РОО «Белорусское республиканское общество спасания на водах»,,"Рогачёв, 2-й Колхозный переулок. 2",53.082401,30.05871,,,,,0
1681,СУП «Калинковичская передвижная механизированная колонна №101» открытого акционерного общества «Полесьестрой»,,"Гомельская обл., г.Калинковичи ул. 50 лет Октября, 55",52.1243,29.3202,,,,,0
1682,СУП «Мозырская передвижная механизированная колонна №105» ОАО «Полесьестрой»,,"Гомельская обл., г.Мозырь, ул. Гагарина, 83",52.0268,29.222,,,,,0
1683,СУП «Мозырская ПМК №106» ОАО «Полесьестрой»,,"Гомельская обл., г.Ельск, ул. 50-лет СССР, 60-1",51.8121,29.1692,,,,,0
1684,СУП «Мозырское монтажное управление-45» ОАО «Полесьестрой»,,"Гомельская обл., г.Мозырь, ул. Гагарина, 87",52.0274,29.2174,,,,,0
1685,СХДочУП «Михайловское-агро»,,"Гомельская обл., Светлогорский р-н, а.г. Михайловка, ул. Юбилейная, 3/а",52.6761,29.4837,,,,,0
1686,СХУП «Речицкий-Агро»,,"Гомельская обл., Речицкий р-н, а.г. Белое Болото, ул. Центральная, 1",52.419,30.4548,,,,,0
1687,СХУП «Тереховка-Агро»,,"Гомельская обл., Добрушский р-н, д. Тереховка, ул. Ленина, 156",52.2165,31.4366,,,,,0
1688,ТУП «Химтранс»,http://himtrans.www.by/,"г. Гомель, ул. Химзаводская, 5",52.434,30.8674,,,,,0
1689,Туровское ДЭУ №111 КПРС УП «Гомельоблдорстрой»,,"Гомельская обл., г.п.Туров, ул.Ленинская, 124",52.0647,27.7574,,,,,0
1690,ТЭРДочУП «Гомельжелдортранс»,,"г. Гомель, ул. Объездная, 30А",52.4302,30.8871,,,,,0
1691,ТЭЦ-1 филиала «Гомельские тепловые сети»,,"г.Гомель, ул.Фрунзе, 7А",52.41388,31.004951,,,,,0
1692,УЗ «Буда-Кошелевская центральная районная больница»,https://budacrb.by/,"Гомельская обл., г. Буда-Кошелёво, ул. 50 лет Октября, 29",52.7178,30.575,,,,,0
1693,УЗ «Гомельская городская клиническая больница №2»,http://uzggkb2.by/index.php/ru/,"г. Гомель, ул. Медицинская 7",52.3954,30.9043,,,,,0
1694,УЗ «Добрушская центральная районная больница»,https://www.dcrb.by/,"Гомельская обл., г. Добруш, ул. Чапаева, 3",52.4133,31.3211,,,,,0
1695,УЗ «Житковичская центральная районная больница»,http://zhitkov-crb.by/,"Гомельская обл., г. Житковичи, ул. Советская, 19",52.2199,27.8539,,,,,0
1696,УЗ «Калинковичская центральная районная больница»,http://kcrb.by/,"Гомельская обл., г. Калинковичи, ул. Князева, 7",52.1311,29.3497,,,,,0
1697,УЗ «Лельчицкая центральная районная больница,,"Гомельская обл., г.п. Лельчицы, ул.Ленина, 35",51.7863,28.3281,,,,,0
1698,УЗ «Мозырская городская больница»,https://mozgb.by/,"Гомельская обл., г. Мозырь, ул. Котловца, 14",52.0298,29.2286,,,,,0
1699,УЗ «Мозырская центральная городская поликлиника»,http://www.mcgp.by/,"Гомельская обл., г. Мозырь, ул. Котловца, 14А",52.0298,29.2286,,,,,0
1700,УЗ «Октябрьская центральная районная больница»,http://oktcrb.by/,"Гомельская обл., г.п. Октябрьский, ул. Калинина, 24",52.637,28.891,,,,,0
1701,УЗ «Петриковская центральная районная больница»,http://www.petrikovcrb.by/,"Гомельская обл., г. Петриков, ул. Луначарского, 5",52.1323,28.4873,,,,,0
1702,УЗ «Речицкая центральная районная больница»,http://med.rechitsa.by/,"Гомельская обл., г.Речица ул.Трифонова 117",52.3821,30.3659,,,,,0
1703,УЗ «Рогачевская центральная районная больница»,http://rogachevcrb.by/,"Гомельская обл., г. Рогачев, ул. Дзержинского, 17",53.0812,30.0457,,,,,0
1704,УЗ «Светлогорская центральная районная больница»,http://svetcrb.by/,"Гомельская обл., г. Светлогорск, ул. Социалистическая, 73",52.6389,29.7367,,,,,0
1705,УЗ «Хойникская центральная районная больница»,https://khoiniki-crb.by/,"Гомельская обл., г. Хойники, ул. Мира, 1",51.9113,29.9778,,,,,0
1706,УК «Речицкий краеведческий музей»,http://rechitsa.museum.by/,"Гомельская обл., г. Речица, ул. Пролетарская, 2",52.3741,30.387,,,,,0
1707,УО «Белорусский государственный университет транспорта»,https://www.bsut.by/by/,"г. Гомель, ул. Кирова, 34",52.4326,31.0037,,,,,0
1708,УО «Белорусский торгово-экономический университет потребительской кооперации»,http://www.i-bteu.by/,"г. Гомель, пр. Октября, 50",52.4061,30.9357,,,,,0
1709,УО «Гатский детский сад-базовая школа»,https://gat.schools.by/,"Гомельская обл., Октябрьский р-н, д.Гать, ул.Мозырская, 25",52.6027,28.9623,,,,,0
1710,УО «Глазовский государственный детский сад Буда-Кошелевского района»,https://sadglazow.schools.by/,"Гомельская обл., Буда Кошелевский р-н, а.г. Глазовка, ул. 40 лет Победы, 1",52.637,30.5305,,,,,0
1711,УО «Гомельский государственный аграрно-экономический колледж»,http://ggaek.by/,"г.Гомель, ул.Пролетарская, 39",52.42,31.0102,,,,,0
1712,УО «Гомельский государственный колледж искусств имени Н.Ф.Соколовского»,https://ggki.by/,"г. Гомель, ул. Советская, 18",52.4287,31.0117,,,,,0
1713,УО «Гомельский государственный машиностроительный колледж»,http://www.uoggmk.by/,"г. Гомель, ул. Объездная, 2",52.4069,30.9069,,,,,0
1714,УО «Гомельский государственный медицинский университет»,http://www.gsmu.by/,"г. Гомель, ул. Ланге, 5",52.4281,31.0158,,,,,0
1715,УО «Гомельский государственный педагогический колледж имени Л.С.Выготского»,https://gpk.by/,"г.Гомель, ул.Пролетарская, 69",52.4162,31.0062,,,,,0
1716,УО «Гомельский государственный профессионально-технический колледж бытового обслуживания»,http://ggptkbo.by/,"г. Гомель, ул. Федюнинского, 2-б",52.4757,30.9828,,,,,0
1717,УО «Гомельский государственный профессионально-технический колледж кулинарии»,http://www.ggptk.gomel.by/,"г.Гомель, ул. Федюнинского, 2",52.4757,30.9828,,,,,0
1718,УО «Гомельский государственный профессионально-технический колледж народных художественных промыслов»,https://ggptknhp.by/,"г. Гомель, ул. 8-я Иногородняя, 7",52.4412,30.9418,,,,,0
1719,УО «Гомельский государственный профессионально-технический колледж электротехники»,http://electro.gomel.by/,"г.Гомель, ул. Федюнинского, 6Б",52.4764,30.981,,,,,0
1720,УО «Гомельский государственный профессиональный лицей речного флота»,http://ggptu30.gomel.by/,"г. Гомель, ул. Кирова, 22",52.4293,31.0068,,,,,0
1721,УО «Гомельский государственный профессиональный лицей строителей»,http://www.ggpls.by/,"г.Гомель, ул. Малайчука, 10",52.4607,30.9981,,,,,0
1722,УО «Гомельский государственный профессиональный многопрофильный лицей»,https://www.gpml.gomel.by/,"г. Гомель, ул. Лазурная, 24",52.4101,30.9143,,,,,0
1723,УО «Гомельский государственный профессиональный технологический лицей»,https://ggptl.gomel.by/,"г. Гомель, пр. Октября, 42",52.4062,30.9464,,,,,0
1724,УО «Гомельский государственный технический университет имени П.О.Сухого»,https://www.gstu.by/,"г. Гомель, пр. Октября, 48",52.4068,30.9392,,,,,0
1725,УО «Гомельский государственный университет имени Франциска Скорины»,https://gsu.by/,"г. Гомель, ул. Советская, 104",52.4429,31.0011,,,,,0
1726,УО «Гомельский торгово-экономический колледж» Белкоопсоюза,http://gtec-bks.by/,"г. Гомель, ул. Привокзальная, 4",52.4286,30.9937,,,,,0
1727,УО «Гомельское государственное училище олимпийского резерва»,http://gguor.by/,"г. Гомель, ул. Комсомольская, 3",52.4331,31.0071,,,,,0
1728,УО «Государственный институт повышения квалификации и переподготовки кадров в области газоснабжения «ГАЗ-ИНСТИТУТ»,,"г. Гомель , ул. Крестьянская, 31",52.4261,31.0044,,,,,0
1729,УО «Жлобинский государственный профессионально-технический колледж»,http://gpatk.gomel.by/,"Гомельская обл., г. Жлобин, ул. Ленинградская, 2",52.9051,30.0138,,,,,0
1730,УО «Калинковичский государственный профессиональный аграрно-технический лицей»,https://www.kgpatl.gomel.by/,"Гомельская обл., г. Калинковичи, ул. 50 лет Октября, 91",52.1237,29.3059,,,,,0
1731,УО «Костюковский государственный аграрно-технический профессиональный лицей»,http://kgatpl.by/,"г. Гомель, м-н. Костюковка, ул. Михаила Ломоносова, д. 115",52.5403,30.9125,,,,,0
1732,УО «Краснобережский государственный аграрный колледж»,http://www.kbgak.by/,"Гомельская обл., Жлобинский р-н, а.г. Красный Берег-2, ул. Исаева, 16",52.9656,29.7733,,,,,0
1733,УО «Мозырский государственный медицинский колледж»,http://mozyrmed.ihb.by/,"Гомельская обл., г.Мозырь, ул.Котловца, 31",52.0246,29.2396,,,,,0
1734,УО «Мозырский государственный областной лицей»,http://mozlicey.by/,"Гомельская обл., г. Мозырь, ул.Рыжкова, 42",52.0441,29.2501,,,,,0
1735,УО «Мозырский государственный педагогический университет имени И.П.Шамякина»,http://mspu.by/index.php,"Гомельская обл., г. Мозырь, ул. Студенческая, 28",52.0503,29.2582,,,,,0
1736,УО «Мозырский государственный политехнический колледж»,http://www.mgpt.gomel.by/,"Гомельская обл., г. Мозырь, ул. Котловца, 23",52.0252,29.239,,,,,0
1737,УО «Мозырский государственный профессиональный лицей строителей»,https://mgpls.schools.by/,"Гомельская обл., г. Мозырь, ул. Интернациональная, 188",52.0244,29.2428,,,,,0
1738,УО «Полесский государственный аграрный колледж им. В.Ф.Мицкевича»,http://www.pgak.by/,"Гомельская обл., г. Калинковичи, ул. Мира, 1",52.1264,29.3396,,,,,0
1739,УО «Речицкий государственный аграрный колледж»,http://rgak.gomel.by/,"Гомельская обл., г.Речица, ул.Советская, 192",52.3619,30.4131,,,,,0
1740,УО «Речицкий государственный педагогический колледж»,https://rgpk.by/,"Гомельская обл., г. Речица, ул. Достоевского, 33",52.3581,30.4093,,,,,0
1741,УО «Речицкий государственный профессиональный аграрно-технический лицей»,http://www.agrotehlitsey.gomel.by/,"Гомельская обл., Речицкий р-н., д. Озерщина, ул.Фрунзе, 41",52.4038,30.3366,,,,,0
1742,УО «Светлогорский государственный индустриальный колледж»,http://www.sgik.of.by/ru/,"Гомельская обл., г. Светлогорск, ул. Шоссейная, 10",52.6218,29.717,,,,,0
1743,УО «Хойникский государственный профессиональный лицей»,http://hgpl.by/,"Гомельская обл., г. Хойники, ул. Колесника, 2а",51.9078,29.9848,,,,,0
1744,УП «Випра» Общественного объединения «Белорусское общество глухих»,http://vipra.by/,"Гомельский р-он, г. Гомель, Троллейбусный проезд, 4",52.4655,30.9836,,,,,0
1745,УП «Институт Полесьепроект» ОАО «Полесьестрой»,http://polesproekt.by/,"Гомельская обл., г. Мозырь, ул. Ленинская, 12",52.0461,29.2624,,,,,0
1746,УП «КиноПрестиж»,,"Гомельская обл., г. Калинковичи, ул. Фрунзе, 22",52.1321,29.3311,,,,,0
1747,УП «Полигласс» открытого акционерного общества «Гомельстекло»,,"Гомельская обл., Гомельский р-н, г.п. Костюковка, ул. Гомельская, 25/1",52.5403,30.9125,,,,,0
1748,УП «Тереховский агрохимик»,,"Гомельская обл., Добрушский р-н, г.п. Тереховка, пер. Советский, 14",52.217,31.423,,,,,0
1749,УП «Управление капитального строительства Мозырского района»,http://uksmozyr.by/,"Гомельская обл., г. Мозырь, ул. Фрунзе, 1",52.0462,29.2695,,,,,0
1750,УПП «Гомельский завод торгового оборудования»,http://www.gzto.by/,"г. Гомель, ул. Владимирова, 12",52.423,30.9434,,,,,0
1751,учреждение «Брагинский территориальный центр социального обслуживания населения»,,"Гомельская обл., г.п. Брагин, ул. Крылова, 7",51.7807,30.2746,,,,,0
1752,учреждение «Гомельская областная детская клиническая больница»,http://www.godkb.by/,"г. Гомель, ул. Жарковского, 7",52.4308,31.0077,,,,,0
1753,учреждение «Гомельская областная инфекционная клиническая больница»,http://uzgoikb.by/,"г. Гомель, ул. Федюнинского, 18",52.4884,30.9862,,,,,0
1754,учреждение «Гомельская областная клиническая больница»,https://gokb.by/,"г. Гомель, ул. Братьев Лизюковых, 5",52.4019,30.9521,,,,,0
1755,учреждение «Гомельская областная клиническая психиатрическая больница»,https://gokpb.by/,"г. Гомель, ул. Добрушская, 1",52.4062,31.0478,,,,,0
1756,учреждение «Гомельская областная специализированная клиническая больница»,https://goskb.by/,"г. Гомель, улица Медицинская, 6",52.3963,30.9026,,,,,0
1757,учреждение «Гомельская областная туберкулезная клиническая больница»,https://www.gotkb.by/,"г. Гомель, ул. Добрушская, 5",52.4047,31.0521,,,,,0
1758,учреждение «Гомельский городской центр социального обслуживания семьи и детей»,https://gomelsemya.by/,"г. Гомель, ул. Юбилейная, д.8.кор.2",52.4577,31.0029,,,,,0
1759,учреждение «Гомельский областной клинический госпиталь инвалидов Отечественной войны»,http://gospital.by/,"г. Гомель, ул. Ильича, 288",52.3588,31.0302,,,,,0
1760,учреждение «Гомельский областной клинический кардиологический центр»,https://cardiogomel.by/,"г. Гомель, ул. Медицинская, 4",52.3963,30.9062,,,,,0
1761,учреждение «Гомельский областной клинический кожно-венерологический диспансер»,http://gomelkvd.by/,"г. Гомель, ул. Медицинская, 10",52.3948,30.8977,,,,,0
1762,учреждение «Гомельский областной клинический онкологический диспансер»,http://www.grcoc.gomel.by/ru/,"г. Гомель, ул. Медицинская, 2",52.3975,30.9082,,,,,0
1763,учреждение «Гомельский областной центр олимпийского резерва по легкой атлетике»,,"г. Гомель, ул. Юбилейная, 52",52.4525,31.0071,,,,,0
1764,учреждение «Гомельский областной центр олимпийского резерва по паралимпийским и дефлимпийским видам спорта»,http://invacor.by/,"г. Гомель, ул. Юбилейная, 48-2",52.4547,31.0062,,,,,0
1765,учреждение «Дом-интернат для престарелых и инвалидов «Шубино»,,"Гомельская обл., г. Ветка, урочище «Шубино»",52.5667,31.1833,,,,,0
1766,учреждение «Дуяновский психоневрологический дом-интернат для престарелых и инвалидов»,,"Гомельская обл., Гомельский р-н, д. Дуяновка",52.2805,31.1851,,,,,0
1767,учреждение «Житковичский районный центр гигиены и эпидемиологии»,http://www.jitkovichi.rcge.by/,"Гомельская обл., г. Житковичи, ул. Первомайская, 9",52.2227,27.8632,,,,,0
1768,учреждение «Зональный государственный архив в г.Мозыре»,,"Гомельская обл., Мозырь, ул. Октябрьская, 2",52.0532,29.2452,,,,,0
1769,учреждение «Лечебно-трудовой профилакторий №1» г.Светлогорск,,"Гомельская обл., г. Светлогорск, пер. 2-й Хвойный, д.16",52.6119,29.757,,,,,0
1770,учреждение «Лоевский территориальный центр социального обслуживания населения»,,"Гомельская обл., г.п. Лоев, ул. Шевелева, д. 59",51.9493,30.7993,,,,,0
1771,учреждение «Мозырская районная ветеринарная станция»,,"Гомельская обл., Мозырьский р-н, д. Новики, ул. Садовая, 21",52.0196,29.3165,,,,,0
1772,учреждение «Мозырская специализированная детско-юношеская школа олимпийского резерва профсоюзов по гребле на байдарках и каноэ»,http://www.mozyr-greblia.guo.by/,"Гомельская обл., г.Мозырь, ул. Гоголя, 95",52.0272,29.3091,,,,,0
1773,учреждение «Мозырский городской родильный дом»,https://mozroddom.nethouse.ru/,"Гомельская обл., г.Мозырь, ул.Студенческая, 56",52.0494,29.2567,,,,,0
1774,учреждение «Наровлянский территориальный центр социального обслуживания населения»,,"Гомельская обл., г. Наровля, ул. Комсомольская, 19",51.801,29.4969,,,,,0
1775,учреждение «Октябрьский территориальный центр социального обслуживания населения»,,"Гомельская обл., г.п. Октябрьский, ул. Калинина, д. 26",52.6378,28.8906,,,,,0
1776,учреждение «Речицкий территориальный центр социального обслуживания населения»,,"Гомельская обл., г. Речица, ул. 10 лет Октября, 6",52.3658,30.4271,,,,,0
1777,учреждение «Рогачевская станция переливания крови»,http://rspk.by/,"Гомельская обл., г. Рогачёв, ул. Октябрьская, 31",53.0877,30.051,,,,,0
1778,учреждение «Специализированная детско-юношеская школа олимпийского резерва №1 Мозырского района»,https://sdushor1.schools.by/,"Гомельская обл., г. Мозырь, ул. Я.Купалы, 26А",52.1153,29.3476,,,,,0
1779,учреждение «Специализированная детско-юношеская школа олимпийского резерва Гомельского района»,http://sport-guta.by/,"Гомельская обл., Гомельский р-н, а.г. Новая гута, ул.Центральная, 77",52.1044,30.9836,,,,,0
1780,учреждение «Специализированная детско-юношеская школа олимпийского резерва первичной профсоюзной организации открытого акционерного общества «Гомельстекло»,,"Гомельская обл.,г. Гомель,ул. Незалежности, д.10",52.4313,30.9937,,,,,0
1781,учреждение «Территориальный центр социального обслуживания населения Добрушского района»,,"Гомельская обл., г.Добруш, ул. Фрунзе, 5",52.403,31.3303,,,,,0
1782,учреждение «Территориальный центр социального обслуживания населения Калинковичского района»,,"Гомельская обл., г. Калинковичи, ул. Куйбышева, 3",52.1206,29.3418,,,,,0
1783,учреждение «Территориальный центр социального обслуживания населения Мозырского района»,,"Гомельская обл., г.Мозырь, пл. Горького, 7",52.0367,29.2195,,,,,0
1784,учреждение «Уваровичский психоневрологический дом-интернат для престарелых и инвалидов»,,"Гомельская обл., Буда-Кошелевский р-н, г.п.Уваровичи, ул.Трудовая, 68",52.5952,30.7311,,,,,0
1785,учреждение «Хальчанский психоневрологический дом-интернат для престарелых и инвалидов»,,"Гомельская обл., Жлобинский р-н, п. Хальч, ул. Лесная, 1",52.8539,30.1973,,,,,0
1786,учреждение «Хойникский территориальный центр социального обслуживания населения»,,"Гомельская обл., г. Хойники, ул. Советская, 129",51.8836,29.9669,,,,,0
1787,учреждение «Центр олимпийского резерва г.Жлобина»,https://zor.by/,"Гомельская обл., г. Жлобин, ул. К.Маркса, 3/1",52.9089,30.0512,,,,,0
1788,филиал «Гомельская ТЭЦ-2» РУП электроэнергетики «Гомельэнерго»,,"г.Гомель, проезд Энергостроителей, 2",52.4064,30.9725,,,,,0
