ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Адамик Дмитрий Сергеевич,04-011-03-01,судья,освобожден,,,
Ботько Алла Григорьевна,04-011-03-01,судья,назначен,,бессрочно,
Ботько Алла Григорьевна,04-011-03-01,судья по административным делам,освобожден,,,
Гергель Татьяна Владимировна,04-002-03-02,судья,назначен,,бессрочно,
Глотько Рита Иосифовна,04-005-03-01,судья,назначен,,бессрочно,
Дивнель Леонард Леонардович,04-004-03-01,заместитель председателя,назначен,,бессрочно,
Кобринец Дмитрий Петрович,04-002-03-01,судья,назначен,,бессрочно,
Козел Александр Болеславович,04-000-03-01,судья,назначен,,бессрочно,
Козел Александр Болеславович,04-009-03-01,судья и председатель,освобожден,,,
Корзун Александр Анатольевич,04-000-03-01,заместитель председателя,назначен,,бессрочно,
Мохань Валентина Антоновна,04-002-03-02,судья,назначен,на время нахождения в социальном отпуске Шишко Наталии Чеславовны,на период,
Синило Виталий Викторович,04-011-03-01,судья и председатель,назначен,,бессрочно,
Синило Виталий Викторович,04-018-03-01,судья,освобожден,,,
Шуманская Ольга Юрьевна,04-002-03-01,судья,назначен,,бессрочно,
Шуманская Ольга Юрьевна,04-002-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Кулаковской Виктории Николаевны,,  
Данилова Анжелика Николаевна,05-017-03-01,судья,назначен,,бессрочно,
Каплий Дмитрий Дмитриевич,05-004-03-01,судья,назначен,,бессрочно,
Лойко Александр Владимирович,хозяйственный суд Минской области,судья,назначен,,бессрочно,
Пенкрат Оксана Анатольевна,05-004-03-01,судья,назначен,,бессрочно,
Понкратов Василий Васильевич,суд Борисовского района и г.Борисова,судья,назначен,,бессрочно,
Понкратов Василий Васильевич,05-011-03-01,судья и председатель,освобожден,,,
Сивакова Любовь Станиславовна,05-011-03-01,председатель,назначен,,бессрочно,
Синявский Дмитрий Владимирович,05-014-03-01,судья,назначен,,бессрочно,
Точкар Александр Федорович,суд Минского района и г.Заславля,судья,назначен,,бессрочно,
Точкар Александр Федорович,суд Минского района и г.Заславля,судья по административным делам,освобожден,,,
Трофимчук Алла Александровна,суд Солигорского района и г.Солигорска,заместитель председателя,назначен,,бессрочно,
Горовец Валентина Владимировна,хозяйственный суд Могилевской области,судья,назначен,,бессрочно,
Жуковец Денис Александрович,хозяйственный суд Могилевской области,судья,назначен,,бессрочно,
Ляшенко Станислав Владимирович,06-007-03-01,судья,назначен,,бессрочно,
Стальмахова Светлана Ивановна,06-000-03-01,заместитель председателя,назначен,,бессрочно,
Тупик Татьяна Викторовна,06-002-03-01,заместитель председателя,назначен,,бессрочно,
Авдейчик Александр Николаевич,07-005-03-01,судья и заместитель председателя,назначен,,бессрочно,
Ананич Елена Николаевна,07-006-03-01,судья,назначен,,бессрочно,
Антоненко Ольга Евгеньевна,05-002-03-01,судья,назначен,,бессрочно,
Антоненко Ольга Евгеньевна,07-004-03-01,судья,освобожден,,,
Грушецкий Юрий Казимирович,хозяйственный суд г. Минска,судья,назначен,на время нахождения в социальном отпуске Бродко Оксаны Викторовны,на период,
Кежун Алена Владимировна,07-007-03-01,судья,назначен,,бессрочно,
Кежун Алена Владимировна,суд Солигорского района и г.Солигорска,судья,освобожден,,,
Колбасов Роман Александрович,хозяйственный суд г. Минска,судья,назначен,,бессрочно,
Колос Денис Георгиевич,05-002-03-01,судья,назначен,,бессрочно,
Колос Денис Георгиевич,07-008-03-01,судья,освобожден,,,
Кочик Александр Васильевич,07-005-03-01,судья,назначен,,бессрочно,
Миколенко Татьяна Александровна,хозяйственный суд г. Минска,судья,назначен,,бессрочно,
Мищук Светлана Николаевна,хозяйственный суд г. Минска,судья,назначен,,бессрочно,
Некрасова Елена Тимофеевна,07-001-03-01,судья,назначен,,бессрочно,
Некрасова Елена Тимофеевна,07-001-03-01,судья по административным делам,освобожден,,,
Олешкевич Андрей Петрович,хозяйственный суд г. Минска,судья,назначен,,бессрочно,
Протащик Татьяна Михайловна,хозяйственный суд г. Минска,судья,назначен,,бессрочно,
Свистунова Валентина Николаевна,07-009-03-01,судья,назначен,,бессрочно,
Сиклицкий Сергей Романович,07-007-03-01,судья,назначен,,бессрочно,
Фомина Наталья Семеновна,07-008-03-01,судья,назначен,,бессрочно,
Якубовский Эдуард Эдуардович,07-007-03-01,судья,назначен,,бессрочно,
Зенченко Михаил Семенович,суд Мозырьского района и г.Мозыря,судья,освобожден,выход в отставку,,
Комарова Екатерина Николаевна,хозяйственный суд Брестской области,судья,освобожден,выход в отставку,,
Лизунов Павел Николаевич,Белорусский военный суд,судья и председатель,освобожден,выход в отставку,,
Овсейчик Мария Николаевна,04-015-03-01,судья,освобожден,выход в отставку,,
Прокопова Татьяна Сергеевна,06-014-03-01,судья и председатель,освобожден,выход в отставку,,
Сушко Анатолий Юлбянович,05-002-03-01,судья,освобожден,выход в отставку,,









































































