ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Добровольский Донат Александрович,05-002-03-02,судья,назначен,,лет,5
Койро Эрнест Андреевич,05-002-03-02,судья,назначен,,лет,5
Курадовец Сергей Аркадьевич,05-002-03-02,судья,назначен,,лет,5
Михайлова Татьяна Владимировна,05-002-03-02,судья,назначен,,лет,5
Мойсейчик Иван Григорьевич,05-002-03-02,судья,назначен,,лет,5
Мойсейчик Иван Григорьевич,07-009-03-01,судья,освобожден,,,
Мурашкин Игорь Игоревич,05-002-03-02,судья,назначен,,лет,5
Сосонко Артём Михайлович,05-002-03-02,судья,назначен,,лет,5
Гедранович Людмила Иосифовна,07-001-03-01,судья,назначен,,лет,5
Гедранович Людмила Иосифовна,07-001-03-01,судья,освобожден,занимала должность в связи с нахождением в социальном отпуске Татарицкой Юлии Александровны,,
Фролова Елена Геннадьевна,07-003-03-01,судья,назначен,,лет,5
Млечко Андрей Викторович,07-008-03-01,судья,назначен,,лет,5
Густырь Юлия Чеславовна,07-009-03-01,судья,назначен,,лет,5
Длужневский Александр Николаевич,07-009-03-01,судья,назначен,,лет,5
Роговцова Елена Александровна,06-000-03-02,судья,назначен,,лет,5
Пушкина Жанна Валерьевна,06-002-03-02,судья,назначен,,лет,5
Ясенко Наталья Михайловна,06-002-03-02,судья,назначен,,лет,5
Бачище Елена Валерьевна,05-000-03-01,судья,назначен,,бессрочно,
Бачище Елена Валерьевна,05-005-03-01,судья,освобожден,,,
Байдан Людмила Геннадьевна,05-000-03-02,судья,назначен,,лет,5
Байдан Людмила Геннадьевна,03-000-03-02,судья,освобожден,,,
Колбасов Роман Александрович,05-000-03-02,судья и заместитель председателя суда,назначен,,бессрочно,
Колбасов Роман Александрович,05-002-03-02,судья и заместитель председателя суда,освобожден,,,
Карпейчик Надежда Николаевна,05-001-03-01,судья,назначен,,лет,5
Киеня Ольга Владимировна,05-001-03-01,судья,назначен,,лет,5
Конончук Николай Константинович,05-001-03-01,судья и председатель суда,назначен,,бессрочно,
Конончук Николай Константинович,05-000-03-01,судья и председатель суда,освобожден,,,
Деревянко Татьяна Михайловна,05-005-03-01,судья,назначен,,лет,5
Гаранович Игорь Александрович,05-014-03-01,судья,назначен,,лет,5
Крупец Ольга Владимировна,05-016-03-01,судья,назначен,,лет,5
Судник Виктория Вячеславовна,05-022-03-01,судья,назначен,,лет,5
Гостеева Елена Михайловна,05-009-03-01,судья и председатель суда,назначен,,бессрочно,
Ермак Игорь Анатольевич,04-000-03-01,судья,назначен,,лет,5
Кобринец Дмитрий Петрович,04-002-03-01,судья,назначен,,бессрочно,
Шуманская Ольга Юрьевна,04-002-03-01,судья,назначен,,бессрочно,
Шанин Дмитрий Вячеславович,04-002-03-02,судья,назначен,,лет,5
Бакунов Николай Николаевич,03-000-03-01,судья,назначен,,лет,5
Бакунов Николай Николаевич,03-002-03-01,судья,освобожден,,,
Караженец Елена Федоровна,03-000-03-02,судья,назначен,,лет,5
Козырев Виталий Васильевич,03-002-03-03,судья,назначен,,лет,5
Козырев Виталий Васильевич,03-002-03-01,судья,освобожден,,,
Книжонок-Максимова Галина Сергеевна,03-014-03-01,судья,назначен,,лет,5
Файзуллина Юлианна Фаридовна,03-002-03-01,судья,назначен,,лет,5
Шершнёв Евгений Васильевич,03-002-03-01,судья,назначен,,лет,5
Акулова Татьяна Васильевна,03-015-03-01,судья,назначен,,лет,5
Скорин Константин Михайлович,03-004-03-01,судья,назначен,,лет,5
Скорин Константин Михайлович,03-018-03-01,судья,освобожден,,,
Рубашевская Людмила Николаевна,01-008-03-01,судья,назначен,,лет,5
Литвинчик Оксана Васильевна,01-003-03-01,судья,назначен,,лет,5
Алещенко Андрей Валерьевич,07-000-00-02,судья,назначен,,бессрочно,
Любецкая Светлана Анатольевна,07-000-00-02,судья,назначен,,бессрочно,
Рутковский Юрий Иванович,07-000-00-02,судья,назначен,,бессрочно,
Рутковский Юрий Иванович,06-000-03-01,судья,освобожден,,,
Сурма Наталья Михайловна,07-000-00-02,судья,назначен,,бессрочно,
Сурма Наталья Михайловна,01-000-03-01,судья,освобожден,,,
Афонский Сергей Николаевич,05-001-03-01,зам председателя суда и судья ,освобожден,по собственному желанию,,
Бирюк Зинаида Ивановна,02-000-03-01,зам председателя суда и судья,освобожден,выход в отставку,,
Борисенко Егор Александрович,05-020-03-01,Судья,освобожден,истечение срока полномочий,,
Веленто Валерий Иванович,04-010-03-01,Судья,освобожден,выход в отставку,,
Галынский Сергей Алексеевич,06-006-03-01,Судья,освобожден,истечение срока полномочий,,
Гаращенко Михаил Иванович,03-021-03-01,судья и председатель суда и судья,освобожден,выход в отставку,,
Дедковская Светлана Евгеньевна,02-000-03-01,Судья,освобожден,выход в отставку,,
Ермоленкова Леонид Федорович,07-006-03-01,Судья,освобожден,по собственному желанию,,
Жмейдо Виктор Семенович,06-012-03-01,Судья,освобожден,выход в отставку,,
Карамышев Александр Владимирович,05-002-03-02,Судья,освобожден,выход в отставку,,
Костюк Роман Львович,06-002-03-02,Судья,освобожден,по собственному желанию,,
урбацкий Дмитрий Сергеевич,02-002-03-03,Судья,освобожден,по собственному желанию,,
Любанец Тамара Леонидовна,05-009-03-01,судья и председатель суда и судья,освобожден,выход в отставку,,
Мицуля Владимир Васильевич,03-010-03-01,Судья,освобожден,выход в отставку,,
Рудик Виктор Владимирович,07-004-03-01,Судья,освобожден,по собственному желанию,,
Снарова Стефанида Романовна,02-000-03-01,Судья,освобожден,выход в отставку,,
Такварова Ирина Александровна,03-000-03-01,Судья,освобожден,выход в отставку,,
Тракелевич Анна Константиновна,04-002-03-02,Судья,освобожден,выход в отставку,,
Шубич Екатерина Аркадьевна,03-004-03-01,судья,освобожден,выход в отставку,,
