ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Ефремов Андрей Петрович,07-000-00-02,судья,назначен,,бессрочно,
Ефремов Андрей Петрович,05-002-03-01,судья и заместитель председателя,освобожден,,,
Драбудько Алина Игоревна,05-002-03-02,судья,назначен,,лет,5
Земцов Олег Александрович,05-002-03-01,судья,назначен,,бессрочно,
Земцов Олег Александрович,07-001-03-01,судья,освобожден,,,
Крук Елена Владимировна,05-002-03-01,судья,назначен,,лет,5
Смолина Светлана Викторовна,07-003-03-01,судья,назначен,на время нахождения в социальном отпуске Кравченко Ольги Васильевны,на период,
Тупик Татьяна Викторовна,05-002-03-01,заместитель председателя,назначен,,на период,
Черепанова Светлана Анасовна,07-001-03-01,судья,назначен,,лет,5
Черепанова Светлана Анасовна,07-001-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Мурашко Екатерины Николаевны,, 
Шутько Наталья Андреевна,07-004-03-01,судья,назначен,,лет,5
Семенов Виталий Сергеевич,07-004-03-01,судья,назначен,,лет,5
Ветлугина Екатерина Сергеевна,07-004-03-01,судья,назначен,,лет,5
Буйновская Анна Игоревна,07-008-03-01,судья,назначен,,лет,5
Гузовская Алеся Сергеевна,07-008-03-01,судья,назначен,,лет,5
Сидорок Инна Владимировна,07-006-03-01,судья,назначен,,лет,5
Басалыга Татьяна Александровна,07-005-03-01,судья,назначен,,лет,5
Басалыга Татьяна Александровна,07-005-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Волчковой Марианны Леонидовны,,
Волчкова Марианна Леонидовна,07-005-03-01,судья,назначен,,лет,5
Волк Александр Александрович,07-007-03-01,судья,назначен,,лет,5
Круголь Инна Андреевна,06-003-03-01,судья,назначен,,лет,5
Корзо Лариса Васильевна,06-011-03-01,судья,назначен,,лет,5
Выдрина Оксана Олеговна,05-000-03-01,судья,назначен,,лет,5
Выдрина Оксана Олеговна,05-005-03-01,судья,освобожден,,,
Дворецкая Виктория Викторовна,06-017-03-01,судья,назначен,на время нахождения в социальном отпуске Лопатиной Ольги Александровны,на период, 
Кропачев Алексей Александрович,05-005-03-01,судья,назначен,на время нахождения в социальном отпуске Кургановой Елены Игоревны,на период,
Янцевич Александр Брониславович,05-000-03-02,судья,назначен,,лет,5
Лавровская Ольга Иосифовна,05-001-03-01,судья,назначен,,лет,5
