id,parent_id,code,type,name,description,location,latitude,longitude
249,240,7/9,2,Полонечковский №9,сельский Дом культуры д.Полонечка,"д.Полонечка, ул.Центральная, 86",53.3507,26.2617
250,240,7/10,2,Жемчужненский №10,сельский Дом культуры аг.Жемчужный,"аг.Жемчужный, ул.Центральная, 3",53.1379,25.8787
251,240,7/11,2,Свиранский №11,сельский Дом культуры д.Свираны,"д.Свираны, ул.Шоссейная, 24",53.1893,25.7137
252,240,7/12,2,Севрюковский №12,"столовая филиала ""Тепливоды"" ОАО ""Птицефабрика ""Дружба""","д.Севрюки, ул.Молодежная, 1",53.1345,25.8088
253,240,7/13,2,Крошинский №13,сельский Дом культуры аг.Крошин,"аг.Крошин, ул.Советская, 3",53.199,26.1562
254,240,7/14,2,Лавриновичский №14,сельский Дом культуры д.Лавриновичи,"д.Лавриновичи, ул.Несвижская, 43",53.151658,26.132443
255,240,7/15,2,Петковичский №15,сельский Дом культуры д.Петковичи,"д.Петковичи, ул.Чернышева, 6",53.6974,27.2001
256,240,7/16,2,Столовичский №16,культурно-досуговый центр,"аг.Столовичи, ул.Барановичская, 5а,",53.2142,26.0383
257,240,7/17,2,Стайковский №17,"административное здание филиала ""Стайки"" ОАО ""Птицефабрика ""Дружба""","д.Стайки, ул.Мирная, 8",53.2546,26.1808
258,240,7/18,2,Леснянский №18,"ГУО ""Леснянская средняя школа""","аг.Лесная, ул.Юбилейная, 4",52.9869,25.7673
259,240,7/19,2,Мирновский №19,сельский Дом культуры аг.Мирный,"аг.Мирный, ул.Центральная, 6",53.039636,25.978334
260,240,7/20,2,Светловский №20,сельский клуб,"пос.Светлый, ул.Центральная, 16",52.0235,25.9135
261,240,7/21,2,Утесский №21,"административное здание ОАО ""Утес""","д.Утес, ул.Гагарина, 53",52.9677,25.9337
262,240,7/22,2,Миловидский №22,"административное здание сельисполкома, аг.Миловиды","аг.Миловиды, ул.Советская, 7",52.896,25.8498
263,240,7/23,2,Молчадский №23,"административное здание сельисполкома, д.Молчадь","д.Молчадь, ул.Кирова, 79",53.3129,25.699
264,240,7/24,2,Малосворотовский №24,"административное здание филиала им.Вильчковского ОАО ""Птицефабрика ""Дружба""","д.Малая Своротва, ул.Вильчковского, 2в",53.3593,25.6954
265,240,7/25,2,Новомышский №25,"административное здание сельисполкома, д.Новая Мышь","д.Новая Мышь, ул.Парковая, 6",53.1388,25.9076
266,240,7/26,2,Приозерновский №26,сельский Дом культуры д.Приозерная,"д.Приозерная, ул.Заречная, 15/1",53.1213,25.9098
267,240,7/27,2,Мирской №27,сельский Дом культуры аг.Мир,"аг.Мир, ул.Центральная, 3",53.169593,25.937406
268,240,7/28,2,Тешевлянский №28,здание сельской библиотеки,"д.Тешевле, ул.Чекменёва, 138 в",53.2264,25.8176
269,240,7/29,2,Заболотский №29,сельский Дом культуры д.Заболотье,"д.Заболотье, ул.Еремина, 6а",53.1821,25.8356
270,240,7/30,2,Подгорновский №30,административное здание сельисполкома,"аг.Подгорная, ул.Центральная, 128б",52.988,25.5686
271,240,7/31,2,Полонковский №31,административное здание сельисполкома,"д.Полонка, ул.Щербакова, 31",53.1421,25.731
272,240,7/32,2,Перховичский №32,Центр культуры и народного творчества,"аг.Перховичи, ул.Центральная, 9",53.245,25.6528
273,240,7/33,2,Лотвичский №33,библиотека-клуб,"д.Лотвичи, ул.Мирошникова, 4а",53.1913,25.6663
274,240,7/34,2,Почаповский №34,сельский Дом культуры аг.Почапово,"аг.Почапово, ул.Центральная, 24",52.1499,26.2011
275,240,7/35,2,Ляховичский – Ленинский участок для голосования №35.,"Государственное учебно-спортивное учреждение ""Специализированная детско-юношеская школа олимпийского резерва Ляховичского района""","г.Ляховичи, ул.Ленина, 51",53.0341,26.27
276,240,7/36,2,Ляховичский – Гагаринский участок для голосования №36,Центральная районная библиотека им.Я.Купалы,"г.Ляховичи, ул.Гагарина,11",53.0384,26.2698
277,240,7/37,2,Ляховичский – Комсомольский участок для голосования №37,"ГУО ""Ляховичская детская школа искусств""","г.Ляховичи, ул.Комсомольская, 8",53.0408,26.2637
278,240,7/38,2,Ляховичский – Чкаловский участок для голосования №38.,"Главный учебный корпус обособленного структурного подразделения ""Ляховичский государственный аграрный колледж"" учреждения образования ""Барановичский государственный университет""","г.Ляховичи, ул.Ленина, 64",53.0335,26.2665
279,240,7/39,2,Ляховичский – Октябрьский участок для голосования №39,"Административное здание ГЛХУ ""Ляховичский лесхоз""","г.Ляховичи, ул.Орловского, 65",53.0308,26.2391
280,240,7/40,2,Ляховичский – Интернациональный участок для голосования №40.,"ГУО ""Гимназия г.Ляховичи""","г.Ляховичи, ул.Интернациональная, 3",53.0438,26.2534
281,240,7/41,2,Ляховичский – Больничный участок для голосования №41.,"Учреждение здравоохранения ""Ляховичская центральная районная больница""","г.Ляховичи, пер.Пушкина, 7",53.0487,26.2669
282,240,7/42,2,Гончаровский участок для голосования №42.,Административное здание Гончаровского сельисполкома Ляховичский р-н,"д.Гончары, ул.Школьная, 6",52.9627,26.3083
283,240,7/43,2,Куршиновичский участок для голосования №43.,Бывшее административное здание Куршиновичского сельисполкома Ляховичский р-н,"д.Куршиновичи, ул.Молодёжная, 21",52.8845,26.3239
284,240,7/44,2,Тальминовичский участок для голосования №44.,Тальминовичский сельский Дом культуры,"Ляховичский р-н, аг.Тальминовичи, ул.Школьная, 2",52.9478,26.3625
285,240,7/45,2,Жеребковичский участок для голосования №45.,Административное здание Жеребковичского сельисполкома,"Ляховичский р-н, аг.Жеребковичи, ул.Минская, 3",53.0404,26.2677
286,240,7/46,2,Подлесский участок для голосования №46.,Подлесский сельский Дом культуры,"Ляховичский р-н, аг.Подлесье, ул.Советская, 1",53.081,26.3547
287,240,7/47,2,Зубелевичский участок для голосования №47.,Бывшее административное здание Зубелевичский сельской библиотеки,"Ляховичский р-н, д.Зубелевичи, ул.Молодёжная, 1",53.0509,26.338
288,240,7/48,2,Даревский участок для голосования №48.,Даревский сельский Дом культуры,"Ляховичский р-н, д.Литва, ул.Ленина, 5",53.110369,26.158745
289,240,7/49,2,Коньковский участок для голосования №49.,Коньковский сельский Дом культуры,"Ляховичский р-н, аг.Коньки, ул.Школьная, 5",53.0597,26.1928
290,240,7/50,2,Головнинский участок для голосования №50.,"Административное помещение ЗАО ""Белпромприбор""","д.Головнинцы,ул.Интернациональная, 19",52.905,26.1097
291,240,7/51,2,Кривошинский участок для голосования №51.,Кривошинский сельский Дом культуры,"Ляховичский р-н, д.Кривошин, ул.Советская, 34",52.8734,26.1309
292,240,7/52,2,Липский участок для голосования №52.,Липский сельский Дом культуры,"Ляховичский р-н, аг.Липск, ул.Советская, 33",52.8329,26.0963
293,240,7/53,2,Святицкий участок для голосования №53.,Святицкий сельский Дом культуры,"Ляховичский р-н, д.Святица, ул.Молодёжная, 13",52.7574,26.0394
294,240,7/54,2,Начевский участок для голосования №54.,Административное здание Начевского сельисполкома,"Ляховичский р-н, аг.Нача, ул.60 лет Советской власти, 1",53.0344,26.424
295,240,7/55,2,Русиновичский участок для голосования №55.,Русиновичский сельский Дом культуры,"Ляховичский р-н, аг.Русиновичи, ул.Центральная, 25",52.982,26.313
296,240,7/56,2,Новосёлковский участок для голосования №56.,Новосёлковский физкультурно-оздоровительный комплекс,"Ляховичский р-н, аг.Новосёлки, ул.Спортивная, 2",53.1187,26.2788
297,240,7/57,2,Урожайнинский участок для голосования №57.,Урожайнинский сельский Дом культуры,"Ляховичский р-н, д.Урожайная, ул.Ленинская, 9",53.095,26.2289
298,240,7/58,2,Большелотовский участок для голосования №58.,"ГУО ""Гимназия г.Ляховичи""","г.Ляховичи, ул.Интернациональная, 3",53.0438,26.2534
299,240,7/59,2,Задворский участок для голосования №59.,"Административное здание ОАО ""Ляховичский льнозавод""","Ляховичский р-н, д.Задворье",53.01,26.2065
300,240,7/60,2,Ольховский участок для голосования №60.,Административное здание Ольховского сельисполкома,"Ляховичский р-н, д.Ольховцы, ул.Центральная, 11",52.984,26.1563
301,240,7/61,2,Малогородищенский участок для голосования №61.,Малогородищенский сельский клуб,"Ляховичский р-н, аг.Малое Городище, ул.Советская, 13",52.9562,26.0665
302,240,7/62,2,Островский участок для голосования №62.,Островский сельский Дом культуры,"Ляховичский р-н, аг.Остров, ул.Комсомольская, 18",52.8874,25.9767
303,240,7/63,2,Туховичский участок для голосования №63.,"ГУО ""Туховичская средняя школа"" Ляховичского района","Ляховичский р-н, д.Туховичи, ул.Заводская, 4",52.8084,25.9662
304,240,7/64,2,Участок для голосования №64,"УО ""Ганцевичский государственный профессиональный лицей сельскохозяйственного производства""","г.Ганцевичи, ул.Октябрьская, 50",52.7545,26.4208
305,240,7/65,2,Участок для голосования №65,"ГУО ""Средняя школа №1""","г.Ганцевичи, ул.Парковая, 10",52.7567,26.4301
306,240,7/66,2,Участок для голосования №66,"ГУО ""Гимназия г.Ганцевичи""","г.Ганцевичи, ул.Парковая, 10",52.7567,26.4301
307,240,7/67,2,Участок для голосования №67,"ГУК ""Ганцевичская районная централизованная клубная система"" городской Дом культуры","г.Ганцевичи, ул.Октябрьская, 4",52.7632,26.4266
308,240,7/68,2,Участок для голосования №68,"ГУО ""Средняя школа №2 г.Ганцевичи""","г.Ганцевичи, ул.Калиновского, 36",52.7584,26.4401
309,240,7/69,2,Участок для голосования №69,"ГУК ""Ганцевичская районная централизованная клубная система"" Денисковичский сельский клуб","д.Денисковичи, ул.Ленина, 74 а",52.7232,26.6788
310,240,7/70,2,Участок для голосования №70,"ГУО ""Ганцевичская средняя школа им.Героя Советского Союза А.П.Бринского"" Ганцевичского района","д.Ганцевичи, ул.Гастелло, 25",52.7493,26.4464
311,240,7/71,2,Участок для голосования №71,административное здание Любашевского сельского исполнительного комитета,"Ганцевичский р-н, д.Любашево, ул.Пролетарская, 4",52.7797,26.424
312,240,7/72,2,Участок для голосования №72,"Локтышевский фельдшерско-акушерский пункт Начской амбулатории общей практики УЗ ""Ганцевичская центральная районная больница""","д.Локтыши, ул.Мира, 20",52.8316,26.7237
313,240,7/73,2,Участок для голосования №73,административное здание Начского сельского исполнительного комитета,"д.Начь, ул.Октябрьская, 15",52.8426,26.6692
314,240,7/74,2,Участок для голосования №74,"административное здание филиала ГУО ""Ганцевичский р-нный центр детско-юношеского туризма и краеведения"" туриститческая база ""Островок""","аг.Остров, ул.Школьная, 2",52.8525,26.6082
315,240,7/75,2,Участок для голосования №75,административное здание Огаревичского сельского исполнительного комитета,"аг.Огаревичи, ул.Брестская, 2",52.7688,26.5241
316,240,7/76,2,Участок для голосования №76,"ГУО ""Куковская средняя школа"" Ганцевичского района","аг.Куково, ул.Коммунистическая, 7",52.8147,26.5512
317,240,7/77,2,Участок для голосования №77,"ГУК ""Ганцевичская районная централизованная клубная система"" Большекруговичский сельский клуб","д.Большие Круговичи, ул.Школьная, 19",52.775,26.6232
318,240,7/78,2,Участок для голосования №78,"ГУК ""Ганцевичская районная централизованная клубная система"" Малокруговичский Дом социально-культурных услуг","д.Малые Круговичи, ул.Победы, 29 а",52.7927,26.5996
319,240,7/79,2,Участок для голосования №79,"ГУО ""Будчанский ясли-сад – средняя школа"" Ганцевичского района","д.Будча, пер.Центральный, 1",52.7597,26.842
320,240,7/80,2,Участок для голосования №80,"ГУО ""Чудинская средняя школа"" Ганцевичского района","аг.Чудин, ул.Советская, 149 б",52.7255,26.9723
321,240,7/81,2,Участок для голосования №81,"ГУК ""Ганцевичская районная централизованная клубная система"" Хотыничский сельский Дом культуры","аг.Хотыничи, ул.Пинская, 9",52.6252,26.3083
322,240,7/82,2,Участок для голосования №82,"ГУО ""Хотыничская средняя школа"" Ганцевичского района","аг.Хотыничи, пер.Школьный, 2",52.6308,26.3038
323,240,7/83,2,Участок для голосования №83,"ГУК ""Ганцевичская районная централизованная клубная система"" Раздяловичский сельский Дом культуры","аг.Раздяловичи, ул.Советская, 3",52.6316,26.1405
324,10000,8,1,ОИК 8,административное здание Жабинковского РИК кабинет 31,"г.Жабинка, ул.Кирова, 65",52.1883387,24.0332379
325,324,8/1,2,Участковая избирательная комиссия Комаровского участка для голосования №1,"административное здание передвижной механизированной колонны №19 (г.Жабинка) государственного унитарного производственного предприятия ""Брестводстрой""","г.Жабинка, ул.Мира, 14",52.1992,24.0291
326,324,8/2,2,Участковая избирательная комиссия Заречного участка для голосования №2,"ГУО ""Ясли-сад №3 города Жабинка""","г.Жабинка, ул.Молодежная, 5",52.1915,24.0336
327,324,8/3,2,Участковая избирательная комиссия Кировского участка для голосования №3,"здание ГУО ""Средняя школа №1 г.Жабинки""","г.Жабинка, ул.Кирова, 99",52.1918,24.0268
328,324,8/4,2,Участковая избирательная комиссия Пушкинского участка для голосования №4,"городской Дома культуры государственного учреждения культуры ""Жабинковская районная централизованная клубная система""","г.Жабинка, ул.Кирова, 91",52.1943,24.0211
329,324,8/5,2,Участковая избирательная комиссия Свободского участка для голосования №5,"ГУО ""Средняя школа №3 г.Жабинки""","г.Жабинка, ул.Свободы",52.197,24.0173
330,324,8/6,2,Участковая избирательная комиссия Калининского участка для голосования №6,"ГУО ""Средняя школа №2 г.Жабинки""","г.Жабинка, ул.Калинина, 11",52.1915,23.9863
331,324,8/7,2,Участковая избирательная комиссия Заводского участка для голосования №7,"здание клуба ОАО ""Жабинковский сахарный завод""","г.Жабинка, ул.Калинина, 1",52.1905,23.9851
332,324,8/8,2,Участковая избирательная комиссия Жабинковского-сельского участка для голосования №8,"кинотеатр ""Юбилейный""","г.Жабинка, ул.Кирова, 49",52.1967,24.0126
333,324,8/9,2,Участковая избирательная комиссия Прибужского участка для голосования №9,"административном здании дочернего унитарного предприятия ""Санаторий Буг""","Жабинковский р-н, Санаторий Буг",52.1876,24.1317
334,324,8/10,2,Участковая избирательная комиссия Ленинского участка для голосования №10,Ленинский сельский исполнительный комитет,"аг.Ленинский, ул.Ленина, 8",53.9007,27.5583
335,324,8/11,2,Участковая избирательная комиссия Озятского участка для голосования №11,"Озятский сельский Дом культуры государственного учреждения культуры ""Жабинковская районная централизованная клубная система""","аг.Озяты, ул.Комсомольская, 1",52.1004,24.1413
336,324,8/12,2,Участковая избирательная комиссия по Ракитницкого участка для голосования №12,"Ракитницкий сельский Дом культуры государственного учреждения культуры ""Жабинковская районная централизованная клубная система""","аг.Ракитница, ул.24 съезда КПСС, 5",52.1355,23.9877
337,324,8/13,2,Участковая избирательная комиссия Хмелевского участка для голосования №13,"Хмелевский сельский Дом культуры государственного учреждения культуры ""Жабинковская районная централизованная клубная система""","аг.Хмелево, ул.Центральная, 64",52.2527,23.9076
338,324,8/14,2,Участковая избирательная комиссия Степанковского участка для голосования №14,Степанковский сельский исполнительный комитет,"аг.Степанки, ул.Центральная, 10",52.271,23.9896
339,324,8/15,2,Участковая избирательная комиссия Кривлянского участка для голосования №15,"Кривлянский сельский Дом культуры государственного учреждения культуры ""Жабинковская районная централизованная клубная система""","аг.Кривляны, ул.Ленина, 3",52.2876,24.0666
340,324,8/16,2,Участковая избирательная комиссия Матеевичского участка для голосования №16,"ГУО ""Матиевичская базовая школа""","аг.Матеевичи, ул.Центральная, 1",52.2376,24.07
341,324,8/17,2,Участковая избирательная комиссия Яковчицкого участка для голосования №17,"административное здание отделения №2 ОАО ""Жабинковский""","аг.Большие Яковчицы, ул.Центральная, 69",52.2369,24.1302
342,324,8/18,2,Участковая избирательная комиссия Вежковского участка для голосования №18,"административное здание ОАО ""Вознесенский""","д.Вежки, ул.Центральная, 25",52.2828,24.1161
343,324,8/19,2,Участок для голосования №19,Каменецкий р-нный Дома культуры,"г.Каменец, ул.Брестская, 21",52.4007,23.8245
344,324,8/20,2,Участок для голосования №20,"ГУО ""Средняя школа №2 г.Каменца""","г.Каменец, ул.Брестская, 60/1",52.3947,23.8232
345,324,8/21,2,Участок для голосования №21,"ГУО ""Средняя школа №2 г.Каменца"" (здание начальных классов)","г.Каменец, ул.Брестская, 85/1",52.3931,23.8236
346,324,8/22,2,Участок для голосования №22,"отдел строительно-монтажных работ и энергетики ОАО ""Каменецкий райагросервис""","г.Каменец, ул.8 Марта, 19",52.3941,23.8332
347,324,8/23,2,Участок для голосования №23,"ГУО ""Средняя школа №1 г.Каменца""","г.Каменец, ул.Ленина, 1",52.4045,23.8185
348,324,8/24,2,Участок для голосования №24,Речицкий сельский исполнительный комитет,"д.Речица, ул.Юбилейная, 3",52.392877,24.011289
349,324,8/25,2,Участок для голосования №25,Пелищенскмй сельский Центр культуры и досуга,"аг.Пелище, ул.Первомайская, 5",52.317,23.9197
350,324,8/26,2,Участок для голосования №26,Видомлянский сельский Дом культуры,"аг.Видомля, ул.Школьная, 2",52.3263,23.7815
351,324,8/27,2,Участок для голосования №27,"ГУО ""Турнянская средняя школа""","аг.Турна Большая, ул.Брестская, 2",52.2713,23.7685
352,324,8/28,2,Участок для голосования №28,Ратайчицкий сельский клуб,"д.Ратайчицы, ул.С.Вирко, 61",52.3453,23.6141
353,324,8/29,2,Участок для голосования №29,Войсковскій сельскій Дома культуры,"аг.Войская, ул.Советская, 33/1",52.4084,23.6327
354,324,8/30,2,Участок для голосования №30,"ГУО ""Свищевская средняя школа""","д.Бучемль 3 ул.Школьная, 1",52.3647,23.648
355,324,8/31,2,Участок для голосования №31,"ГУО ""Дмитровичская средняя школа""","аг.Дмитровичи, ул.Школьная, 2",52.4917,23.7787
356,324,8/32,2,Участок для голосования №32,"ГУО ""Ходосовская базовая школа""","аг.Ходосы, ул.Советская, 20",52.4671,23.7318
357,324,8/33,2,Участок для голосования №33,Каменюкский сельский Центра ремесел и культуры,"аг.Каменюки, ул.Пущанская, 8",52.5582,23.7964
358,324,8/34,2,Участок для голосования №34,"ГУО ""Новицковичская средняя школа""","аг.Новицковичи, ул.Школьная, 15",52.4409,23.8442
359,324,8/35,2,Участок для голосования №35,Волчинский сельскій исполнительный комитет,"д.Волчин, ул.Ленина, 34",52.2823,23.3122
360,324,8/36,2,Участок для голосования №36,Новоселковскій сельский Дом культуры,"аг.Новоселки, ул.Ленина, 1а",52.2609,23.235
361,324,8/37,2,Участок для голосования №37,Ставский сельскій клуб,"аг.Ставы, ул.Кукелко, 4",52.2311,23.3429
362,324,8/38,2,Участок для голосования №38,Огородникский сельский Дом культуры,"аг.Огородники, ул.Октябрьская, 3",52.3454,23.3424
363,324,8/39,2,Участок для голосования №39,"кафе ""Встреча""","аг.Макарово, ул.Пограничная, 120",52.3616,23.3248
364,324,8/40,2,Участок для голосования №40,Ряснянскій сельский Дом культуры,"аг.Рясна, ул.Юбилейная, 1б",52.3917,23.4113
365,324,8/41,2,Участок для голосования №41,"ГУО ""Высоко - Литовский ясли - сад""","д.Оберовщина, ул.Первомайская, 16/1",52.4003,23.3818
366,324,8/42,2,Участок для голосования №42,"ГУО ""Пограничная средняя школа""","Каменецкий р-н, аг.Пограничная, ул.Советских пограничников, 50",52.4567,23.3657
367,324,8/43,2,Участок для голосования №43,"ГУО ""Беловежская средняя школа""","аг.Беловежский, ул.Школьная, 2",52.4054,23.462
368,324,8/44,2,Участок для голосования №44,Беловежский Дом культуры,"аг.Беловежский, ул.Ленина, 2",52.4028,23.4645
369,324,8/45,2,Участок для голосования №45,Верховичский сельский исполнительный комитет,"д.Верховичи, ул.Советская, 8",52.4709,23.5111
370,324,8/46,2,Участок для голосования №46,Долбизнянский сельский Дом культуры,"аг.Долбизно, ул.Дзержинского, 16",52.4891,23.4508
371,324,8/47,2,Участок для голосования №47,Каленковичский сельский Дом культуры,"аг.Каленковичи, ул.Молодежная, 6",52.4989,23.5683
372,324,8/48,2,Участок для голосования №48,Омеленецкий сельский Дом культуры,"д.Омеленец, ул.Центральная, 41 б",52.5369,23.5504
373,324,8/49,2,Участок для голосования №49,Высоковский городской Дом культуры,"г.Высокое, ул.Комсомольская, 3",52.3662,23.3796
374,324,8/50,2,Участок для голосования №50,"ГУО ""Высоковская средняя школа""","г.Высокое, ул.Ленина, 83",52.3725,23.3662
375,324,8/51,2,Участок для голосования №51,здание общежития,"г.Высокое, ул.Строителей, 12",52.3782,23.3622
376,324,8/52,2,Участок для голосования №52,"учреждение здравоохранения ""Каменецкая центральная районная больница""","г.Каменец, ул.Чкалова, 33",52.4039,23.8269
377,324,8/53,2,Участок для голосования №53,"Высоковская городская больница учреждения здравоохранения ""Каменецкая центральная районная больница""","г.Высокое, ул.Советская, 80/1",52.3664,23.3874
378,324,8/54,2,Участок для голосования №54,"филиал №3 ""Туберкулезная больница ""Верховичи"" учреждения здравоохранения ""Брестский областной противотуберкулезный диспансер""","д.Верховичи, ул.Советская, 35",52.4709,23.5111
379,324,8/55,2,Малоритский-Красноармейский участок для голосования №55,"здание ГУО (далее – ГУО) ""Малоритская районная гимназия""","г.Малорита, ул.Парковая,10",51.7883,24.0839
380,324,8/56,2,Малоритский-Пионерский участок для голосования №56,"здание учреждения образования ""Малоритский государственный профессиональный лицей сельскохозяйственного производства""","г.Малорита, ул.Пионерская, 3",51.7909,24.0782
381,324,8/57,2,Малоритский-Советский участок для голосования №57,"здание ОАО ""Малоритская райагропромтехника""","г.Малорита, ул.Советская, 79",51.7867,24.0716
382,324,8/58,2,Малоритский-Школьный участок для голосования №58,"здание ГУО ""Малоритская средняя школа №1""","г.Малорита, ул.Советская, 50",51.7883,24.0759
383,324,8/59,2,Малоритский-Новый участок для голосования №59,"здание ПМК-8 (г.Малорита) государственного унитарного производственного предприятия ""Брестводстрой""","г.Малорита, ул.Советская, 114",51.7849,24.0599
384,324,8/60,2,Замшанский участок для голосования №60,"здание ГУО ""Замшанский учебно-педагогический комплекс детский сад – базовая школа"" Малоритского района","д.Замшаны, ул.Советская, 25",51.8324,24.0856
385,324,8/61,2,Великоритский участок для голосования №61,"здание ГУО ""Великоритская средняя школа им.П.В.Саевича"" Малоритского района","аг.Великорита, ул.Парковая,12",51.9435,24.0412
386,324,8/62,2,Пожежинский участок для голосования №62,"здание ГУО ""Пожежинская базовая школа"" Малоритского района","д.Пожежин, ул.Завьялова,108",51.9433,23.9718
387,324,8/63,2,Гвозницкий участок для голосования №63,здание сельского Дома культуры,"аг.Гвозница, ул.Ленина, 5",51.81737,23.907827
388,324,8/64,2,Збуражский участок для голосования №64,"здание ГУО ""Збуражский учебно-педагогический комплекс детский сад - средняя школа"" Малоритского района","д.Збураж, ул.Первомайская, 38",51.7644,23.9521
389,324,8/65,2,Луковский участок для голосования №65,здание сельского Дома культуры,"аг.Луково ул.Суворова,54",51.8893,24.2384
390,324,8/66,2,Мокранский участок для голосования №66,"здание ГУО ""Мокранская средняя школа"" Малоритского района","аг.Мокраны, ул.Школьная, 3",51.8338,24.2577
391,324,8/67,2,Ляховецкий участок для голосования №67,здание сельского Дома культуры,"аг.Ляховцы, ул.Малоритская, 1",51.8005,24.2014
392,324,8/68,2,Ланской участок для голосования №68,здание сельского Дома культуры,"д.Ланская, ул.Ленина, 17/1",51.6935,23.942
393,324,8/69,2,Олтушский участок для голосования №69,"здание ГУО ""Олтушская средняя школа"" Малоритского района","аг.Олтуш, ул.Советская, 115",51.6902,23.9694
394,324,8/70,2,Радежский участок для голосования №70,"здание ГУО ""Радежская средняя школа"" Малоритского района","д.Радеж, ул.Красноармейская, 6",51.6978,23.821
395,324,8/71,2,Ореховский участок для голосования №71,здание сельского Дома культуры,"аг.Орехово, ул.Советская, 22",51.6363,23.9509
396,324,8/72,2,Мельникский участок для голосования №72,"здание ГУО ""Мельникская базовая школа"" Малоритского района","д.Мельники, ул.Школьная, 7",51.7383,24.1308
397,324,8/73,2,Хотиславский участок для голосования №73,здание сельского Дома культуры,"аг.Хотислав, ул.Ленина, 18",51.7104,24.0996
398,324,8/74,2,Доропеевичский участок для голосования №74,"здание ГУО ""Доропеевичский учебно-педагогический комплекс детский сад -средняя школа"" Малоритского района","д.Доропеевичи, ул.Юбилейная,5",51.9643,24.3152
399,324,8/75,2,Чернянский участок для голосования №75,"здание ГУО ""Чернянская средняя школа"" Малоритского района","аг.Черняны, ул.Школьная, 2",51.987,24.2065
400,10000,9,1,ОИК 9,административное здание Пружанского РИК кабинет 418,"г.Пружаны, ул.Григория Ширмы, 17",52.5557778,24.4553068
401,400,9/1,2,Участок для голосования №1,"ГУДО ""Центр творчества детей и молодежи г.Пружаны""","г.Пружаны, ул.Комсомольская, 1",52.5585,24.4554
402,400,9/2,2,Участок для голосования №2,"ГУО ""Средняя школа №1 г.Пружаны им.Краснознаменного Белорусского военного округа""","г.Пружаны, ул.Ленина, 58",52.5558,24.4551
403,400,9/3,2,Участок для голосования №3,"ГУПП ""Пружанское ПМС""","г.Пружаны, ул.Костякова, 72",52.5597,24.4301
404,400,9/4,2,Участок для голосования №4,Пружанское районное потребительское общество,"г.Пружаны, ул.Кобринская, 6",52.5558,24.4553
405,400,9/5,2,Участок для голосования №5,"ГУО ""Гимназия г.Пружаны""","г.Пружаны, ул.г.Ширмы, 11",52.5555,24.4627
406,400,9/6,2,Участок для голосования №6,"ГУО ""Средняя школа №4 г.Пружаны"" г.Пружаны","г.Пружаны, ул.Г.Ширмы, 48",52.5555,24.4627
407,400,9/7,2,Участок для голосования №7,"ГУО ""Средняя школа №3 г.Пружаны""","г.Пружаны, ул.Октябрьская, 58",52.5613,24.4679
408,400,9/8,2,Участок для голосования №8,управление по труду занятости и социальной защите Пружанского районного исполнительного комитета,"г.Пружаны, ул.Красноармейская, 78",52.5613,24.4789
409,400,9/9,2,Участок для голосования №9,"УО ""Пружанский государственный аграрно-технический колледж""","г.Пружаны, ул.Маяковского, 9",52.5558,24.4553
410,400,9/10,2,Участок для голосования №10,"УЗ ""Пружанская ЦРБ""","г.Пружаны, ул.Мицкевича, 27",52.5656,24.471
411,400,9/11,2,Участок для голосования №11,"ГУ ""Пружанский р-нный центр гигиены и эпидемиологии""","г.Пружаны, ул.Строительная, 2",52.5709,24.469
412,400,9/12,2,Участок для голосования №12,"здание №2 ГУК ""Пружанский городской Дворец культуры""","г.Пружаны, ул.Интернациональная, 26",52.5558,24.4553
413,400,9/13,2,Участок для голосования №13,"ГУО ""Средняя школа №5 г.Пружаны""","г.Пружаны, ул.Свободы, 91",52.5582,24.4602
414,400,9/14,2,Участок для голосования №14,сельский Дом культуры аг.Белоусовщина,"аг.Белоусовщина, ул.Советская, 7",52.5974,24.4879
415,400,9/15,2,Участок для голосования №15,сельский Дом культуры п.Солнечный,"пос.Солнечный, 9 А/1",52.5678,24.4192
416,400,9/16,2,Участок для голосования №16,сельский клуб-библиотека,"д.Слонимцы, ул.Центральная, 7",52.5351,24.4899
417,400,9/17,2,Участок для голосования №17,сельский Дом культуры д.Слобудка,"д.Слобудка, ул.Армейская, 4",52.5197,24.5178
418,400,9/18,2,Участок для голосования №18,центр культуры и досуга,"г.п.Шерешево, пл.Фимина, 3",52.5553,24.2145
419,400,9/19,2,Участок для голосования №19,"ГУО ""Шерешевская средняя школа""","г.п.Шерешево, ул.Кирова, 8",52.565,24.2066
420,400,9/20,2,Участок для голосования №20,"ГУО ""Городечненский детский сад Пружанского района""","д.Городечно, ул.Советская, 21",52.4237,24.31
421,400,9/21,2,Участок для голосования №21,сельский клуб-библиотека,"д.Криница, ул.Советская.1",54.0372,27.2899
422,400,9/22,2,Участок для голосования №22,сельский Дом культуры аг.Ровбицк,"аг.Ровбицк, ул.Красноармейская, 43",52.6674,24.0779
423,400,9/23,2,Участок для голосования №23,сельский Дом культуры аг.Староволя,"аг.Староволя, ул.Вознищука, 10",52.5678,24.3312
424,400,9/24,2,Участок для голосования №24,сельский Совет,"аг.Шени, ул.Центральная, 45",53.8743,27.6545
425,400,9/25,2,Участок для голосования №25,сельский Совет,"аг.Щерчово, ул.Чередниченко, 8",52.4264,24.1503
