id,parent_id,code,type,name,description,location,latitude,longitude
10000,NULL,,0,Центральная комиссия,"Дом Правительства, правое крыло","г. Минск, ул. Советская, 11",53.89618,27.546257
1,10000,1,1,ОИК 1,здание администрации Ленинского района г.Бреста кабинет 208,"г.Брест, ул.Ленина,13",52.0932375,23.6847892
2,1,1/1,2,Участок для голосования №1,"УО ""Брестский государственный музыкальный колледж им.г.Ширмы""","г.Брест, ул.Гоголя, 7",52.0895,23.6806
3,1,1/2,2,Участок для голосования №2,"УО ""Брестский государственный торгово-технологический колледж""","г.Брест, ул.Героев обороны Брестской крепости, 78",52.0913,23.6527
4,1,1/3,2,Участок для голосования №3,"УО ""Брестский государственный профессиональный лицей строителей""","г.Брест, ул.Пригородная, 27",52.0989,23.6524
5,1,1/4,2,Участок для голосования №4,"УО ""Брестское государственное областное училище олимпийского резерва""","г.Брест, ул.Пригородная, 27",52.0989,23.6524
6,1,1/5,2,Участок для голосования №5,"общежитие ОАО ""Брестский мясокомбинат""","г.Брест, ул.Смирнова, 21",52.0995,23.6497
7,1,1/6,2,Участок для голосования №6,"ГУО ""Средняя школа №5 г.Бреста""","г.Брест, ул.Смирнова, 63",52.1047,23.647
8,1,1/7,2,Участок для голосования №7,"ГУО ""Средняя школа №27 г.Бреста""","г.Брест, ул.Адамковская, 58/1",52.1049,23.651
9,1,1/8,2,Участок для голосования №8,"УП ""Брествторчермет""","г.Брест, ул.Бауманская, 40",52.1145,23.6463
10,1,1/9,2,Участок для голосования №9,"ОАО ""Брестхлебопродукт""","г.Брест, ул.Поплавского, 54",52.097516,23.663421
11,1,1/10,2,Участок для голосования №10,"КУП ""Брестский городской ремонтно-строительный трест""","г.Брест, ул.л-та Рябцева, 110",52.1393,23.6748
12,1,1/11,2,Участок для голосования №11,"ГУО ""Гимназия №5""","г.Брест, ул.Дубровская, 14",52.128,23.6527
13,1,1/12,2,Участок для голосования №12,"ГУО ""Средняя школа №33 г.Бреста""","г.Брест, ул.Белорусская, 64",52.1197,23.6567
14,1,1/13,2,Участок для голосования №13,"ГУО ""Ясли-сад №36 г.Бреста""","г.Брест, ул.Дубровская,15",52.1275,23.6564
15,1,1/14,2,Участок для голосования №14,"ГУО ""Средняя школа №8 г.Бреста им.Героя Беларуси В.Н.Карвата""","г.Брест, ул.Железнодорожная, 16",52.100836,23.670469
16,1,1/15,2,Участок для голосования №15,"ГУО ""Средняя школа №13 г.Бреста им.В.И.Хована""","г.Брест, пр.Машерова,33",52.086178,23.699847
17,1,1/16,2,Участок для голосования №16,"ГУО ""Брестский областной лицей им.П.М.Машерова""","г.Брест, пр.Машерова, 25",52.0853,23.6988
18,1,1/17,2,Участок для голосования №17,"ГУО ""Средняя школа №18 г.Бреста""","г.Брест, ул.Ленина, 70",52.0886,23.6872
19,1,1/18,2,Участок для голосования №18,Клуб связи,"г.Брест, ул.Советских пограничников, 31",52.0868,23.691
20,1,1/19,2,Участок для голосования №19,"Общежитие УО ""БрГУ им.А.С.Пушкина""","г.Брест, ул.Дзержинского, 3",52.0883,23.6884
21,1,1/20,2,Участок для голосования №20,"ГУО ""Средняя школа №20 г.Бреста""","г.Брест, ул.Карбышева, 81",52.0907,23.6983
22,1,1/21,2,Участок для голосования №21,"ГУО ""Средняя школа №20 г.Бреста""","г.Брест, ул.Карбышева, 81",52.0907,23.6983
23,1,1/22,2,Участок для голосования №22,"Общежитие №1 Брестского колледжа – филиала УО ""Белорусский государственный университет транспорта""","г.Брест, ул.Гоголя, 63",52.0932,23.6971
24,1,1/23,2,Участок для голосования №23,"Ресурсный центр УО ""Брестский государственный торгово-технологический колледж""","г.Брест, ул.Карбышева, 31",52.0963,23.6944
25,1,1/24,2,Участок для голосования №24,Брестское областное объединение профсоюзов,"г.Брест, ул.К.Маркса, 19",52.0949,23.6854
26,1,1/25,2,Участок для голосования №25,"ГУО ""Ясли-сад №79 г.Бреста""","г.Брест, ул.Березовская, 7",52.1131,23.729
27,1,1/26,2,Участок для голосования №26,"УО ""БрГУ им.А.С.Пушкина""","г.Брест, б-р Космонавтов, 21",52.0983,23.6942
28,1,1/27,2,Участок для голосования №27,"ГУ ""Брестская областная филармония""","г.Брест, ул.Орджоникидзе, 14",52.0995,23.6858
29,1,1/28,2,Участок для голосования №28,"Дом культуры транспортного РУП ""Брестское отделение Бел.ж.д.""","г.Брест, ул.Кижеватова, 9/1",52.1007,23.6779
30,1,1/29,2,Участок для голосования №29,"ГУО ""Средняя школа №17 г.Бреста""","г.Брест, ул.Северная, 20",52.1095,23.6789
31,1,1/30,2,Участок для голосования №30,"Филиал РУП ""Брестэнерго"" Брестские электрические сети","г.Брест, ул.Красногвардейская, 92",52.1178,23.6878
32,1,1/31,2,Участок для голосования №31,"ГП ""Брестводоканал""","г.Брест, ул.Красногвардейская, 125",52.1227,23.6955
33,1,1/32,2,Участок для голосования №32,"ГУО ""Средняя школа №16 г.Бреста""","г.Брест, ул.Красногвардейская, 59",52.1117,23.6862
34,1,1/33,2,Участок для голосования №33,Брестская дистанция пути,"г.Брест, пер.Фортечный, 12",52.1079,23.7057
35,1,1/34,2,Участок для голосования №34,"ГУО ""Средняя школа №32 г.Бреста""","г.Брест, ул.Строительная, 21",52.1135,23.7311
36,1,1/35,2,Участок для голосования №35,"ГУО ""Средняя школа №32 г.Бреста""","г.Брест, ул.Строительная, 21",52.1135,23.7311
37,1,1/36,2,Участок для голосования №36,"ГУО ""Гимназия №3 г.Бреста""","г.Брест, ул.Смирнова, 63",52.1047,23.647
38,1,1/37,2,Участок для голосования №37,"УЗ ""Брестская городская больница №2""","г.Брест, ул.Школьная, 8",52.1038,23.6441
39,1,1/38,2,Участок для голосования №38,"УЗ ""Брестская городская больница СМП""","г.Брест, ул.Ленина, 15",52.0923,23.6856
40,1,1/39,2,Участок для голосования №39,"УЗ ""Брестская городская больница №1""","г.Брест, ул.Кижеватова, 76",52.1066,23.6908
41,1,1/40,2,Участок для голосования №40,"ГУО ""Гимназия №5""","г.Брест, ул.Дубровская, 14",52.128,23.6527
42,1,1/41,2,Участок для голосования №41,"Филиал СМУ-1 ОАО ""Белсельэлектрострой""","г.Брест, ул.Красногвардейская, 112/1",52.126506,23.698341
43,1,1/42,2,Участок для голосования №42,"Торговый центр ""Вам Рад""","г.Брест, ул.Старозадворская, 4",52.1216,23.7723
44,1,1/43,2,Участок для голосования №43,"ГУО ""Средняя школа №33 г.Бреста""","г.Брест, ул.Белорусская, 64",52.1197,23.6567
45,1,1/44,2,Участок для голосования №44,"ГУО ""Средняя школа №9 г.Бреста""","г.Брест, ул.Наганова, 3",52.0904,23.6784
46,10000,2,1,ОИК 2,здание администрации Московского района г.Бреста кабинет 85,"г.Брест, ул.Московская, 273",52.0987962,23.7666591
47,46,2/1,2,Участок для голосования №1,"общежитие №10 КУП ""ЖРЭУ г.Бреста""","г.Брест, ул.Краснознамённая, 5",52.0877,23.7163
48,46,2/2,2,Участок для голосования №2,административное здание,"г.Брест, б-р Шевченко, 4",52.0864,23.7043
49,46,2/3,2,Участок для голосования №3,административное здание,"г.Брест, б-р Шевченко, 4",52.0864,23.7043
50,46,2/4,2,Участок для голосования №4,"ГУО ""Средняя школа №15 г.Бреста""","г.Брест, пр.Машерова, 55",52.0874,23.7063
51,46,2/5,2,Участок для голосования №5,"ГУО ""Средняя школа №15 г.Бреста""","г.Брест, пр.Машерова, 55",52.0874,23.7063
52,46,2/6,2,Участок для голосования №6,"УО ""Брестский государственный колледж связи""","г.Брест, ул.Кирова, 82",52.0908,23.7046
53,46,2/7,2,Участок для голосования №7,"УО ""Брестский государственный колледж связи""","г.Брест, ул.Кирова, 82",52.0908,23.7046
54,46,2/8,2,Участок для голосования №8,"ГУО ""Средняя школа №19 г.Бреста""","г.Брест, ул.Сикорского, 86",52.0923,23.7181
55,46,2/9,2,Участок для голосования №9,"УЗ ""Брестский областной родильный дом""","г.Брест, ул.Кирова, 62",52.0926,23.7043
56,46,2/10,2,Участок для голосования №10,"ГУО ""Средняя школа №3 г.Бреста""","г.Брест, б-р Космонавтов, 60",52.0966,23.6979
57,46,2/11,2,Участок для голосования №11,"ГУО ""Средняя школа №7 г.Бреста""","г.Брест, ул.Горького, 20",52.1005,23.6985
58,46,2/12,2,Участок для голосования №12,"Брестский колледж-филиал УО ""Белорусский государственный университет транспорта""","г.Брест, ул.Пушкинская, 65",52.0995,23.7017
59,46,2/13,2,Участок для голосования №13,"УО ""Брестский областной эколого-биологический центр учащихся""","г.Брест, ул.Тихая, 4/1",52.105,23.7106
60,46,2/14,2,Участок для голосования №14,"ГУО ""Средняя школа №6 г.Бреста""","г.Брест, ул.Панфиловцев, 22",52.1004,23.7152
61,46,2/15,2,Участок для голосования №15,"Общежитие ОАО ""Ковры Бреста""","г.Брест, ул.Высокая, 22/1",52.0976,23.7238
62,46,2/16,2,Участок для голосования №16,"Общежитие №20 КУП ""ЖРЭУ г.Бреста""","г.Брест, ул.Пионерская, 77",52.0977,23.7296
63,46,2/17,2,Участок для голосования №17,"Общежитие №4 ОАО ""Строительный трест №8""","г.Брест, ул.Пионерская, 46/1",52.1013,23.726
64,46,2/18,2,Участок для голосования №18,"УО ""Брестский государственный профессионально-технический колледж приборостроения""","г.Брест, ул.Я.Купалы, 6/1",52.101576,23.727763
65,46,2/19,2,Участок для голосования №19,"ГУО ""Брестский областной институт развития образования""","г.Брест, ул.Я.Купалы, 20/1",52.10588,23.73139
66,46,2/20,2,Участок для голосования №20,"ГУО ""Средняя школа №22 г.Бреста""","г.Брест, ул.Я.Купалы, 20",52.10455,23.733143
67,46,2/21,2,Участок для голосования №21,"ГУО ""Средняя школа №31 г.Бреста""","г.Брест, ул.Я.Купалы, 30/1",52.1063,23.7342
68,46,2/22,2,Участок для голосования №22,"УО ""Брестский профессиональный лицей лёгкой промышленности""","г.Брест, ул.Я.Купалы, 52",52.106,23.7333
69,46,2/23,2,Участок для голосования №23,"Общежитие ОАО ""Брестский электроламповый завод""","г.Брест, ул.Молодогвардейская, 6",52.1044,23.7526
70,46,2/24,2,Участок для голосования №24,"Общежитие СП ""Веставто"" ОАО","г.Брест, ул.Я.Купалы, 111/1",52.109444,23.75295
71,46,2/25,2,Участок для голосования №25,"Общежитие ОАО ""Савушкин продукт""","г.Брест, ул.Я.Купалы, 115",52.110142,23.756894
72,46,2/26,2,Участок для голосования №26,"ГУО ""Средняя школа №24 г.Бреста""","г.Брест, ул.Ленинградская, 11",52.1091,23.7622
73,46,2/27,2,Участок для голосования №27,"ГУО ""Средняя школа №24 г.Бреста""","г.Брест, ул.Ленинградская, 11",52.1091,23.7622
74,46,2/28,2,Участок для голосования №28,"общежитие №17 КУП ""ЖРЭУ г.Бреста""","г.Брест, ул.Советской Конституции, 21",52.1059,23.7538
75,46,2/29,2,Участок для голосования №29,"ГУО ""Гимназия №2 г.Бреста""","г.Брест, ул.Московская, 332/5",52.0998,23.7612
76,46,2/30,2,Участок для голосования №30,"ГУО ""Гимназия №2 г.Бреста""","г.Брест, ул.Московская, 332/5",52.0998,23.7612
77,46,2/31,2,Участок для голосования №31,"ГУО ""Средняя школа №10 г.Бреста""","г.Брест, ул.Кривошеина, 7",52.1018,23.7556
78,46,2/32,2,Участок для голосования №32,"ГУО ""Средняя школа №23 г.Бреста""","г.Брест, ул.Орловская, 16",52.1067,23.7663
79,46,2/33,2,Участок для голосования №33,"ГУО ""Средняя школа №23 г.Бреста""","г.Брест, ул.Орловская, 16",52.1067,23.7663
80,10000,3,1,ОИК 3,здание администрации Московского района г.Бреста кабинет 43,"г.Брест, ул.Московская, 273",52.0987962,23.7666591
81,80,3/1,2,Участок для голосования №1,"Кафе ""Зодчие""","г.Брест, ул.Московская, 267",52.095815,23.757934
82,80,3/2,2,Участок для голосования №2,"УО ""Брестский государственный технический университет""","г.Брест, ул.Московская, 267 корп.1",52.093005,23.761787
83,80,3/3,2,Участок для голосования №3,"УО ""Брестский государственный технический университет""","г.Брест, ул.Московская, 267 корп.Б",52.095815,23.757934
84,80,3/4,2,Участок для голосования №4,"ГУО ""Гимназия №4 г.Бреста""","г.Брест, ул.Московская, 338/4",52.1042,23.7654
85,80,3/5,2,Участок для голосования №5,"ГУО ""Гимназия №4 г.Бреста""","г.Брест, ул.Московская, 338/4",52.1042,23.7654
86,80,3/6,2,Участок для голосования №6,"ГУО ""Средняя школа №12 г.Бреста им.К.Л.Губаревича""","г.Брест, ул.Московская, 346/6",52.105,23.7715
87,80,3/7,2,Участок для голосования №7,"ГУО ""Средняя школа №12 г.Бреста им.К.Л.Губаревича""","г.Брест, ул.Московская, 346/6",52.105,23.7715
88,80,3/8,2,Участок для голосования №8,"ГУО ""Средняя школа №26 г.Бреста""","г.Брест, ул.Ленинградская, 41",52.1113,23.7782
89,80,3/9,2,Участок для голосования №9,"ГУО ""Средняя школа №26 г.Бреста""","г.Брест, ул.Ленинградская, 41",52.1113,23.7782
90,80,3/10,2,Участок для голосования №10,"ГУО ""Средняя школа №29 г.Бреста""","г.Брест, ул.Орловская, 33",52.1069,23.7787
91,80,3/11,2,Участок для голосования №11,"ГУО ""Средняя школа №29 г.Бреста""","г.Брест, ул.Орловская, 33",52.1069,23.7787
92,80,3/12,2,Участок для голосования №12,"ГУО ""Средняя школа №28 г.Бреста""","г.Брест, ул.Орловская, 48",52.1094,23.7798
93,80,3/13,2,Участок для голосования №13,"ГУО ""Средняя школа №28 г.Бреста""","г.Брест, ул.Орловская, 48",52.1094,23.7798
94,80,3/14,2,Участок для голосования №14,"ГУО ""Лицей №1 им.А.С.Пушкина г.Бреста""","г.Брест, ул.Орловская, 63",52.1078,23.783
95,80,3/15,2,Участок для голосования №15,"ГУО ""Учебно-педагогический комплекс ясли-сад-начальная школа №6""","г.Брест, ул.Лактионова, 22",52.1001,23.7844
96,80,3/16,2,Участок для голосования №16,"УЗ ""Брестская центральная городская больница""","г.Брест, ул.Лактионова, 11",52.0977,23.7851
97,80,3/17,2,Участок для голосования №17,"УЗ ""Брестская центральная городская больница""","г.Брест, ул.Лактионова, 11",52.0977,23.7851
98,80,3/18,2,Участок для голосования №18,"общежитие УО ""Брестский государственный медицинский колледж""","г.Брест, ул.Медицинская, 15",52.1072,23.82
99,80,3/19,2,Участок для голосования №19,"УЗ ""Брестская областная больница""","г.Брест, ул.Медицинская, 7",52.1066,23.8157
100,80,3/20,2,Участок для голосования №20,"УЗ ""Брестский областной кожно-венерологический диспансер""","г.Брест, ул.Медицинская, 11",52.106771,23.817723
101,80,3/21,2,Участок для голосования №21,"УЗ ""Брестский областной противотуберкулезный диспансер""","г.Брест, ул.Медицинская, 9",52.1055,23.8182
102,80,3/22,2,Участок для голосования №22,"УЗ ""Брестский областной онкологический диспансер""","г.Брест, ул.Медицинская, 6",52.103456,23.81042
103,80,3/23,2,Участок для голосования №23,ДРСУ-138,"г.Брест, ул.Вычулки, 117",52.0961,23.8123
104,80,3/24,2,Участок для голосования №24,"ГУО ""Учебно-педагогический комплекс детский сад-начальная школа №3""","г.Брест, ул.Волгоградская, 5",52.0744,23.7579
105,80,3/25,2,Участок для голосования №25,"ГУО ""УПК ясли- сад – начальная школа №11 г.Бреста""","г.Брест, ул.Октябрьской революции, 47",52.080817,23.759473
106,80,3/26,2,Участок для голосования №26,"ГУО ""Средняя школа №25 г.Бреста""","г.Брест, ул.Волгоградская,7",52.0745,23.7589
107,80,3/27,2,Участок для голосования №27,"ГУО ""Средняя школа №25 г.Бреста""","г.Брест, ул.Волгоградская, 7",52.0745,23.7589
108,80,3/28,2,Участок для голосования №28,"Общежитие №12 КУП ""ЖРЭУ г.Бреста""","г.Брест, ул.Суворова, 112",52.0724,23.761
109,80,3/29,2,Участок для голосования №29,"Общежитие ОАО ""Брестмаш""","г.Брест, ул.Суворова, 104",52.0721,23.7575
110,80,3/30,2,Участок для голосования №30,"общежитие №14 КУП ""ЖРЭУ г.Бреста""","г.Брест, ул.Суворова, 108",52.0722,23.7593
111,80,3/31,2,Участок для голосования №31,"СКБ ""Запад""","г.Брест, ул.Суворова, 96/1",52.0718,23.7522
112,80,3/32,2,Участок для голосования №32,"ГУО ""Средняя школа №30 им.Д.Б.Гвишиани г.Бреста""","г.Брест, ул.Волгоградская, 42",52.0799,23.7499
113,80,3/33,2,Участок для голосования №33,"ГУО ""Средняя школа №30 им.Д.Б.Гвишиани г.Бреста""","г.Брест, ул.Волгоградская, 42",52.0799,23.7499
114,80,3/34,2,Участок для голосования №34,"ГУО ""Учебно-педагогический комплекс детский сад- начальная школа №7""","г.Брест, ул.Луцкая, 36 ""А""",52.07789,23.748536
115,80,3/35,2,Участок для голосования №35,"ГУО ""Средняя школа №35 г.Бреста""","г.Брест, ул.28 Июля, 43",52.079228,23.743932
116,80,3/36,2,Участок для голосования №36,"ГУО ""Средняя школа №35 г.Бреста""","г.Брест, ул.28 Июля, 43",52.0788,23.7391
117,80,3/37,2,Участок для голосования №37,ЖЭС №11,"г.Брест, ул.Луцкая, 10",52.078408,23.743879
118,80,3/38,2,Участок для голосования №38,"ГУО ""Ясли-сад №70 г.Бреста""","г.Брест, ул.Волгоградская, 20",52.0745,23.753
119,10000,4,1,ОИК 4,административное здание Брестского РИК кабинет 19,"г.Брест, ул.Коммунистическая, 23",52.0887539,23.684234
120,119,4/1,2,Лыщицкий участок для голосования №1,"здание сельского Дома культуры, д.Новые Лыщицы","д.Новые Лыщицы, ул.Юбилейная, 6 А",52.2595,23.5005
121,119,4/2,2,Остромечевский участок для голосования №2,"здание сельского Дома культуры, аг.Остромечево","аг.Остромечево, пл.Октябрьская, 2А",52.2667,23.5886
122,119,4/3,2,Малозводский участок для голосования №3,"здание ГУО ""УПК детский сад-базовая школа д.Малые Зводы""","д.Малые Зводы, ул.Центральная, 47",52.3039,23.4799
123,119,4/4,2,Яцковичский участок для голосования №4,здание сельского клуба-библиотеки,"д.Яцковичи, ул.Центральная, 8/1",52.2607,23.4198
124,119,4/5,2,Мотыкальский участок для голосования №5,"здание сельского Дома культуры, аг.Большие Мотыкалы","аг.Большие Мотыкалы, ул.Центральная, 17/1",52.1971,23.5864
125,119,4/6,2,Скоковский участок для голосования №6,"здание сельского Дома культуры, д.Скоки","д.Скоки, ул.Мира, 46",52.1557,23.6379
126,119,4/7,2,Ковердякский участок для голосования №7,"здание сельского Дома культуры, д.Ковердяки","д.Ковердяки, ул.40 лет Победы, 15",52.1753,23.6602
127,119,4/8,2,Сычевский участок для голосования №8,"здание сельского клуба, д.Вельямовичи","д.Вельямовичи, ул.Садовая, 1Б",52.2218,23.4525
128,119,4/9,2,Клейниковский участок для голосования №9,"здание сельского Дома культуры, аг.Клейники","аг.Клейники, ул.60 лет Октября, 1/2",52.1404,23.6077
129,119,4/10,2,Теребуньский участок для голосования №10,"здание сельского клуба, д.Теребунь","д.Теребунь, ул.Западная, 4/11",52.167826,23.527961
130,119,4/11,2,Чернавчицкий участок для голосования №11,"здание сельского Дома культуры, аг.Чернавчицы","аг.Чернавчицы, ул.Сикорского, 22",52.2112,23.7445
131,119,4/12,2,Покрский участок для голосования №12,"здание сельского клуба, д.Покры","д.Покры, ул.Северная, 2 А",52.2546,23.6657
132,119,4/13,2,Омелинский участок для голосования №13,"здание сельского клуба-библиотеки, д.Омелинно","д.Омелинно, ул.Брестская, 21",52.224997,23.780364
133,119,4/14,2,Вистычский участок для голосования №14,"здание сельского Дома культуры, аг.Вистычи","аг.Вистычи, ул.Новая, 1",52.202472,23.678032
134,119,4/15,2,Чернинский участок для голосования №15,здание Брестского районного Дома культуры,"аг.Черни, ул.Пионерская, 16",52.1495,23.7512
135,119,4/16,2,Збироговский участок для голосования №16,"здание фельдшерско-акушерского пункта, д.Збироги","д.Збироги, ул.Низкая, 10А",52.1637,23.8756
136,119,4/17,2,Тельминский участок для голосования №17,административное здание Тельминского сельского исполнительного комитета,"д.Тельмы-1 ул.Депутатская, 2",52.1158,23.8303
137,119,4/18,2,Радваничский участок для голосования №18,"здание сельского Дома культуры, аг.Большие Радваничи","аг.Большие Радваничи, ул.Центральная, 66",52.0339,24.0053
138,119,4/19,2,Мухавецкий участок для голосования №19,"здание сельского Дома культуры, аг.Мухавец","аг.Мухавец, ул.60 лет Октября, 23",52.0281,23.8046
139,119,4/20,2,Каменица-Жировецкий участок для голосования №20,"здание фельдшерско-акушерского пункта, д.Каменица-Жировецкая","д.Каменица-Жировецкая, ул.Советская, 40",52.0938,23.6927
140,119,4/21,2,Прилукский участок для голосования №21,"здание ГУО ""Начальная школа д.Прилуки""","д.Прилуки, ул.60 лет БССР, 30/1",51.9936,23.7006
141,119,4/22,2,Страдечский участок для голосования №22,"здание сельского Дома культуры, аг.Страдечь","аг.Страдечь, ул.Александрова, 60",51.927163,23.659723
142,119,4/23,2,Меднянский участок для голосования №23,"здание ГУО ""Средняя школа д.Медно""","аг.Медно, ул.Республиканская, 71",51.862883,23.751177
143,119,4/24,2,Знаменский участок для голосования №24,здание Знаменского сельского исполнительного комитета,"аг.Знаменка, ул.Юбилейная, 13",51.882569,23.654167
144,119,4/25,2,Рогознянский участок для голосования №25,"здание фельдшерско-акушерского пункта, д.Рогозно","д.Рогозно, ул.Центральная, 12 Б",51.826079,23.784343
145,119,4/26,2,Санаторный участок для голосования №26,"административное здание ОАО ""Санаторно-курортная организация ""Брестагроздравница""",п.Берестье,52.0799,23.6546
146,119,4/27,2,Домачевский участок для голосования №27,"здание поселкового Дома культуры, г.п.Домачево","г.п.Домачево, ул.Ленина, 12",51.7472,23.5933
147,119,4/28,2,Леплёвский участок для голосования №28,"здание сельского клуба, д.Леплёвка","д.Леплёвка, ул.Широкая, 11/1",51.7613,23.6609
148,119,4/29,2,Подлужский участок для голосования №29,"здание сельского клуба-библиотеки, д.Шикили","д.Шикили, ул.Зелёная, 10",51.7281,23.5739
149,119,4/30,2,Дубокский участок для голосования №30,"здание сельского клуба-библиотеки, д.Дубок","д.Дубок, ул.Новая, 3",51.665993,23.7026
150,119,4/31,2,Приборовский участок для голосования №31,"здание сельского клуба-библиотеки, д.Приборово","д.Приборово, ул.Шоссейная, 28",51.633308,23.574152
151,119,4/32,2,Томашовский участок для голосования №32,административное здание Томашовского сельского исполнительного комитета,"аг.Томашовка, ул.Гагарина, 19",51.559187,23.602848
152,119,4/33,2,Участок для голосования №33,"ГУО ""Средняя школа №1 г.Бреста""","г.Брест, ул.Колесника, 6",52.0747,23.7241
153,119,4/34,2,Участок для голосования №34,"ГУО ""Учебно-педагогический комплекс ясли – сад №73 г.Бреста""","г.Брест, ул.Колесника, 13",52.0735,23.7267
154,119,4/35,2,Участок для голосования №35,"Магазин ""Евроопт""","г.Брест, Варшавское шоссе,11",52.0751,23.7181
155,119,4/36,2,Участок для голосования №36,"ГУО ""Средняя школа №11""","г.Брест, ул.Сальникова, 33",52.0719,23.7049
156,119,4/37,2,Участок для голосования №37,"ГУДО ""Ясли-сад №7 г.Бреста""","г.Брест, ул.Генерала Благовещенского, 6",52.068,23.6982
157,119,4/38,2,Участок для голосования №38,"ГУО ""Средняя школа №14 им.Е.М.Фомина г.Бреста""","г.Брест, ул.Рябиновая, 10",52.0677,23.7295
158,119,4/39,2,Участок для голосования №39,"ГУО ""Средняя школа №14 им.Е.М.Фомина г.Бреста""","г.Брест, ул.Рябиновая, 10",52.0677,23.7295
159,119,4/40,2,Участок для голосования №40,"ГУО ""Средняя школа №37 г.Бреста""","г.Брест, ул.Рябиновая, 12",52.0688,23.7287
160,119,4/41,2,Участок для голосования №41,"ГУО ""Средняя школа №37 г.Бреста""","г.Брест, ул.Рябиновая, 12",52.0688,23.7287
161,119,4/42,2,Участок для голосования №42,"ГУО ""Ясли – сад №72 г.Бреста""","г.Брест, ул.Сябровская, 60",52.0674,23.7272
162,119,4/43,2,Участок для голосования №43,"ГУО ""Гимназия №6 г.Бреста им.Маршала Советского Союза Жукова Г.К.""","г.Брест, ул.Суворова, 1",52.061,23.7372
163,119,4/44,2,Участок для голосования №44,"ГУО ""Гимназия №6 г.Бреста им.Маршала Советского Союза Жукова Г.К.""","г.Брест, ул.Суворова, 1",52.061,23.7372
164,119,4/45,2,Участок для голосования №45,Войсковая часть 92616,"г.Брест, в/ч 92616",52.0997,23.7637
165,119,4/46,2,Участок для голосования №46,"ГУК ""Центр культуры и досуга г.Бреста""","г.Брест, ул.Жукова,1",52.0625,23.7328
166,119,4/47,2,Участок для голосования №47,"ГУО ""Учебно-педагогический комплекс ясли-сад – начальная школа №10 г.Бреста""","г.Брест, ул.Защитников Отечества, 1А",52.056664,23.737157
167,119,4/48,2,Участок для голосования №48,"СООО ""Брестсталь""","г.Брест, ул.Учительская, 41/1",52.0443,23.6993
168,119,4/49,2,Участок для голосования №49,"ГУО ""Средняя школа №4 г.Бреста""","г.Брест, ул.Волынская, 26",52.0657,23.6896
169,10000,5,1,ОИК 5,административное здание Барановичского ГИК кабинет 103,"г.Барановичи, пл.Ленина, 2",53.1324947,26.0187692
170,169,5/1,2,Участок для голосования №1,"Актовый зал дистанции электроснабжения ТРУП ""Барановичское отделение Белорусской железной дороги""","г.Барановичи, ул.Железнодорожная, 1а",53.122347,25.973768
171,169,5/2,2,Участок для голосования №2,"Клуб дистанции пути ТРУП ""Барановичское отделение Белорусской железной дороги""","г.Барановичи, ул.Гастелло, 23",53.1302,25.9846
172,169,5/3,2,Участок для голосования №3,"ГУО ""Средняя школа №12 г.Барановичи""","г.Барановичи, ул.Глинки, 14",53.1363,25.989
173,169,5/4,2,Участок для голосования №4,"ГУО ""Средняя школа №12 г.Барановичи""","г.Барановичи, ул.Глинки, 14",53.1363,25.989
174,169,5/5,2,Участок для голосования №5,"Клуб ОАО ""Барановичский завод станкопринадлежностей""","г.Барановичи, ул.Пролетарская,40",53.147,26.0146
175,169,5/6,2,Участок для голосования №6,"ГУО ""Лицей №1 г.Барановичи""","г.Барановичи, пр.Советский, 33",53.147059,26.006619
176,169,5/7,2,Участок для голосования №7,Филиал №4 Центральной библиотечной системы г.Барановичи,"г.Барановичи, пр.Советский, 21",53.1521,26
177,169,5/8,2,Участок для голосования №8,"ГУО ""Средняя школа №19 г.Барановичи""","г.Барановичи, ул.Жукова 12/6",53.1537,26.0053
178,169,5/9,2,Участок для голосования №9,"ГУО ""Средняя школа №19 г.Барановичи""","г.Барановичи, ул.Жукова 12/6",53.1537,26.0053
179,169,5/10,2,Участок для голосования №10,"ГУО ""Детская музыкальная школа №3""","г.Барановичи, ул.Жукова, 10/5",53.1531,26.0074
180,169,5/11,2,Участок для голосования №11,"ГУО ""Средняя школа №18 г.Барановичи""","г.Барановичи, б-р Бородинского, 7/2",53.1535,26.0091
181,169,5/12,2,Участок для голосования №12,"ГУО ""Средняя школа №18 г.Барановичи""","г.Барановичи, б-р Бородинского, 7/2",53.1535,26.0091
182,169,5/13,2,Участок для голосования №13,"ГУО ""Детская музыкальная школа искусств г.Барановичи""","г.Барановичи, ул.Горького, 20",53.1327,26.0064
183,169,5/14,2,Участок для голосования №14,"Общежитие ОАО ""Строительный трест №25""","г.Барановичи, ул.Пионерская, 31",53.1296,26.0035
184,169,5/15,2,Участок для голосования №15,"ГУО ""Средняя школа №21 г.Барановичи""","г.Барановичи, ул.50 лет ВЛКСМ, 40",53.1123,26.0189
185,169,5/16,2,Участок для голосования №16,"Здание заочного отделения УО ""Барановичский государственный университет""","г.Барановичи, ул.Маяковского, 11",53.127317,26.016763
186,169,5/17,2,Участок для голосования №17,"Общежитие УО ""Барановичский государственный колледж легкой промышленности им.В.Е.Чернышева""","г.Барановичи, ул.Советская, 134",53.1237,26.0231
187,169,5/18,2,Участок для голосования №18,"ГУМУ ""Учебно-методический кабинет г.Барановичи""","г.Барановичи, ул.Куйбышева, 55",53.1258,26.0081
