ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Березюк Сергей Александрович,01-000-03-01,судья,назначен,,бессрочно,
Березюк Сергей Александрович,01-002-03-01,судья,освобожден,,,
Ковальчук Елена Степановна,01-002-03-01,судья,назначен,,лет,5
Мозоль Вадим Иванович,01-005-03-01,судья,назначен,,бессрочно,
Мозоль Вадим Иванович,01-012-03-01,судья,освобожден,,,
Серкова Татьяна Михайловна,01-015-03-01,судья,назначен,,лет,5
Смирнова Ольга Кононовна,01-014-03-01,судья и председатель,назначен,,бессрочно,
Смирнова Ольга Кононовна,01-002-03-02,судья,освобожден,,,
Волкова Светлана Ивановна,02-003-03-01,судья,назначен,,лет,5
Ильюшонок Ольга Владимировна,02-002-03-03,заместитель председателя,назначен,,бессрочно,
Коваленко Людмила Геннадьевна,02-006-03-01,судья и председатель,назначен,,бессрочно,
Коваленко Людмила Геннадьевна,02-019-03-01,судья,освобожден,,,
Прокопчик Ольга Брониславовна,02-005-03-01,председатель,назначен,,бессрочно,
Ульский Александр Викторович,02-009-03-01,председатель,назначен,,бессрочно,
Хамиченок Николай Николаевич,02-011-03-01,судья и председатель,назначен,,бессрочно,
Хамиченок Николай Николаевич,02-000-03-01,судья,освобожден,,,
Головенчик Снежана Анатольевна,03-009-03-01,судья,назначен,,лет,5
Загоровская Валентина Александровна,03-014-03-01,заместитель председателя,назначен,,бессрочно,
Козырев Виталий Васильевич,03-002-03-01,судья,назначен,,лет,5
Моисеева Анастасия Викторовна,03-014-03-01,судья,назначен,,лет,5
Сушко Ольга Витальевна,хозяйственный суд Гомельской области,судья,назначен,,лет,5
Артиш Янина Станиславовна,04-008-03-01,судья и председатель,назначен,,бессрочно,
Артиш Янина Станиславовна,04-011-03-01,судья,освобожден,,,
Исаева Людмила Петровна,04-003-03-01,председатель,назначен,,бессрочно,
Казакевич Виталий Григорьевич,04-014-03-01,председатель,назначен,,бессрочно,
Кошко Игорь Ленидович,04-010-03-01,заместитель председателя,назначен,,бессрочно,
Леусик Анна Борисовна,04-002-03-01,судья,назначен,на время нахождения в социальном отпуске Кулаковской Виктории Николаевны,на период,
Пипко Сергей Николаевич,04-010-03-01,судья и председатель,назначен,,бессрочно,
Пипко Сергей Николаевич,04-000-03-01,судья,освобожден,,,
Радионик Наталья Федоровна,04-016-03-01,заместитель председателя,назначен,,бессрочно,
Филатов Максим Юрьевич,04-010-03-01,судья,назначен,,лет,5
Ярмолик Александр Иванович,04-011-03-01,судья,назначен,,лет,5
Василевский Сергей Вячеславович,05-010-03-01,судья,назначен,,лет,5
Горонков Михаил Павлович,хозяйственный суд Минской области,судья,назначен,,лет,5
Иванова Ирина Федоровна,хозяйственный суд Минской области,судья,назначен,на время нахождения в социальном отпуске Полудо Людмилы Ивановны,на период,
Майорова Елена Михайловна,хозяйственный суд Минской области,судья,назначен,,бессрочно,
Майорова Елена Михайловна,хозяйственный суд Минской области,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Полудо Людмилы Ивановны,,
Мисюк Елена Вацлавовна,05-015-03-01,судья,назначен,,лет,5
Германова Анна Викторовна,06-003-03-01,судья,назначен,,лет,5
Канцедал Наталья Викторовна,06-002-03-02,заместитель председателя,назначен,,бессрочно,
Королев Сергей Алексеевич,06-000-03-01,судья,назначен,,бессрочно,
Королев Сергей Алексеевич,06-002-03-01,судья,освобожден,,,
Ларионова Маргарита Сергеевна,06-022-03-01,судья,назначен,,лет,5
Новикова Людмила Владимировна,06-008-03-01,председатель,назначен,,бессрочно,
Сосновский Дмитрий Иванович,06-015-03-01,судья и председатель,назначен,,бессрочно,
Сосновский Дмитрий Иванович,06-005-03-01,судья,освобожден,,,
Шитина Галина Николаевна,06-017-03-01,заместитель председателя,назначен,,бессрочно,
Яковлев Алексей Николаевич,06-000-03-01,судья,назначен,,лет,5
Яковлев Алексей Николаевич,06-002-03-02,судья и заместитель председателя,освобожден,,,
Бролишс Ирена Язеповна,07-002-03-01,судья,назначен,,лет,5
Волчкова Марианна Леонидовна,07-005-03-01,судья,назначен,,лет,5
Волчкова Марианна Леонидовна,07-005-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Пыкиной Натальи Михайловны,,
Грушецкий Юрий Казимирович,хозяйственный суд г. Минска,судья,назначен,,лет,5
Грушецкий Юрий Казимирович,хозяйственный суд г. Минска,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Бродко Оксаны Викторовны,,
Корнюшко Ольга Александровна,07-009-03-01,судья,назначен,на время нахождения в социальном отпуске Шейко Инны Валерьевны,на период,
Борозна Сергей Викторович,07-007-03-01,судья,освобожден,истечение срока полномочий,,
Вашкель Николай Николаевич,02-005-03-01,судья и председатель,освобожден,выход в отставку,,
Врублевская Татьяна Александровна,хозяйственный суд Минской области,судья,освобожден,выход в отставку,,
Дубовик Татьяна Ильинична,06-003-03-01,судья,освобожден,выход в отставку,,
Каплунова Елена Ивановна,05-000-03-01,судья,освобожден,по собственному желанию,,
Лещев Александр Анатольевич,хозяйственный суд Витебской области,судья,освобожден,по собственному желанию,,
Лисунов Геннадий Михайлович,02-011-03-01,судья и председатель,освобожден,выход в отставку,,
Лыщенко Николай Тимофеевич,06-015-03-01,судья,освобожден,выход в отставку,,
Матульков Иван Ефремович,хозяйственный суд Могилевской области,судья,освобожден,выход в отставку,,
Мишуто Татьяна Ивановна,02-013-03-01,судья,освобожден,выход в отставку,,
