ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Окань Ольга Ивановна,06-014-03-01,судья,освобожден,выход в отставку,,
Песецкий Виктор Викторович,05-022-03-01,судья,освобожден,по собственному желанию,,
Пигаль Борис Владимирович,06-008-03-01,председатель,освобожден,истечение срока полномочий,,
Пигаль Борис Владимирович,06-008-03-01,судья,оставлен в должности,,,
Каплунова Елена Ивановна,05-000-03-01,судья,исключить,состав президиума,,

















































