ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Лупенкова Раиса Кондратьевна,02-002-03-01,судья и председатель,назначен,,бессрочно,
Поляков Игорь Михайлович,02-014-03-01,судья,назначен,,бессрочно,
Пранник Сергей Викторович,02-001-03-01,судья по административным делам,назначен,,бессрочно,
Багинский Сергей Викторович,03-017-03-01,судья,назначен,,бессрочно,
Багинский Сергей Викторович,03-017-03-01,судья по административным делам,освобожден,,,
Бурба Сергей Григорьевич,03-018-03-01,судья,назначен,,бессрочно,
Бурба Сергей Григорьевич,03-013-03-01,судья по административным делам,освобожден,,,
Гайдар Валентина Григорьевна,03-003-03-01,судья и председатель,назначен,,бессрочно,
Дембовская Людмила Зиновьевна,03-021-03-01,судья,назначен,,бессрочно,
Ханевич Таисия Ивановна,03-005-03-01,председатель,назначен,,бессрочно,
Квяткевич Александр Владимирович,04-017-03-01,судья,назначен,,бессрочно,
Матеюк Дмитрий Николаевич,04-002-03-01,судья,назначен,,бессрочно,
Панк Николай Павлович,04-003-03-01,судья и председатель,назначен,,бессрочно,
Рачинский Николай Петрович,04-002-03-02,судья,назначен,,бессрочно,
Рачинский Николай Петрович,04-002-03-02,судья по административным делам,освобожден,,,
Синило Виталий Викторович,04-018-03-01,судья,назначен,,бессрочно,
Букато Игорь Ростиславович,суд Минского района и г.Заславля,судья,назначен,,бессрочно,
Буякевич Ирина Васильевна,суд Минского района и г.Заславля,судья,назначен,,бессрочно,
Вожева Анна Тимофеевна,суд Солигорского района и г.Солигорска,судья,назначен,,бессрочно,
Гвозд Дмитрий Александрович,05-016-03-01,судья по административным делам,назначен,на время нахождения в социальном отпуске Ягодинской Светланы Анатольевны,на период,
Зенько Анатолий Васильевич,05-007-03-01,председатель,назначен,,бессрочно,
Кобец Юрий Викторович,суд Борисовского района и г.Борисова,судья и заместитель председателя,назначен,,бессрочно,
Кобец Юрий Викторович,суд г.Борисова,судья и заместитель председателя,освобожден,,,
Яскович Виктор Константинович,06-007-03-01,судья,назначен,,бессрочно,
Яскович Виктор Константинович,06-007-03-01,судья по административным делам,освобожден,,,
Хвойницкая Жанна Анатольевна,07-001-03-01,судья,назначен,,бессрочно,




