ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Григорович Владимир Владимирович,Белорусский военный суд,судья и заместитель,назначить,,бессрочно,
Григорович Владимир Владимирович,Бобруйский межгарнизонный военный суд,судья и председатель,освободить,,,
Петраш Александр Александрович,Минский межгарнизонный ввоенный суд,судья,назначен,,лет,5
Рутковский Юрий Иванович,Бобруйский межгарнизонный военный суд,председатель,назначен,,бессрочно,
Стальчинский Александр Иванович,Бобруйский межгарнизонный военный суд,судья,назначен,,лет,5
Алещенко Андрей Валерьевич,01-000-03-01,судья,назначен,,лет,5
Бобровский Петр Петрович,01-002-03-01,судья и председатель,назначен,,бессрочно,
Денисенко Елена Геннадьевна,01-002-03-01,судья,назначен,,лет,5
Карасинский Дмитрий Иосифович,01-018-03-01,судья и председатель,назначен,,бессрочно,
Карасинский Дмитрий Иосифович,01-005-03-01,судья,освобожден,,,
Карпова Елена Юрьевна,01-002-03-01,судья,назначен,,лет,5
Коберская Татьяна Александровна,01-012-03-01,судья,назначен,,лет,5
Кульбеда Ирина Вячеславовна,01-003-03-01,судья,назначен,,лет,5
Леванчук Мария Ильинична,01-002-03-02,заместитель председателя,назначен,,бессрочно,
Стадник Жанна Павловна,01-018-03-01,судья,назначен,,лет,5
Станкевич Леонтий Александрович,01-007-03-01,председатель,назначен,,бессрочно,
Харитонюк Константин Николаевич,01-000-03-01,судья,назначен,,лет,5
Бесецкий Владимир Георгиевич,02-015-03-01,судья,назначен,,лет,5
Бесецкий Владимир Георгиевич,02-003-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Балико Ольги Владимировны,,
Бондарев Сергей Александрович,02-000-03-01,судья,назначен,,бессрочно,
Бровко Наталья Александровна,02-002-03-03,судья,назначен,,лет,5
Вихотенко Елена Михайловна,02-008-03-01,судья,назначен,,лет,5
Вихотенко Елена Михайловна,02-008-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Носовой Александры Александровны,,
Дегода Роман Игоревич,02-002-03-01,заместитель председателя,назначен,,бессрочно,
Дегтярева Татьяна Валерьевна,02-001-03-01,заместитель председателя,назначен,,бессрочно,
Досова Инна Геннадьевна,02-018-03-01,председатель,назначен,,бессрочно,
Дубецкая Анна Григорьевна,02-002-03-03,судья,назначен,,лет,5
Зайцев Михаил Яковлевич,хозяйственный суд Витебской области,судья,назначен,,лет,5
Корытко Анатолий Викторович,02-016-03-01,председатель,назначен,,бессрочно,
Мартиросян Эдгар Вячеславович,02-000-03-01,судья,назначен,,бессрочно,
Мартиросян Эдгар Вячеславович,02-002-03-02,судья,освобожден,,,
Пискунович Ольга Васильевна,хозяйственный суд Витебской области,судья,назначен,,лет,5
Прейс Андрей Владимирович,02-002-03-03,судья,назначен,,лет,5
Протас Елена Сергеевна,02-002-03-02,судья,назначен,,лет,5
Протас Елена Сергеевна,02-002-03-02,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Жариковой Алеси Сергеевны,,
Римша Игорь Сергеевич,02-002-03-02,судья,назначен,,лет,5
Цыганкова Елена Михайловна,02-002-03-01,судья,назначен,,лет,5
Яскевич Ирина Вячеславовна,02-006-03-01,судья,назначен,,бессрочно,
Яскевич Ирина Вячеславовна,02-003-03-01,судья,освобожден,,,
Авсейцев Андрей Викторович,03-011-03-01,судья,назначен,,лет,5
Авсейцев Андрей Викторович,03-011-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Сильченко Инны Владимировны,,
Байдан Людмила Геннадьевна,хозяйственный суд Гомельской области,судья,назначен,,лет,5
Байдан Людмила Геннадьевна,хозяйственный суд Гомельской области,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Сушко Ольги Витальевны,,
Гормаш Людмила Брониславовна,03-016-03-01,председатель,назначен,,бессрочно,
Сильченко Инна Владимировна,03-009-03-01,судья,назначен,,лет,5
Сильченко Инна Владимировна,03-011-03-01,судья,освобожден,,,
Соловский Сергей Александрович,03-005-03-01,судья,назначен,,лет,5
Целуйко Андрей Николаевич,03-002-03-04,судья и заместитель председателя,назначен,,бессрочно,
Целуйко Андрей Николаевич,03-001-03-01,судья,освобожден,,,
Шитиков Сергей Алексеевич,03-000-03-01,судья,назначен,,бессрочно,
Шитиков Сергей Алексеевич,03-002-03-04,судья и заместитель председателя,освобожден,,,
Шурпо Светлана Сергеевна,03-018-03-01,заместитель председателя,назначен,,бессрочно,
Ященко Алексей Петрович,03-003-03-01,судья,назначен,,лет,5
Гринкевич Александр Антонович,04-000-03-01,председатель,назначен,,бессрочно,
Демещик Александр Викторович,04-013-03-01,председатель,назначен,,бессрочно,
Карих Наталья Валерьевна,04-002-03-01,судья,назначен,,лет,5
Карих Наталья Валерьевна,04-001-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Сафаревич Жанны Александровны,,
Корецкий Юрий Мирославович,04-017-03-01,судья,назначен,,лет,5
Лабор Светлана Викентьевна,04-006-03-01,судья,назначен,,лет,5
Ластовский Иван Стефанович,04-005-03-01,судья,назначен,,лет,5
Онуфреня Оксана Владимировна,04-016-03-01,судья,назначен,,лет,5
Петрова Елена Александровна,04-002-03-01,судья,назначен,,лет,5
Петрова Людмила Григорьевна,04-017-03-01,председатель,назначен,,бессрочно,
Афонский Сергей Николаевич,05-001-03-01,заместитель председателя,назначен,,бессрочно,
Василевский Сергей Вячеславович,05-017-03-01,судья и председатель,назначен,,лет,5
Василевский Сергей Вячеславович,05-010-03-01,судья,освобожден,,,
Данилова Анжелика Николаевна,05-000-03-01,судья,назначен,,бессрочно,
Данилова Анжелика Николаевна,05-017-03-01,судья и председатель,освобожден,,,
Дунаева Марина Чеславовна,05-016-03-01,судья,назначен,,бессрочно,
Казловский Александр Евгеньевич,05-019-03-01,судья,назначен,,лет,5
Казловский Александр Евгеньевич,05-019-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Яковлевой Людмилы Михайловны,,
Карпучок Татьяна Николаевна,05-010-03-01,председатель,назначен,,бессрочно,
Левкович Алексей Михайлович,05-000-03-01,судья,назначен,,бессрочно,
Левкович Алексей Михайлович,05-001-03-01,судья и заместитель председателя,освобожден,,,
Майстренко Татьяна Александровна,05-011-03-01,судья,назначен,,лет,5
Павленко Юлия Васильевна,05-018-03-01,заместитель председателя,назначен,,бессрочно,
Азаренко Елена Викторовна,06-014-03-01,председатель,назначен,,бессрочно,
Бобко Людмила Петровна,06-001-03-01,судья,назначен,,бессрочно,
Бобко Людмила Петровна,06-003-03-01,судья,освобожден,,,
Загорская Оксана Владимировна,06-004-03-01,судья,назначен,,лет,5
Загорская Оксана Владимировна,06-004-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Шепетовой Виктории Владимировны,,
Круголь Инна Андреевна,06-003-03-01,судья,назначен,,бессрочно,
Круголь Инна Андреевна,03-021-03-01,судья,освобожден,,,
Курилин Александр Михайлович,06-018-03-01,судья и председатель,назначен,,бессрочно,
Курилин Александр Михайлович,06-014-03-01,судья,освобожден,,,
Ларионова Маргарита Сергеевна,06-002-03-02,судья,назначен,,лет,5
Ларионова Маргарита Сергеевна,06-022-03-01,судья,освобожден,,,
Лопатина Валентина Степановна,06-002-03-01,заместитель председателя,назначен,,бессрочно,
Мазуров Сергей Валерьевич,06-002-03-01,судья,назначен,,лет,5
Павлова Валентина Амановна,06-004-03-01,судья и председатель,назначен,,бессрочно,
Павлова Валентина Амановна,06-018-03-01,судья и председатель,освобожден,,,
Пискунов Виталий Викторович,06-019-03-01,председатель,назначен,,бессрочно,
Ратникова Оксана Евгеньевна,06-002-03-01,судья,назначен,,лет,5
Ратникова Оксана Евгеньевна,06-002-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Костюк Татьяны Михайловны,,
Романов Александр Петрович,06-000-03-01,судья,назначен,,бессрочно,
Романов Александр Петрович,06-002-03-02,судья,освобожден,,,
Рубис Татьяна Николаевна,06-002-03-01,заместитель председателя,назначен,,бессрочно,
Русак Александр Михайлович,06-017-03-01,заместитель председателя,назначен,,бессрочно,
Силивестров Сергей Михайлович,06-022-03-01,судья,назначен,,лет,5
Теплова Ирина Леонидовна,06-000-03-01,судья,назначен,,лет,5
Теплова Ирина Леонидовна,06-002-03-02,судья,освобожден,,,
Шведов Игорь Александрович,06-002-03-01,судья,назначен,,лет,5
Шепетова Виктория Владимировна,06-002-03-02,судья,назначен,,бессрочно,
Шепетова Виктория Владимировна,06-004-03-01,судья,освобожден,,,
Барановский Андрей Федорович,хозяйственный суд г.Минска,судья,назначен,,лет,5
Барановский Андрей Федорович,07-005-03-01,судья,освобожден,,,
Денкевич Андрей Казимирович,07-009-03-01,судья,назначен,,лет,5
Драчева Наталья Ивановна,07-008-03-01,судья,назначен,на время нахождения в социальном отпуске Бушевой Алены Войтеховны,на период,
Залуцкая Ирина Владимировна,07-008-03-01,судья,назначен,,лет,5
Козырева Марина Валентиновна,07-002-03-01,судья,назначен,,лет,5
Лапко Максим Федорович,07-004-03-01,судья,назначен,,лет,5
Малькова Татьяна Михайловна,07-006-03-01,судья,назначен,,лет,5
Мысливец Наталия Генриховна,хозяйственный суд г.Минска,судья,назначен,на время нахождения в социальном отпуске Швед Светланы Михайловны,на период,
Астрейко Людмила Иосифовна,05-020-03-01,судья,освобожден,по собственному желанию,,
Бандык Пётр Петрович,04-000-03-01,судья,освобожден,выход в отставку,,
Белянин Виктор Владимирович,07-004-03-01,судья,освобожден,систематические дисциплинарные нарушения,,
Гаврилюк Нина Ивановна,06-002-03-01,судья,освобожден,выход в отставку,,
Гарусов Сергей Васильевич,хозяйственный суд Минской области,судья,освобожден,по собственному желанию,,
Головенчик Снежана Анатольевна,03-009-03-01,судья,освобожден,по собственному желанию,,
Грекова Валентина Михайловна,03-016-03-01,председатель,освобожден,истечение срока полномочий 
Грекова Валентина Михайловна,03-016-03-01,судья,оставлен в должности,,
Далинчук Светлана Фёдоровна,05-000-03-01,судья,освобожден,выход в отставку,,
Исаченко Екатерина Викторовна,07-007-03-01,судья,освобожден,истечение срока полномочий,,
Карповская Тамара Ивановна,06-003-03-01,судья,освобожден,выход в отставку,,
Кежун Алена Владимировна,07-007-03-01,судья,освобожден,по собственному желанию,,
Ковалева Валентина Владимировна,02-002-03-01,заместитель председателя,освобожден,истечение срока полномочий,, 
Ковалева Валентина Владимировна,02-002-03-01,судья,оставлен в должности,,
Корзубова Елена Григорьевна,07-008-03-01,судья,освобожден,истечение срока полномочий,,
Коршун Светлана Александровна,01-015-03-01,судья,освобожден,перевод на другую работу,,
Кошко Игорь Леонидович,04-010-03-01,заместитель председателя,освобожден,по собственному желанию,,
Кошко Игорь Леонидович,04-010-03-01,судья,оставлен в должности,,
Миронюк Олег Степанович,01-002-03-01,заместитель председателя,освобожден,истечение срока полномочий,,
Миронюк Олег Степанович,01-002-03-01,судья,оставлен в должности,,
Назаренко Василий Андреевич,05-002-03-01,судья,освобожден,выход в отставку,,
Неверовский Александр Владимирович,Белорусский военный суд,судья,освобожден,выход в отставку,,
Прокопик Анатолий Михайлович,04-002-03-01,судья,освобожден,выход в отставку,,
Рубис Нина Ивановна,06-001-03-01,судья,освобожден,выход в отставку,,
Свитык Виктория Сергеевна,02-015-03-01,судья,освобожден,истечение срока полномочий,,
Сенченко Вера Петровна,02-006-03-01,судья,освобожден,выход в отставку,,
Скоморощенко Игорь Петрович,Белорусский военный суд,судья,освобожден,по собственному желанию,,
Слепцова Елена Алексеевна,02-014-03-01,судья,освобожден,истечение срока полномочий,,
Стефановский Игорь Эдуардович,Белорусский военный суд,судья,освобожден,по собственному желанию,,
Торопина Наталья Вячеславовна,01-003-03-01,судья,освобожден,истечение срока полномочий,,
Туленкова Анна Михайловна,06-002-03-01,судья,освобожден,выход в отставку,,
Хаткевич Елена Владимировна,05-007-03-01,судья,освобожден,выход в отставку,,
Циунчик Виктор Иосифович,04-005-03-01,судья,освобожден,выход в отставку,,
Шулейко Елена Ивановна,хозяйственный суд г. Минска,судья и заместитель председателя,освобожден,выход в отставку,,
Шупиков Андрей Валентиновича,05-000-03-01,судья,освобожден,выход в отставку,,
Ефремов Андрей Петрович,05-002-03-01,заместитель председателя,включить,состав президиума,,бессрочно,







