ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Дроздовская Кэтрин Дениза Мигель Анхель,05-002-03-02,судья,назначен,,лет,5
Пигуль Анна Михайловна,05-002-03-02,судья,назначен,,лет,5
Руденко Александр Анатольевич,07-004-03-01,судья и заместитель председателя,назначен,,лет,5
Запасник Марина Святославовна,07-002-03-01,судья и заместитель председателя,назначен,,лет,5
Кособуцкая Инна Анатольевна,07-003-03-01,судья,назначен,,лет,5
Смолина Светлана Викторовна,07-003-03-01,судья,назначен,,лет,5
Кацер Сергей Александрович,07-003-03-01,судья,назначен,,лет,5
Бушева Алена Войтеховна,07-008-03-01,судья,назначен,,лет,5
Черепович Светлана Иосифовна,07-006-03-01,судья,назначен,,лет,5
Лободин Павел Олегович,07-006-03-01,судья,назначен,на время нахождения в социальном отпуске Черникович Ольги Михайловны,на период,
Картавенко Елена Валерьевна,06-000-03-01,судья,назначен,,лет,5
Закржевская Виолетта Игоревна,06-000-03-01,судья,назначен,,лет,5
Закржевская Виолетта Игоревна,06-003-03-01,судья,освобожден,,,
Шведов Андрей Викторович,06-000-03-01,судья,назначен,,лет,5
Шведов Андрей Викторович,06-002-03-01,судья,освобожден,,,
Кичигин Денис Александрович,06-000-03-01,судья,назначен,,лет,5
Кичигин Денис Александрович,06-002-03-02,судья,освобожден,,,
Ланчева Ирина Рамизовна,06-000-03-01,судья,назначен,,лет,5
Ланчева Ирина Рамизовна,06-002-03-01,судья,освобожден,,,
Рахманенко Татьяна Викторовна,06-002-03-01,судья,назначен,,лет,5
Рахманенко Татьяна Викторовна,06-005-03-01,судья,освобожден,,,
Мазуров Валерий Владимирович,06-002-03-01,судья и председатель,назначен,,бессрочно,
Мазуров Валерий Владимирович,06-002-03-02,судья и председатель,освобожден,,,
Иванков Александр Иванович,06-002-03-02,судья и председатель,назначен,,бессрочно,
Иванков Александр Иванович,06-000-03-01,судья,освобожден,,,
Кравченко Ольга Викторовна,06-002-03-02,судья,назначен,,лет,5
Галковский Василий Александрович,06-003-03-01,судья,назначен,,лет,5
Осипенко Анна Михайловна,06-003-03-01,судья,назначен,,лет,5
Кренжиевский Дмитрий Сергеевич,06-003-03-01,судья,назначен,,лет,5
Кренжиевский Дмитрий Сергеевич,06-016-03-01,судья,освобожден,,,
Арешко Владимир Викторович,05-000-03-01,судья,назначен,,лет,5
Арешко Владимир Викторович,05-018-03-01,судья,освобожден,,,
Гордейчук Денис Николаевич,05-000-03-02,судья,назначен,,лет,5
Шевцов Виктор Герасимович,05-001-03-01,судья,назначен,,лет,5
Адамицкая Людмила Николаевна,05-018-03-01,судья,назначен,,лет,5
Шиман Татьяна Леонидовна,05-005-03-01,судья,назначен,,лет,5
Крупец Сергей Николаевич,05-008-03-01,судья,назначен,,лет,5
Рябой Валерий Александрович,05-020-03-01,судья,назначен,,лет,5
Синявский Дмитрий Владимирович,05-014-03-01,судья и председатель,назначен,,лет,5
Синявский Дмитрий Владимирович,05-014-03-01,заместитель председателя,освобожден,,,
Дубовик Ольга Анатольевна,05-014-03-01,судья,назначен,,лет,5
Дубовик Ольга Анатольевна,05-014-03-01,заместитель председателя,освобожден,,,
Герман Наталья Валерьевна,05-014-03-01,судья и заместитель председателя,назначен,,лет,5
Логачёв Олег Викторович,05-014-03-01,судья и заместитель председателя,назначен,,бессрочно,
Логачёв Олег Викторович,05-016-03-01,судья и председатель суда,освобожден,,,
Гвозд Дмитрий Александрович,05-016-03-01,судья и председатель,назначен,,бессрочно,
Муковозчик Анна Николаевна,05-003-03-01,судья,назначен,,лет,5
Нестеревская Татьяна Сергеевна,05-007-03-01,председатель суда,назначен,,бессрочно,
Король Эдуард Леонтьевич,04-000-03-02,судья,назначен,,лет,5
Янковский Владимир Николаевич,04-002-03-01,судья и председатель,назначен,,бессрочно,
Янковский Владимир Николаевич,04-000-03-01,судья,освобожден,,,
Бальцевич Елена Викторовна,04-010-03-01,судья,назначен,,лет,5
Страшкевич Вита Станиславовна,04-017-03-01,судья,назначен,,лет,5
Гапонов Артём Васильевич,03-000-03-02,судья,назначен,,лет,5
Сужаев Александр Владимирович,03-002-03-04,судья и председатель,назначен,,бессрочно,
Сужаев Александр Владимирович,03-000-03-01,судья,освобожден,,,
Шевель Геннадий Владимирович,03-018-03-01,судья и председатель,назначен,,лет,5
Шевель Геннадий Владимирович,03-017-03-01,судья и председатель,освобожден,,,
Буглак Марина Николаевна,03-014-03-01,судья,назначен,,лет,5
Буглак Марина Николаевна,06-003-03-01,судья,освобожден,,,
Царук Руслан Витальевич,03-000-03-01,судья,назначен,,лет,5
Царук Руслан Витальевич,03-020-03-01,судья,освобожден,,,
Покровская Ольга Михайловна,03-019-03-01,судья,назначен,,лет,5
Лукьянова Светлана Владимировна,03-006-03-01,судья,назначен,,лет,5
Богданик Андрей Григорьевич,03-008-03-01,судья и председатель,назначен,,лет,5
Богданик Андрей Григорьевич,03-017-03-01,судья,освобожден,,,
