Код комиссии,"1. Агульная колькасць выбаршчыкаў на ўчастку (вызначаецца па спісу грамадзян, якія маюць права ўдзельнічаць у выбарах)","2. Колькасць выбаршчыкаў, якія атрымалі бюлетэні (вызначаецца шляхам падліку подпісаў выбаршчыкаў у спісе грамадзян, якія маюць права ўдзельнічаць у выбарах","3. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні (вызначаецца шляхам падліку бюлетэняў, якія знаходзіліся ў скрынках для галасавання)","3.1. Колькасць выбаршчыкаў, якія прынялі ўдзел у датэрміновым галасаванні","3.2. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні па месцы знаходжання","3.3. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні ў дзень выбараў у памяшканні ўчастка для галасавання",Дмитриев Андрей Владимирович,Канопацкая Анна Анатольевна,Лукашенко Александр Григорьевич,Тихановская Светлана Георгиевна,Черечень Сергей Владимирович,"5. Колькасць галасоў, пададзеных за кандыдата (кандыдатаў), які (якiя) выбыў (выбылі) у перыяд датэрміновага галасавання","6. Колькасць галасоў, пададзеных супраць усiх кандыдатаў","7. Колькасць галасоў, пададзеных супраць кандыдата, калi галасаванне праводзілася па адной кандыдатуры","8. Колькасць бюлетэняў, прызнаных несапраўднымі","9. Колькасць бюлетэняў, атрыманых участковай выбарчай камісіяй",10. Колькасць сапсаваных бюлетэняў,11. Колькасць нявыкарыстаных (пагашаных) бюлетэняў,Вложение 1,Вложение 2,Вложение 3,Вложение 4,Вложение 5,Вложение 6,Вложение 7,Комментарий,,
07-006-0067,2414,1616,1612,1001,53,558,47,67,1013,341,39,,8,,97,2537,3,918,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0067_b00ec911603b169f4162a809379f76e526a518e6,,,,,,,,,
07-006-0068,2025,1369,1367,1078,57,232,38,58,855,102,34,,197,,83,2128,3,756,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0068_20747f894bcb93f75e680aa0ac5c8dd16520e756,,,,,,,одна страница,,
07-006-0069,2622,1772,1769,1057,11,701,51,75,1102,139,44,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/jos07lknwjpth380utmbm11mnowi,,,,,,,одна страница,,
07-006-0070,2552,1996,1994,639,3,1352,56,75,686,1023,43,,101,,10,2682,5,682,https://elections2020by.s3.eu-north-1.amazonaws.com/bwmzhyvmjh04li9tv8raje888oil,https://elections2020by.s3.eu-north-1.amazonaws.com/593_6e2060890733d800598a,,,,,,,,
07-006-0071,2409,2006,2003,975,8,1020,47,71,794,725,39,,225,,102,2531,4,521,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0071_a4e2e534576ecd1127f0296a2392f1116d74e751,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0071_964cb335de4df9b05751894bb7f942ab21c4558c,,,,,,,,
07-006-0072,2578,1738,1736,1039,73,624,51,73,606,605,39,,246,,116,2709,3,968,https://elections2020by.s3.eu-north-1.amazonaws.com/tmexo8gh9zkcz9frtj4i78agz8m6,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0072_a29f6e14ff58fa254e04ce21f97818fce21675b8,,,,,,одна страница,,
07-006-0073,2567,1730,1727,1033,52,642,49,75,1074,383,46,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/0houn54upomgg6pt7zyvvoh76zc0,,,,,,,одна страница,,
07-006-0074,2770,2059,2056,1097,13,946,53,83,1166,343,49,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0074_e0751377bc0f9fa111765293a5075df3256a604d,https://elections2020by.s3.eu-north-1.amazonaws.com/ypxu0tya4vnr5wamrwvd5x1aq1e0,,,,,,одна страница, не указан номер участка, большой остаток не проголосовавших за кандидатов - 705
07-006-0075,3021,2027,2025,1179,72,774,59,63,1276,433,51,,17,,126,3174,1,1146,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0075_0a95537cee3f69e02802d4eea25661588fdaf524,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0075_d4dbc49776b22eafcf095194bf6d9fd75c9da798,,,,,,в протоколе не указан номер участка,,
07-006-0076,3025,2326,2324,1195,11,1118,57,68,998,731,49,,298,,113,3178,13,851,https://elections2020by.s3.eu-north-1.amazonaws.com/599_10b3745aff1e41e683b7,https://elections2020by.s3.eu-north-1.amazonaws.com/599_386c5e3f02de501c3015,,,,,,,,
07-007-0004,1884,1327,1268,625,29,614,17,27,821,90,13,,197,,103,1975,14,634,https://elections2020by.s3.eu-north-1.amazonaws.com/vpwz5g1yymls95q8sfnjvr7zj3zw,,,,,,,нет подписей,,
07-007-0005,1545,1082,1064,534,25,505,15,20,698,149,11,,79,,92,1620,2,536,https://elections2020by.s3.eu-north-1.amazonaws.com/hwmb2ydc2s14ism7ifhmt9h4zact,,,,,,,"7 - невидно, подписей нет",,
07-007-0006,829,587,564,284,32,248,7,26,372,76,7,,38,,38,870,12,271,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-007-0006_d8464eb02bd2bbebbc60ba6e14119bb1d3b9004a,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-007-0006_e0155bc6946865bcc10319ff91fd6f25eaf86d39,,,,,,,,
07-007-0014,1281,898,884,425,32,427,13,17,586,130,15,,67,,56,1345,15,432,https://elections2020by.s3.eu-north-1.amazonaws.com/ex91o7ich590rr8wgz25071ludh1,https://elections2020by.s3.eu-north-1.amazonaws.com/pts2hzjw3ehdtl9t7splgjh8pl6t,,,,,,,,
07-007-0015,1432,1023,983,474,33,476,11,26,653,146,18,,76,,53,1500,16,461,https://elections2020by.s3.eu-north-1.amazonaws.com/k5nzzcrnikqb9s3msg8oo3iagkdf,https://elections2020by.s3.eu-north-1.amazonaws.com/42n0ovmqng0hnc00nv825r5arzd3,,,,,,,,
07-007-0016,1468,1016,986,516,47,423,14,37,642,140,17,,80,,56,1540,74,450,https://elections2020by.s3.eu-north-1.amazonaws.com/8uik7lqhsjbomsahcnzi3h6bwq5t,,,,,,,,,
07-007-0017,1043,718,704,346,38,320,11,21,465,94,12,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/p5w736c48e6uet7hmov1jmc31ihr,,,,,,,,,
07-007-0018,1537,1267,1046,331,42,915,17,25,687,136,14,,170,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/617_404db53d36ac396c883f,https://elections2020by.s3.eu-north-1.amazonaws.com/617_7f52809cf2190c8d3695,,,,,,одна страница,,
07-007-0019,1364,949,931,425,9,497,13,27,611,141,11,,75,,53,1430,1,480,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-007-0019_137671b10aeca14284e2af8221ccb6d1e6ac9a2e,https://elections2020by.s3.eu-north-1.amazonaws.com/26lbfntp0rx1xphs1wqxbbg0ne4n,,,,,,,,
07-007-0020,2198,1462,1434,752,43,639,19,32,942,207,15,,114,,105,2305,6,837,https://elections2020by.s3.eu-north-1.amazonaws.com/35kjxb06xmg5x0ggo9kuajm3pta7,https://elections2020by.s3.eu-north-1.amazonaws.com/pejvfy5sopcpi6dnftyfi7n2fzah,,,,,,,,
07-007-0021,2188,1498,1426,749,1,676,22,29,921,206,7,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-007-0001_b3f00143208db2579a5bf81502f31caaaa628ac1,,,,,,,одна страница,,
07-007-0022,2052,1498,1414,706,44,664,18,32,895,226,9,,126,,108,2150,35,617,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-007-0022_043daaa3185893699638c3f258fe9ea394ee0115,https://elections2020by.s3.eu-north-1.amazonaws.com/0yigasm9do14ee5p5uttyexii8ze,,,,,,нет имен и подписей комиссии,,
07-007-0023,1936,1312,1294,646,36,612,15,18,832,189,11,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/s5457qnxfft61wuza5zli6h2i695,,,,,,,,,
07-007-0024,1044,715,701,345,25,331,10,21,467,99,7,,48,,49,1095,16,364,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-007-0024_873da12b9e25f8863e5c8ec7bdaa4648006be9c9,https://elections2020by.s3.eu-north-1.amazonaws.com/db7ill0y662rf0jgh19fb2y4znq9,,,,,,нет имен и подписей.,,
07-007-0027,1887,1282,1265,643,8,614,21,25,815,185,12,,87,,120,1980,26,672,https://elections2020by.s3.eu-north-1.amazonaws.com/kelo5axus6yc97filt3hzm2udrl6,,,,,,,нет подписи,,
07-007-0028,1062,711,698,394,2,302,19,24,472,91,5,,34,,53,1110,5,394,https://elections2020by.s3.eu-north-1.amazonaws.com/imqysgifd8jkhlkoj7m7g2xt1m4l,,,,,,,нет подписи,,
07-007-0029,1762,1221,1207,612,29,566,21,29,779,172,12,,93,,101,1850,76,553,https://elections2020by.s3.eu-north-1.amazonaws.com/eihag83szm5j6dys98qmgi0zv9dd,https://elections2020by.s3.eu-north-1.amazonaws.com/fj3p603k3xzge7uix8co4uxi6thq,,,,,,нет подписи,,
07-007-0030,1791,1236,1214,596,38,580,16,35,815,179,8,,102,,59,1880,74,570,https://elections2020by.s3.eu-north-1.amazonaws.com/629_78c6dbddb3be0fa28e8e,,,,,,,нет подписей,,
07-007-0031,1529,1091,1052,510,37,505,13,16,668,164,9,,79,,103,1605,78,436,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-007-0031_a685e2fbdf980f00f984773358970d3270a93dd1,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-007-0031_4342ffafa5e99bed0f026580a4a66d7999d3100f,,,,,,Нет подписей,,
07-007-0033,1935,1335,1319,677,41,601,21,35,847,180,13,,91,,132,2030,5,690,https://drive.google.com/file/d/1KVQNIqSk5Z9QdapA36UI2taL1CMfgqJO/view,https://drive.google.com/file/d/1zxW3ha1mbAxAZAQ1ZVHlYNfH5mSiFy3Z/view,,,,,,,,
07-007-0034,2122,2022,2018,719,33,1266,22,31,1941,231,11,,,,402,2245,15,,https://elections2020by.s3.eu-north-1.amazonaws.com/v0c9rc935pijov8udtxhse8ga5bj,https://elections2020by.s3.eu-north-1.amazonaws.com/yyhxidv59z0p16k0fd5gh7a4o1vw,,,,,,"Непонятно, сколько у Дмитриева и Канопацкой",,
07-007-0035,1849,1304,1243,605,27,611,15,28,796,218,5,,129,,52,1940,11,625,https://elections2020by.s3.eu-north-1.amazonaws.com/531s0sfpt2fsj7aj5cxgeb8qb4e5,,,,,,,,,
07-007-0036,2020,1384,1365,688,38,639,19,31,899,223,8,,128,,57,2120,84,652,https://elections2020by.s3.eu-north-1.amazonaws.com/635_1d6bb2a573958f3f6066,,,,,,,нет подписи,,
07-007-0037,2131,2109,2100,391,20,1689,27,32,912,482,6,,105,,125,2235,72,742,https://elections2020by.s3.eu-north-1.amazonaws.com/636_d3aba03130455cc4cb30,,,,,,,нет подписи,,
07-007-0038,1764,1226,1208,583,35,590,15,29,796,182,10,,93,,83,1850,7,617,https://elections2020by.s3.eu-north-1.amazonaws.com/637_8024b5d70fa54758e26d,https://elections2020by.s3.eu-north-1.amazonaws.com/637_688617ca95079c174569,,,,,,,,
07-007-0039,1198,854,832,394,46,392,12,28,552,113,17,,56,,54,1255,73,328,https://elections2020by.s3.eu-north-1.amazonaws.com/35wbasobo8yhb308k3sz8xjkyykq,https://elections2020by.s3.eu-north-1.amazonaws.com/37dx7bpym9tm3qlc2kk7h3z8pg2c,,,,,,одна страница,,
07-007-0042,1944,1309,1289,649,27,613,15,32,838,187,8,,89,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/pz3029fadqh3vdzcytoavcp376mm,,,,,,,одна страница,,
07-007-0043,1067,719,701,385,31,285,18,27,466,88,4,,39,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/ljlkrhe1w5qxrzktzll42vm7wy33,,,,,,,одна страница,,
07-007-0046,1721,1206,1186,583,28,575,10,24,767,85,7,,198,,95,1805,79,520,https://elections2020by.s3.eu-north-1.amazonaws.com/s7j1vsuk421l53htef40poyn8866,https://elections2020by.s3.eu-north-1.amazonaws.com/9at124tbjfbsdn1mztu0ad6p276j,,,,,,одна страница,,
07-007-0049,1661,1132,1117,565,32,520,19,25,728,159,16,,87,,83,1740,15,593,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-007-0049_ea2a6a2164fae2a5a86c658a9d06e7281c73a0f6,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-007-0049_8dbbaf39cca038ba17e9b45775fe690fe9c2725b,https://elections2020by.s3.eu-north-1.amazonaws.com/203_9697258317a2cfb7487e,,,,,нет подписей.,,
07-007-0050,1030,722,694,346,25,323,17,16,446,99,13,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/2krhpkyfipnsjae8qkgmqrkfrext,,,,,,,одна страница,,
07-007-0051,931,641,622,318,22,282,15,28,398,84,17,,35,,45,975,7,327,https://elections2020by.s3.eu-north-1.amazonaws.com/c8g51wldjhpupl57610c7gd8ytbc,,,,,,,нет подписи,,
07-007-0052,1364,914,893,463,32,398,11,21,597,125,11,,70,,58,1430,7,509,https://elections2020by.s3.eu-north-1.amazonaws.com/xebp60bhicydh7glhs54mfmrkbf2,,,,,,,,,
07-007-0055,2066,1404,1368,690,9,669,19,20,898,197,19,,111,,104,2165,13,748,https://drive.google.com/file/d/1N9jHzlXGIMc24h_UdKR57ysqRWmW7vlD/view,,,,,,,,,
07-007-0057,1214,829,814,425,37,352,12,24,549,113,9,,48,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/ft899gw6k3voaqpl9n3qmlbc954l,,,,,,,нет второй страницы.,,
07-007-0058,1429,950,931,499,30,402,15,20,611,138,18,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/657_446a6729393328a35851,,,,,,,нет второй страницы.,,
07-007-0061,1234,851,823,427,32,364,11,21,559,115,9,,91,,132,2030,5,690,https://elections2020by.s3.eu-north-1.amazonaws.com/l2yejzijzh332s1d0rxywxewnw7e,https://elections2020by.s3.eu-north-1.amazonaws.com/k4b008p5a6oljovd317vn5btbdxj,,,,,,нет подписей,,
07-007-0062,1113,762,741,158,6,577,15,19,487,106,11,,49,,54,1165,78,325,https://elections2020by.s3.eu-north-1.amazonaws.com/xjclt0tt8pc944xquijpc0glq2qs,https://elections2020by.s3.eu-north-1.amazonaws.com/bukc7r5lnm49z40zd16ie75wesiy,,,,,,нет подписи,,
07-007-0063,1538,1047,1003,532,49,422,18,28,655,151,19,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/c5877wwquus9wupzt9gp0mtvc4si,,,,,,,одна страница,,
07-007-0066,1051,732,714,388,28,298,11,21,471,94,17,,45,,55,1100,3,365,https://elections2020by.s3.eu-north-1.amazonaws.com/f9ewk6szl19exbo4m7qopczjq69i,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-007-0066_55308549a63e111c10562c71fd1076468b618454,,,,,,Одна фотография.,,
07-007-0067,1702,1205,1162,596,26,540,15,29,768,162,15,,79,,94,1785,15,565,https://elections2020by.s3.eu-north-1.amazonaws.com/666_0d398ea7d60912e54adf,,,,,,,Вместо подписей написано слово подпись. Заполнял один человек.,,
07-007-0068,1196,816,795,406,32,357,20,17,527,113,14,,51,,53,1255,4,435,https://drive.google.com/file/d/1TG89iqm77O6Wvl2nSxwdgTaVLfRsD4g0/view,https://drive.google.com/file/d/1D-EMq69ZIGZWzanf3ypKvJ4AVT51URdY/view,,,,,,нет подписей. пункты 8 и 9 не видны,,
07-008-0006,2271,1678,1676,831,19,826,71,94,1060,106,81,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/zw10qobk0rd4qye0rr0j9ic07nhr,,,,,,,одна страница,,
07-008-0007,2182,1524,1522,764,15,743,25,55,1041,118,84,,172,,27,2290,3,763,https://elections2020by.s3.eu-north-1.amazonaws.com/0dwusdyc4wqbjepk9vxr3x2ymlep,https://elections2020by.s3.eu-north-1.amazonaws.com/eahuirb2zzt93oi5f7gfgw18z34t,,,,,,нет подписей,,
07-008-0010,2700,2488,2487,940,9,1538,56,23,799,1369,56,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/qwz9fgryz8ggz1sco8ynrmjrussi,,,,,,,,,
07-008-0013,2451,1803,1799,743,9,1047,64,56,1137,95,51,,249,,147,2580,4,773,https://elections2020by.s3.eu-north-1.amazonaws.com/5jf4afmykzdpuimtknjl2l9y0u92,,,,,,,нет подписи на протоколе,,
07-008-0014,2274,1606,1602,786,10,806,12,82,1109,117,24,,236,,22,2390,6,778,https://elections2020by.s3.eu-north-1.amazonaws.com/vw5zeuaturmhyd67g1spy8x6tzbr,,,,,,,без подписи,,
07-008-0021,2727,1917,1914,989,12,913,52,39,1221,154,27,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/9fztejq8ijbf8diztjp69jx3j6jy,,,,,,,,,
07-008-0022,2803,1962,1959,1014,9,936,26,27,1328,126,79,,342,,31,2940,4,974,https://elections2020by.s3.eu-north-1.amazonaws.com/ldtbli42mrus28pk33i9zavfni0e,https://elections2020by.s3.eu-north-1.amazonaws.com/qtrft6f2abt72l2brjdfcb3rzpbf,https://elections2020by.s3.eu-north-1.amazonaws.com/v7tbda45ib2c5agt7icgj7eoxnhe,,,,,подписи,,
07-008-0030,1870,1312,1306,636,22,648,16,28,918,295,12,,21,,16,2000,6,682,https://elections2020by.s3.eu-north-1.amazonaws.com/w537ddl9vcj6nscp4b3eh28zedt5,,,,,,,нет подписей и имен членов комиссии.,,
07-008-0031,1726,1237,1234,601,9,624,9,19,859,176,13,,122,,36,2000,4,759,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-008-0031_219a08295e23c0d577ea08292c71f96b9c3197d8,https://elections2020by.s3.eu-north-1.amazonaws.com/4cej9ez7mcgcreysmeys1ag5c2e0,,,,,,нет подписей,,
07-008-0032,1875,1315,1313,662,8,643,26,40,930,77,16,,207,,17,2000,5,687,https://elections2020by.s3.eu-north-1.amazonaws.com/tdq0h1z99xa751prdsaoc80tm41p,,,,,,,Нет подписей и имен членов комиссии.,,
07-008-0033,1874,1327,1324,677,10,637,36,41,892,198,13,,117,,27,2000,6,667,https://elections2020by.s3.eu-north-1.amazonaws.com/3murm6jkehez886spabamjn9djol,,,,,,,Нет подписей и имен членов комиссии.,,
07-008-0034,1975,1368,1366,704,11,651,26,52,752,39,27,,199,,24,1980,7,605,https://elections2020by.s3.eu-north-1.amazonaws.com/701_362cd2f54296f1ba9176,,,,,,,нет имен и подписей,,
07-008-0035,2672,1918,1915,919,13,983,46,53,1345,110,11,,308,,42,2700,5,777,https://elections2020by.s3.eu-north-1.amazonaws.com/pbev7lsez39rjeq0nh450id38met,,,,,,,Нет имен и подписей.,,
07-008-0042,1714,1219,1216,626,7,583,26,27,843,270,19,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/91vjh9zrwv4xe7r8e2pn07idimqa,,,,,,,одна страница,,
07-008-0044,1684,1156,1154,586,8,560,18,34,705,347,12,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1oocrvdfztkawo1ujiafdhlu9cz8,,,,,,,одна страница,,
07-008-0047,1415,976,974,483,5,486,17,35,575,150,23,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/0im95vu83ekhwns5ky68e69cxdpy,,,,,,,,,
07-008-0048,1986,1375,1372,712,12,648,32,45,834,286,35,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/rzdfswtbvhy4s09o7w52oypciufq,,,,,,,,,
07-008-0049,2002,1399,1397,681,11,705,29,42,970,232,27,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/bmk81xrlnhzhuyny8ep7z1v7mtzn,,,,,,,,,
07-008-0050,2069,1360,1358,697,8,653,38,38,914,85,16,,235,,32,2170,5,805,https://elections2020by.s3.eu-north-1.amazonaws.com/717_1f817a3c28c90cf6f6db,https://elections2020by.s3.eu-north-1.amazonaws.com/717_7a8bfce96dd865ae93ad,,,,,,нет имен и подписей.,,
07-008-0051,2039,1384,1380,715,12,653,42,16,937,96,61,,204,,24,2140,5,751,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-008-0051_a4d12fd12d34b6a36ff7294dd49b02e8eab356fc,,,,,,,"Два участка в одном фото. Я заполнил 51, нужен id для участка 50",,
07-008-0052,2207,2238,2238,751,16,1467,37,24,880,1091,46,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/62fz9wflmhqm5kkac5ukc1kmdfjr,,,,,,,одна страница,,
07-008-0053,2380,1642,1641,799,9,833,29,37,518,735,59,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5j586c0lxyseu12i6j15wlmf8s3m,,,,,,,одна страница,,
07-008-0054,1985,1389,1386,678,8,700,36,58,922,119,25,,195,,31,2080,3,688,https://elections2020by.s3.eu-north-1.amazonaws.com/8t9z8me4xzcrjsczqm8ubdb7j2xa,https://elections2020by.s3.eu-north-1.amazonaws.com/fafqpjmj13954e5pxusi3f487fem,,,,,,,,
07-008-0055,2077,1385,1382,729,11,642,95,82,863,125,11,,190,,16,2180,5,790,https://elections2020by.s3.eu-north-1.amazonaws.com/rldo9ce65a5xhlbydb8z9xacz4xn,https://elections2020by.s3.eu-north-1.amazonaws.com/eynub7rgcxa5l0ehbi7457413kcg,,,,,,нет подписи,,
07-008-0056,2388,1650,1648,821,13,814,46,64,1064,151,65,,211,,47,2500,5,845,https://elections2020by.s3.eu-north-1.amazonaws.com/723_016f52b07fcbe63b8448,https://elections2020by.s3.eu-north-1.amazonaws.com/7donnk4rejr896m5zc8lkkkno9pj,,,,,,одна страница,,
07-008-0057,2295,1578,1575,780,9,786,35,35,815,539,23,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/0ra523tnqblqd72c6f0n23diy3wx,,,,,,,одна страница,,
07-008-0058,1770,1219,1217,611,9,597,52,35,736,331,31,,13,,19,1850,4,627,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-008-0058_8a53d5776500a8ca9f5475697541fff2ad41a56d,,,,,,,нет подписи,,
07-008-0059,1677,1142,1140,553,6,581,62,64,651,215,46,,54,,48,1750,3,605,https://elections2020by.s3.eu-north-1.amazonaws.com/726_458b6bafe33cac6fd4c6,,,,,,,нет подписи,,
07-008-0064,2336,1589,1586,756,12,818,53,50,890,277,36,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/ln083b6ziy4qziswqt0aazztqtso,,,,,,,"пункт 3.3 не разборчиво, нет одной страницы",,
07-008-0068,2870,1970,1968,983,17,968,38,63,1324,117,20,,317,,69,3100,8,1122,https://elections2020by.s3.eu-north-1.amazonaws.com/ejbgqem9kx2vrkdwura1m5f8uik6,,,,,,,спрятали подписи,,
07-008-0069,2759,1919,1914,961,15,938,84,49,1179,115,75,,366,,46,3000,7,1074,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-008-0069_cfde50bc582fe1350bc2a9b426924207a0594d5d,,,,,,,нет подписи,,
07-008-0070,4053,2463,2513,315,7,1997,34,21,255,1979,30,,181,,13,3050,8,579,https://elections2020by.s3.eu-north-1.amazonaws.com/737_35743d937ea17eff7a55,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-008-0070_6f86dfd0aca26caac198b006262ddb5bd06747d1,,,,,,,,
07-008-0071,1508,1042,1038,512,9,517,22,43,719,86,10,,132,,26,1700,3,655,https://drive.google.com/file/d/1urWM36ykXiLigmZNJP3e_OkRME_cnOte/view,https://drive.google.com/file/d/1CDbCHgJK21auPSBzLUUSyj-LS1FDEN9c/view,,,,,,,,
07-008-0073,1733,1403,1401,607,10,784,17,19,921,189,24,,218,,13,1800,4,393,https://drive.google.com/file/d/1rTGl2BZzdUoTEli79-p0Bu7h1tNCHGlw/view,,,,,,,Нет подписей и имен членов комиссии.,,
07-008-0074,2746,1914,1911,966,12,933,61,62,1217,109,78,,315,,69,3000,7,1079,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-008-0074_c4be2a816cea784588270a90db847c0622deca21,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-008-0074_d61d09a18500db0ed0f95c323f174c71ed0757e9,,,,,,,,
07-008-0075,2118,1489,1486,741,17,728,16,27,813,523,11,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/gom0jybjv9csb6u97m3vltvklhll,,,,,,,нет одной страницы,,
07-008-0076,1509,1035,1031,513,18,500,8,19,705,73,47,,137,,42,1580,3,542,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-008-0076_583f04670d512211de695c4254bdce271b4b52b6,,,,,,,"пункт 9 не разборчив, нет подписей",,
07-008-0077,1775,1230,1228,623,17,588,34,26,835,90,13,,802,,28,1860,4,626,https://drive.google.com/file/d/1r89bjeCQOOA2hv-RPo8XpHH3lA5HE3vu/view,https://drive.google.com/file/d/1O6Q5GpQLhpKb_pLQvJo2fVu6lZVdtw74/view,,,,,,,,
07-008-0078,1376,945,943,472,10,461,12,8,665,67,19,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-008-0078_04e5f7c7e5fb4d8c0e50def46fa1feeff99eff47,,,,,,,нет второй страницы.,,
07-008-0079,2001,1397,1394,658,13,723,36,23,715,394,25,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/tq4tjj5cnc35507m633ocb2auakv,,,,,,,одна страница,,
07-008-0080,1901,1599,1595,561,23,1011,41,6,899,583,31,,3,,32,2000,7,394,https://elections2020by.s3.eu-north-1.amazonaws.com/747_2e67120f0569785e83e5-https://elections2020by.s3.eu-north-1.amazonaws.com/747_7d1f7f18cf3d7df7c0fe,,,,,,,нет подписи,,
07-008-0081,1814,1578,1575,649,7,919,12,25,838,597,34,,12,,57,1900,5,37,https://elections2020by.s3.eu-north-1.amazonaws.com/7mkgrecqxail9in9bphnbj6roagv,https://elections2020by.s3.eu-north-1.amazonaws.com/748_228a1c076325c2cde4de,,,,,,,,
07-008-0082,2102,1491,1484,726,10,748,46,22,1177,101,14,,85,,39,2200,8,701,https://elections2020by.s3.eu-north-1.amazonaws.com/djplyx7fb6sb4p1izgg4puyfos76,,,,,,,нет имен и подписей.,,
07-008-0083,1997,1391,1388,677,26,685,9,25,1081,148,19,,50,,56,2100,6,703,https://elections2020by.s3.eu-north-1.amazonaws.com/s40t90kw53umkrfn9hwq10qxuf0t,,,,,,,нет имен и подписей.,,
07-008-0084,2191,1515,1511,768,23,720,45,51,986,117,25,,229,,58,2300,4,781,https://elections2020by.s3.eu-north-1.amazonaws.com/751_2174d061c3ce9f58dc05,,,,,,,,,
07-008-0085,2380,1678,1675,101,24,250,52,54,1015,115,31,,393,,25,2500,3,819,https://elections2020by.s3.eu-north-1.amazonaws.com/752_bbd1dc524c74f7037c34,,,,,,,нет подписей,,
07-008-0086,2057,1429,1427,701,9,717,17,48,953,111,22,217,,59,2200,5,766,,https://elections2020by.s3.eu-north-1.amazonaws.com/rw35b7fmzgsrv58l4rek4cfz2oih,https://elections2020by.s3.eu-north-1.amazonaws.com/2et2p12dj1k4ud5f5wu82q2t2bcp,,,,,,"в протоколе цифры вписаны в неправильные строки, стр. 2",,
