ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Букато Игорь Ростиславович,07-000-00-02,судья,назначен,,бессрочно,
Букато Игорь Ростиславович,суд Минского района и г.Заславля,судья и заместитель председателя,освобожден,,,
Лупинович Александр Станиславович,07-000-00-02,судья,назначен,,бессрочно,
Лупинович Александр Станиславович,Белорусский военный суд,судья,освобожден,,,
Паутов Александр Михайлович,Белорусский военный суд,судья,назначен,,лет,5
Калюта Леонтий Иванович,01-002-03-02,председатель,назначен,,бессрочно,
Капачевская Жанна Матвеевна,01-003-03-01,судья,назначен,,бессрочно,
Капачевская Жанна Матвеевна,01-003-03-01,судья по административным делам,освобожден,,,
Кушева Оксана Дмитриевна,01-003-03-01,судья,назначен,,бессрочно,
Кушева Оксана Дмитриевна,01-003-03-01,судья по административным делам,освобожден,,,
Панасюк Татьяна Сергеевна,01-012-03-01,судья,назначен,,лет,5
Рощина Наталья Николаевна,02-004-03-01,председатель,назначен,,бессрочно,
Каско Ирина Васильевна,04-009-03-01,судья,назначен,,бессрочно,
Каско Ирина Васильевна,04-009-03-01,судья по административным делам,освобожден,,,
Сенько Виктор Антонович,04-009-03-01,председатель,назначен,,бессрочно,
Рухлевич Лилия Борисовна,05-017-03-01,судья,назначен,,лет,5
Адамович Светлана Иосифовна,05-001-03-01,судья,назначен,,бессрочно,
Адамович Светлана Иосифовна,суд Минского района и г.Заславля,судья,освобожден,,,
Афонский Сергей Николаевич,05-001-03-01,судья,назначен,,лет,5
Буякевич Ирина Васильевна,05-001-03-01,судья,назначен,,бессрочно,
Буякевич Ирина Васильевна,суд Минского района и г.Заславля,судья,освобожден,,,
Гончарова Ольга Викторовна,05-001-03-01,судья,назначен,,бессрочно,
Гончарова Ольга Викторовна,суд Минского района и г.Заславля,судья,освобожден,,,
Долженко Людмила Чеславовна,05-001-03-01,судья и председатель,назначен,,бессрочно,
Долженко Людмила Чеславовна,суд Минского района и г.Заславля,судья и председатель,освобожден,,,
Езерская Анна Ивановна,05-001-03-01,судья,назначен,,бессрочно,
Езерская Анна Ивановна,суд Минского района и г.Заславля,судья,освобожден,,,
Левкович Алексей Михайлович,05-001-03-01,судья и заместитель председателя,назначен,,бессрочно,
Левкович Алексей Михайлович,суд Минского района и г.Заславля,судья,освобожден,,,
Майко Ирина Леонидовна,05-001-03-01,судья,назначен,,бессрочно,
Майко Ирина Леонидовна,суд Минского района и г.Заславля,судья,освобожден,,,
Минич Алексей Николаевич,05-001-03-01,судья,назначен,,бессрочно,
Минич Алексей Николаевич,суд Минского района и г.Заславля,судья,освобожден,,,
Точкар Александр Федорович,05-001-03-01,судья,назначен,,бессрочно,
Точкар Александр Федорович,суд Минского района и г.Заславля,судья,освобожден,,,
Лобынич Инга Брониславовна,07-009-03-01,судья,назначен,,лет,5
Мисуно Светлана Эдуардовна,07-008-03-01,заместитель председателя,назначен,,бессрочно,
Михонский Иосиф Иосифович,07-008-03-01,судья и председатель,назначен,,бессрочно,
Михонский Иосиф Иосифович,05-002-03-01,судья,освобожден,,,
Пилецкая Дарья Николаевна,07-004-03-01,судья,назначен,,лет,5
Рыбаков Алексей Васильевич,05-002-03-01,судья,назначен,,бессрочно,
Рыбаков Алексей Васильевич,07-003-03-01,судья,освобожден,,,
Самолюк Анна Валерьевна,07-008-03-01,судья,назначен,,лет,5
Четверткова Наталья Алексеевна,07-005-03-01,судья,назначен,,лет,5
Белоус Ольга Анатольевна,02-004-03-01,председатель,освобожден,истечение срока полномочий,,
Белоус Ольга Анатольевна,02-004-03-01,судья,оставлен в должности,,,
Бычко Алексей Викторович,07-009-03-01,судья по административным делам,освобожден,занимал должность в связи с нахождением в социальном отпуске Павлючук Татьяны Евгеньевны,,
Гилепа Александр Сельвестрович,07-008-03-01,судья и председатель,освобожден,выход в отставку,,
Горелик Вячеслав Александрович,Гродненский межгарнизонный военный суд,судья,освобожден,по собственному желанию,,
Горланова Галина Ивановна,02-001-03-01,судья и председатель,освобожден,выход в отставку,,
Гущин Антон Иванович,01-013-03-01,судья,освобожден,переход на другую работу,,,
Ермак Александр Юльянович,05-009-03-01,судья по административным делам,освобожден,по собственному желанию,,
Кичка Николай Карпович,04-000-03-01,судья и заместитель председателя,освобожден,выход в отставку,,
Коломар Галина Иосифовна,03-022-03-01,судья и председатель,освобожден,выход в отставку,,
Конева Светлана Аркадьевна,05-013-03-01,судья по административным делам,освобожден,по собственному желанию,,
Купрацевич Михаил Савельевич,02-021-03-01,председатель,освобожден,истечение срока полномочий,,
Купрацевич Михаил Савельевич,02-021-03-01,судья,оставлен в должности,,,
Олесик Галина Александровна,01-000-03-01,судья,освобожден,выход в отставку,,
Перевозникова Татьяна Николаевна,суд Минского района и г.Заславля,судья,освобожден,выход в отставку,,
Шведов Андрей Викторович,06-012-03-01,судья по административным делам,освобожден,отказ от перевода в другой суд в связи с сокращением численности судей,,














































