ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Кондратьев Сергей Вадимович,Минский межгарнизонный военный суд,председатель,назначен,,бессрочно,
Кондратьев Сергей Вадимович,Минский межгарнизонный военный суд,заместитель председателя,освобожден,,,
Стефановский Игорь Эдуардович,Витебский межгарнизонный военный суд,судья,назначен,,лет,5
Утлик Николай Владимирович,Бобруйский межгарнизонный военный суд,судья и председатель,назначен,,бессрочно,
Утлик Николай Владимирович,Гродненский межгарнизонный военный суд,судья,освобожден,,,
Веренич Надежда Михайловна,01-009-03-01,судья,назначен,,лет,5
Виноградова Алла Алексеевна,01-002-03-01,судья,назначен,,лет,5
Петрив Василий Остапович,01-003-03-01,заместитель председателя,назначен,,бессрочно,
Бойцова Наталья Александровна,02-014-03-01,судья,назначен,на время нахождения в социальном отпуске Сунцовой Наталии Анатольевны,на период,
Борисовец Наталья Иосифовна,02-019-03-01,судья,назначен,,лет,5
Дегода Роман Игоревич,02-002-03-01,судья,назначен,,лет,5
Дубецкая Анна Григорьевна,02-002-03-03,заместитель председателя,назначен,,бессрочно,
Жук Елена Семеновна,02-002-03-03,судья,назначен,,лет,5
Козлова Анжелика Альбертовна,02-014-03-01,заместитель председателя,назначен,,бессрочно,
Попкова Елена Михайловна,02-002-03-02,заместитель председателя,назначен,,бессрочно,
Синицкая Елена Алексеевна,02-023-03-01,судья,назначен,,лет,5
Тарасевич Андрей Романович,02-007-03-01,судья,назначен,,лет,5
Шикарев Владислав Александрович,02-002-03-01,судья,назначен,,лет,5
Белоцкий Алексей Алексеевич,03-012-03-01,судья,назначен,,лет,5
Дмитренко Григорий Иванович,03-002-03-04,председатель,назначен,,бессрочно,
Загоровская Валентина Александровна,03-014-03-01,судья,назначен,,бессрочно,
Загоровская Валентина Александровна,03-012-03-01,судья и председатель,освобожден,,,
Лобунец Владимир Иванович,03-002-03-01,заместитель председателя,назначен,,бессрочно,
Романовская Елена Михайловна,03-012-03-01,председатель,назначен,,бессрочно,
Рубахова Светлана Викентьевна,03-009-03-01,судья,назначен,,лет,5
Свиридов Илья Сергеевич,03-002-03-01,судья,назначен,,лет,5
Хомич Александр Александрович,03-000-03-01,судья,назначен,,бессрочно,
Хомич Александр Александрович,03-002-03-01,судья,освобожден,,,
Антонович Елена Валерьевна,04-015-03-01,судья,назначен,,лет,5
Антонович Елена Валерьевна,04-007-03-01,судья по административным делам,освобожден,,,
Бовсук Алла Ивановна,04-002-03-01,заместитель председателя,назначен,,бессрочно,
Олехнович Василий Петрович,04-012-03-01,председатель,назначен,,бессрочно,
Рачинский Николай Петрович,04-002-03-02,заместитель председателя,назначен,,бессрочно,
Циунчик Дмитрий Викторович,04-002-03-02,судья,назначен,,лет,5
Циунчик Дмитрий Викторович,04-013-03-01,судья по административным делам,освобожден,,,
Артимович Елена Васильевна,05-006-03-01,судья,назначен,,лет,5
Боборыкин Владимир Александрович,05-014-03-01,судья,назначен,,лет,5
