ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Маныкина Наталья Александровна,03-000-03-02,судья,назначен,,лет,5
Маныкина Наталья Александровна,03-002-03-03,судья,освобожден,,,
Шевель Геннадий Владимирович,03-017-03-01,судья и председатель,назначен,лет,5
Смирнова Алла Михайловна,05-002-03-02,судья,назначен,,лет,5
Карнейчик Анастасия Александровна,07-004-03-01,судья,назначен,,лет,5
Карнейчик Анастасия Александровна,07-002-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Шодор Ольги Павловны,,
Маргайлик Дарья Владимировна,07-002-03-01,судья,назначен,на время нахождения в социальном отпуске Щеткиной Юлии Владимировны,на период,
Маргайлик Дарья Владимировна,07-002-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Шут Юлии Степановны,,
Бролишс Ирена Язеповна,07-002-03-01,судья и заместитель председателя,назначен,,бессрочно,
Мигурский Алексей Эдуардович,07-005-03-01,судья,назначен,,лет,5
Неборская Ольга Сергеевна,07-004-03-01,судья,назначен,на время нахождения в социальном отпуске Ветлугиной Екатерины Сергеевны,на период,
Денкевич Андрей Казимирович,07-002-03-01,судья и председатель,назначен,,лет,5
Денкевич Андрей Казимирович,07-009-03-01,судья и заместитель председателя,освобожден,,,
Яловая Инна Александровна,07-003-03-01,судья,назначен,,лет,5
Яловая Инна Александровна,07-003-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Телицы Лидии Федоровны,,
Ковалев Сергей Николаевич,06-000-03-02,судья и председатель,назначен,,бессрочно,
Курпаченко Максим Сергеевич,06-001-03-01,судья,назначен,,лет,5
Ланчева Ирина Рамизовна,06-002-03-01,судья,назначен,,лет,5
Селедцова Елена Викторовна,06-002-03-02,заместитель председателя,назначен,,лет,5
Давыдко Татьяна Викторовна,06-002-03-02,судья и заместитель председателя,назначен,,лет,5
Дудаль Антон Геннадьевич,06-003-03-01,судья,назначен,,лет,5
Закржевская Виолетта Игоревна,06-003-03-01,судья,назначен,,лет,5
Сафонова Вероника Олеговна,06-003-03-01,судья,назначен,,лет,5
Шелягина Марина Витальевна,06-003-03-01,судья,назначен,,лет,5
Шепетова Виктория Владимировна,06-002-03-02,судья,назначен,,лет,5
Серякова Ольга Семеновна,06-003-03-01,судья,назначен,,лет,5
Балябин Алексей Викторович,06-011-03-01,судья и председатель,назначен,,лет,5
Волков Виталий Николаевич,06-007-03-01,судья и председатель,назначен,,лет,5
Волков Виталий Николаевич,06-022-03-01,судья,освобожден,,,
Майко Ирина Леонидовна,05-000-03-01,судья,назначен,,лет,5
Мазур Екатерина Ивановна,05-001-03-01,судья,назначен,,лет,5
Мазур Екатерина Ивановна,05-001-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Новиковой Екатерины Сергеевны,,
Вусик Наталия Анатольевна,05-005-03-01,судья,назначен,,лет,5
Вусик Наталия Анатольевна,05-011-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Майстренко Татьяны Александровны
Курганова Елена Игоревна,05-005-03-01,судья,назначен,,лет,5
Зык Наталья Александровна,05-021-03-01,судья и председатель,назначен,,лет,5
Король Николай Вячеславович,05-004-03-01,председатель,назначен,,бессрочно,
Малевич Игорь Яковлевич,05-015-03-01,председатель,назначен,,бессрочно,
Пипко Сергей Николаевич,04-000-03-01,судья,назначен,,бессрочно,
Пипко Сергей Николаевич,04-010-03-01,судья и председатель,освобожден,,,
Барцевич Зинаида Ивановна,04-002-03-02,председатель,назначен,,бессрочно,
