ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Ласкович Татьяна Георгиевна,01-002-03-02,судья,назначен,,бессрочно,
Ласкович Татьяна Георгиевна,01-002-03-02,судья по административным делам,освобожден,,,
Макодай Петр Тодонович,01-003-03-01,заместитель председателя,назначен,,бессрочно,
Снежко Светлана Николаевна,01-003-03-01,судья,назначен,,бессрочно,
Дасько Наталья Евгеньевна,02-002-03-03,судья,назначен,,бессрочно,
Зинькевич Фадей Анатольевич,суд Лепельского района и г.Лепеля,судья,назначен,,бессрочно,
Зинькевич Фадей Анатольевич,суд Лепельского района и г.Лепеля,судья по административным делам,освобожден,,,
Лешкович Александр Эдуардович,02-016-03-01,судья,назначен,,бессрочно,
Лешкович Александр Эдуардович,02-016-03-01,судья по административным делам,освобожден,,,
Михасева Валентина Алексеевна,02-002-03-02,судья,назначен,,бессрочно,
Родина Татьяна Михайловна,02-002-03-03,судья,назначен,,бессрочно,
Сунцова Наталия Анатольевна,02-014-03-01,судья,назначен,,бессрочно,
Сучок Александр Михайлович,02-005-03-01,судья,назначен,,бессрочно,
Сучок Александр Михайлович,02-005-03-01,судья по административным делам,освобожден,,,
Армушевич Валерий Николаевич,03-002-03-03,судья,назначен,,бессрочно,
Армушевич Валерий Николаевич,03-005-03-01,судья по административным делам,освобожден,,,
Бегун Василий Васильевич,03-000-03-01,судья,назначен,,бессрочно,
Бегун Василий Васильевич,03-001-03-01,судья и заместитель председателя,освобожден,,,
Клеймюк Юрий Евгеньевич,03-007-03-01,судья,назначен,,бессрочно,
Купрацевич Виктор Викторович,03-002-03-03,судья и заместитель председателя,назначен,,бессрочно,
Купрацевич Виктор Викторович,03-008-03-01,судья,освобожден,,,
Линник Сергей Геннадьевич,суд Мозырьского района и г.Мозыря,судья,назначен,,бессрочно,
Линник Сергей Геннадьевич,03-015-03-01,судья по административным делам,освобожден,,,
Новик Анна Павловна,03-002-03-01,судья,назначен,,бессрочно,
Новик Анна Павловна,03-002-03-01,судья по административным делам,освобожден,,,
Улога Дмитрий Анатольевич,03-018-03-01,судья,назначен,,бессрочно,
Улога Дмитрий Анатольевич,03-018-03-01,судья по административным делам,освобожден,,,
Шевченко Олег Иванович,03-009-03-01,судья,назначен,,бессрочно,
Шевченко Олег Иванович,03-009-03-01,судья по административным делам,освобожден,,,
Демещик Александр Викторович,04-017-03-01,судья,назначен,,бессрочно,
Демещик Александр Викторович,04-017-03-01,судья по административным делам,освобожден,,,
Жук Люция Казимировна,04-002-03-02,судья,назначен,,бессрочно,
Жук Люция Казимировна,04-002-03-02,судья по административным делам,освобожден,,,
Малючок Людмила Александровна,04-002-03-02,судья,назначен,,бессрочно,
Малючок Людмила Александровна,04-005-03-01,судья по административным делам,освобожден,,,
Присада Виктория Николаевна,04-002-03-01,судья,назначен,,бессрочно,
Степанова Наталия Викторовна,04-007-03-01,судья и председатель,назначен,,бессрочно,
Серпученко Оксана Сергеевна,суд Борисовского района и г.Борисова,судья,назначен,,бессрочно,
Вайтехович Наталья Михайловна,07-009-03-01,судья,назначен,,бессрочно,
Вайтехович Наталья Михайловна,07-009-03-01,судья по административным делам,освобожден,,,
Германович Сергей Михайлович,07-004-03-01,судья,назначен,,бессрочно,
Германович Сергей Михайлович,07-004-03-01,судья по административным делам,освобожден,,,
Горбатовский Юрий Александрович,07-006-03-01,судья,назначен,,бессрочно,
Горбатовский Юрий Александрович,07-006-03-01,судья по административным делам,освобожден,,,
Корнов Владимир Владимирович,07-008-03-01,судья,назначен,,бессрочно,
Корнов Владимир Владимирович,07-008-03-01,судья по административным делам,освобожден,,,
Степанова Виктория Александровна,07-008-03-01,судья,назначен,,бессрочно,
Степанова Виктория Александровна,07-008-03-01,судья по административным делам,освобожден,,,
Трубников Николай Алексеевич,07-005-03-01,судья,назначен,,бессрочно,
Трубников Николай Алексеевич,07-005-03-01,судья по административным делам,освобожден,,,
Авласевич Денис Михайлович,06-002-03-02,судья,назначен,,бессрочно,
Авласевич Денис Михайлович,суд Центрального района г.Могилева,судья,освобожден,,,
Буряко Светлана Викторовна,06-002-03-01,судья,назначен,,бессрочно,
Буряко Светлана Викторовна,суд Центрального района г.Могилева,судья,освобожден,,,
Карапетян Татьяна Станиславовна,06-002-03-02,судья,назначен,,бессрочно,
Карапетян Татьяна Станиславовна,суд Центрального района г.Могилева,судья,освобожден,,,
Костюк Татьяна Михайловна,06-002-03-01,судья,назначен,,бессрочно,
Костюк Татьяна Михайловна,суд Центрального района г.Могилева,судья,освобожден,,,
Кужелева Галина Александровна,06-002-03-01,судья и председатель,назначен,,бессрочно,
Кужелева Галина Александровна,суд Центрального района г.Могилева,судья и председатель,освобожден,,,
Туленкова Анна Михайловна,06-002-03-01,судья,назначен,,бессрочно,
Туленкова Анна Михайловна,суд Центрального района г.Могилева,судья,освобожден,,,
Шандарович Станислав Станиславович,06-002-03-01,судья,назначен,,бессрочно,
Шандарович Станислав Станиславович,суд Центрального района г.Могилева,судья,освобожден,,,
Юрченко Андрей Александрович,06-002-03-01,судья,назначен,,бессрочно,
Юрченко Андрей Александрович,суд Центрального района г.Могилева,судья,освобожден,,,























Германович Сергей Михайлович,07-004-03-01,судья,назначен,,бессрочно,
