ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Брысина Жанна Леонидовна,05-002-03-01,судья,назначен,,бессрочно,
Брысина Жанна Леонидовна,07-001-03-01,судья и заместитель председателя,освобожден,,,
Дубовская Анастасия Николаевна,05-002-03-02,судья,назначен,,лет,5
Карнейчик Анастасия Александровна,07-002-03-01,судья,назначен,на время нахождения в социальном отпуске Шодор Ольги Павловны,на период,
Касьянчик Алеся Ивановна,05-002-03-02,судья,назначен,на время нахождения в социальном отпуске Мысливец Наталии Генриховны,на период,
Лавринович Ольга Анатольевна,07-004-03-01,судья,назначен,,лет,5
Маргайлик Дарья Владимировна,07-002-03-01,судья,назначен,на время нахождения в социальном отпуске Шут Юлии Степановны,на период,
Миколенко Татьяна Александровна,05-002-03-02,судья,назначен,,бессрочно,
Романова Екатерина Николаевна,07-001-03-01,судья,назначен,,лет,5
Костян Иван Игнатьевич,07-009-03-01,судья,назначен,,лет,5
Полоневич Ольга Викторовна,07-009-03-01,судья,назначен,,лет,5
Свистунова Валентина Николаевна,07-009-03-01,судья,назначен,,лет,5
Щербакова Юлия Александровна,07-002-03-01,судья,назначен,на время нахождения в социальном отпуске Громович Марины Валентиновны,на период,
Бондар Наталья Леонидовна,07-007-03-01,судья,назначен,,лет,5
Бондар Наталья Леонидовна,07-003-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Фроловой Елены Геннадьевны,,
Земцов Игорь Федорович,06-000-03-01,судья,назначен,,бессрочно,
Земцов Игорь Федорович,06-013-03-01,судья и председатель,освобожден,,,
Горовец Валентина Владимировна,06-000-03-02,судья,назначен,,бессрочно,
Ветерец Марина Петровна,06-015-03-01,судья,назначен,,бессрочно,
Воробьёва Елена Михайловна,06-007-03-01,судья,назначен,,лет,5
Головнёва Ольга Александровна,06-006-03-01,судья,назначен,,лет,5
Дворяченко Сергей Владимирович,06-013-03-01,судья и председатель,назначен,,лет,5
Игликов Игорь Игоревич,05-001-03-01,судья и заместитель председателя,назначен,,лет,5
Середенко Алеся Михайловна,05-020-03-01,судья,назначен,,лет,5
Самойло Николай Федорович,05-003-03-01,председатель,назначен,,бессрочно,
Якубицкая Екатерина Геннадьевна,05-003-03-01,судья,назначен,,лет,5
Пенкрат Оксана Анатольевна,05-004-03-01,судья,назначен,,лет,5
Корецкий Юрий Мирославович,04-000-03-01,судья,назначен,,лет,5
Корецкий Юрий Мирославович,04-017-03-01,судья,освобожден,,,
Бовсук Алла Ивановна,04-002-03-01,заместитель председателя,назначен,,бессрочно,
Хихол Руслан Эдуардович,04-002-03-02,судья,назначен,,лет,5
Полякова Наталья Ростиславовна,04-010-03-01,судья,назначен,,лет,5
Савко Надежда Петровна,04-011-03-01,судья,назначен,на время нахождения в социальном отпуске Ковальчук Ольги Владимировны,на период,
Болондь Сергей Чеславович,04-017-03-01,судья,назначен,,лет,5
Домарад Дмитрий Анатольевич,04-017-03-01,судья,назначен,,лет,5
Олехнович Василий Петрович,04-012-03-01,председатель,назначен,,бессрочно,
Лисовский Александр Венедиктович,03-000-03-02,судья и заместитель председателя,назначен,,лет,5
Лисовский Александр Венедиктович,03-001-03-01,судья и заместитель председателя,освобожден,,,
Сарнавская Наталья Николаевна,03-000-03-02,судья и председатель,назначен,,бессрочно,
Сарнавская Наталья Николаевна,07-000-00-02,судья,освобожден,,,
Сергеенко Виктория Григорьевна,03-000-03-02,судья,назначен,,лет,5
Хамерман Ирина Владимировна,03-000-03-02,судья,назначен,,лет,5
Лобунец Владимир Иванович,03-002-03-03,председатель,назначен,,бессрочно,
Звонко Ирина Ивановна,03-002-03-04,судья,назначен,,лет,5
