ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Козлов Дмитрий Петрович,03-002-03-02,судья и заместитель председателя,назначен,,лет,5
Асадчая Наталья Викторовна,03-009-03-01,судья и заместитель председателя,назначен,,бессрочно,
Асадчая Наталья Викторовна,03-014-03-01,судья,освобожден,,,
Рубахова Светлана Викентьевна,03-009-03-01,судья,назначен,,лет,5
Бурунов Евгений Илларионович,02-000-03-01,судья,назначен,,бессрочно,
Бурунов Евгений Илларионович,02-002-03-02,судья и председатель,освобожден,,,
Губанов Денис Матвеевич,02-000-03-01,судья,назначен,,лет,5
Губанов Денис Матвеевич,02-002-03-01,судья,освобожден,,,
Лещенко Виктория Александровна,02-002-03-02,заместитель председателя,назначен,,бессрочно,
Попкова Елена Михайловна,02-002-03-02,председатель,назначен,,бессрочно,
Попкова Елена Михайловна,02-002-03-02,заместитель председатель,освобожден,,,
Шаповал Ольга Ивановна,02-002-03-01,судья,назначен,,лет,5
Шаповал Ольга Ивановна,02-001-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Игнатенко Анны Александровны,,
Дубецкая Анна Григорьевна,02-002-03-03,судья и заместитель председателя,назначен,,бессрочно,
Жук Елена Семеновна,02-002-03-03,судья,назначен,,бессрочно,
Лапушинский Алексей Антонович,02-012-03-01,судья,назначен,на время нахождения в социальном отпуске Киндеевой Снежаны Александровны,на период,
Тарасевич Андрей Романович,02-007-03-01,судья,назначен,,бессрочно,
Борисовец Наталья Иосифовна,02-019-03-01,судья,назначен,,бессрочно,
Унукович Екатерина Михайловна,02-023-03-01,судья,назначен,,лет,5
Курисюк Андрей Леонидович,01-000-03-01,заместитель председателя,назначен,,бессрочно,
Архипова Наталья Игоревна,02-014-03-01,судья,назначен,,лет,5
Сучок Тамара Ивановна,01-000-03-01,председатель,назначен,,бессрочно, 
Карабан Роман Яковлевич,01-002-03-02,судья,назначен,,лет,5
Корогода Алексей Сергеевич,01-002-03-02,судья,назначен,,лет,5 
Черевач Владимир Олегович,07-000-00-02,судья,назначен,,бессрочно,
Якутович Екатерина Геннадьевна,07-000-00-02,судья,назначен,,бессрочно,
Якутович Екатерина Геннадьевна,05-002-03-01,судья,освобожден,,,
Барановский Андрей Федорович,05-002-03-02,судья,освобожден,по собственному желанию,,
Бескишкий Артем Александрович,07-007-03-01,судья,освобожден,по собственному желанию,,
Браусов Михаил Григорьевич,06-014-03-01,судья,освобожден,выход в отставку,,
Герменчук Николай Иванович,07-000-00-02,судья,освобожден,выход в отставку,,
Глебов Глеб Анатольевич,05-001-03-01,судья,освобожден,совершение проступка, несовместимого с нахождением на государственной службе,,
Данченко Николай Анатольевич,03-000-03-02,судья и председатель,освобожден,выход в отставку,,
Дубаневич Ольга Васильевна,07-007-03-01,судья,освобожден,по собственному желанию,,
Каретникова Антонина Ивановна,02-014-03-01,судья и председатель,освобожден,выход в отставку,,
Корень Татьяна Анатольевна,06-000-03-02,судья,освобожден,по собственному желанию,,
Музыченко Антонина Анатольевна,03-013-03-01,судья и председатель,освобожден,по собственному желанию,,
Новикова Валентина Ивановна,03-000-03-02,судья,освобожден,выход в отставку,,
Папеко Лидия Борисовна,03-009-03-01,судья и заместитель председателя,освобожден,выход в отставку,,
Петрив Василий Остапович,01-003-03-01,судья и заместитель председателя,освобожден,выход в отставку,,
Подчищалова Надежда Васильевна,06-000-03-02,судья,освобожден,выход в отставку,,
Сиз Николай Иванович,01-000-03-01,судья и заместитель председателя,освобожден,выход в отставку,,
Стальмахова Светлана Ивановна,06-000-03-01,судья и заместитель председателя,освобожден,выход в отставку,,
Стригалева Нина Михайловна,05-005-03-01,судья,освобожден,выход в отставку,,
Троцюк Татьяна Ивановна,05-003-03-01,судья и председатель,освобожден,выход в отставку,,
Герменчук Николай Иванович,07-000-00-02,судья,исключить,состав президиума,,
Курисюк Андрей Леонидович,01-000-03-01,заместитель председателя,включить,состав президиума,,бессрочно,
Стальмахова Светлана Ивановна,06-000-03-01,судья и заместитель председателя,исключить,состав президиума,,
Сиз Николай Иванович,01-000-03-01,судья и заместитель председателя,исключить,состав президиума,,



